GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5U001
"G2900810","1960","Missouri","290","Harrison","0810","Harrison",11597
"G2900830","1960","Missouri","290","Henry","0830","Henry",18969
"G2900850","1960","Missouri","290","Hickory","0850","Hickory",4516
"G2900870","1960","Missouri","290","Holt","0870","Holt",7873
"G2900890","1960","Missouri","290","Howard","0890","Howard",9761
"G2900910","1960","Missouri","290","Howell","0910","Howell",21931
"G2900930","1960","Missouri","290","Iron","0930","Iron",7991
"G2900950","1960","Missouri","290","Jackson","0950","Jackson",537521
"G2900970","1960","Missouri","290","Jasper","0970","Jasper",77715
"G2900990","1960","Missouri","290","Jefferson","0990","Jefferson",65522
"G2901010","1960","Missouri","290","Johnson","1010","Johnson",28014
"G2901030","1960","Missouri","290","Knox","1030","Knox",6539
"G2901050","1960","Missouri","290","Laclede","1050","Laclede",18811
"G2901070","1960","Missouri","290","Lafayette","1070","Lafayette",24299
"G2901090","1960","Missouri","290","Lawrence","1090","Lawrence",23189
"G2901110","1960","Missouri","290","Lewis","1110","Lewis",10502
"G2901130","1960","Missouri","290","Lincoln","1130","Lincoln",14231
"G2901150","1960","Missouri","290","Linn","1150","Linn",16584
"G2901170","1960","Missouri","290","Livingston","1170","Livingston",15421
"G2901190","1960","Missouri","290","McDonald","1190","Mcdonald",11745
"G2901210","1960","Missouri","290","Macon","1210","Macon",16157
"G2901230","1960","Missouri","290","Madison","1230","Madison",9333
"G2901250","1960","Missouri","290","Maries","1250","Maries",7279
"G2901270","1960","Missouri","290","Marion","1270","Marion",27939
"G2901290","1960","Missouri","290","Mercer","1290","Mercer",5747
"G2901310","1960","Missouri","290","Miller","1310","Miller",13774
"G2901330","1960","Missouri","290","Mississippi","1330","Mississippi",15751
"G2901350","1960","Missouri","290","Moniteau","1350","Moniteau",10348
"G2901370","1960","Missouri","290","Monroe","1370","Monroe",10175
"G2901390","1960","Missouri","290","Montgomery","1390","Montgomery",10553
"G2901410","1960","Missouri","290","Morgan","1410","Morgan",9309
"G2901430","1960","Missouri","290","New Madrid","1430","New Madrid",25008
"G2901450","1960","Missouri","290","Newton","1450","Newton",29879
"G2901470","1960","Missouri","290","Nodaway","1470","Nodaway",22193
"G2901490","1960","Missouri","290","Oregon","1490","Oregon",9841
"G2901510","1960","Missouri","290","Osage","1510","Osage",10853
"G2901530","1960","Missouri","290","Ozark","1530","Ozark",6741
"G2901550","1960","Missouri","290","Pemiscot","1550","Pemiscot",27834
"G2901570","1960","Missouri","290","Perry","1570","Perry",14628
"G2901590","1960","Missouri","290","Pettis","1590","Pettis",33327
"G2901610","1960","Missouri","290","Phelps","1610","Phelps",25147
"G2901630","1960","Missouri","290","Pike","1630","Pike",15405
"G2901650","1960","Missouri","290","Platte","1650","Platte",23006
"G2901670","1960","Missouri","290","Polk","1670","Polk",13748
"G2901690","1960","Missouri","290","Pulaski","1690","Pulaski",43313
"G2901710","1960","Missouri","290","Putnam","1710","Putnam",6997
"G2901730","1960","Missouri","290","Ralls","1730","Ralls",7865
"G2901750","1960","Missouri","290","Randolph","1750","Randolph",20866
"G2901770","1960","Missouri","290","Ray","1770","Ray",15716
"G2901790","1960","Missouri","290","Reynolds","1790","Reynolds",5152
"G2901810","1960","Missouri","290","Ripley","1810","Ripley",9091
"G2901830","1960","Missouri","290","St Charles","1830","St Charles",52054
"G2901850","1960","Missouri","290","St Clair","1850","St Clair",8385
"G2901860","1960","Missouri","290","Ste Genevieve","1860","Ste Genevieve",12046
"G2901870","1960","Missouri","290","St Francois","1870","St Francois",36335
"G2901890","1960","Missouri","290","St Louis","1890","St Louis",683652
"G2901950","1960","Missouri","290","Saline","1950","Saline",23782
"G2901970","1960","Missouri","290","Schuyler","1970","Schuyler",5048
"G2901990","1960","Missouri","290","Scotland","1990","Scotland",6479
"G2902010","1960","Missouri","290","Scott","2010","Scott",29576
"G2902030","1960","Missouri","290","Shannon","2030","Shannon",7083
"G2902050","1960","Missouri","290","Shelby","2050","Shelby",8867
"G2902070","1960","Missouri","290","Stoddard","2070","Stoddard",27482
"G2902090","1960","Missouri","290","Stone","2090","Stone",8163
"G2902110","1960","Missouri","290","Sullivan","2110","Sullivan",8775
"G2902130","1960","Missouri","290","Taney","2130","Taney",10236
"G2902150","1960","Missouri","290","Texas","2150","Texas",17745
"G2902170","1960","Missouri","290","Vernon","2170","Vernon",20513
"G2902190","1960","Missouri","290","Warren","2190","Warren",8393
"G2902210","1960","Missouri","290","Washington","2210","Washington",14204
"G2902230","1960","Missouri","290","Wayne","2230","Wayne",8623
"G2902250","1960","Missouri","290","Webster","2250","Webster",13735
"G2902270","1960","Missouri","290","Worth","2270","Worth",3936
"G2902290","1960","Missouri","290","Wright","2290","Wright",14081
"G2905100","1960","Missouri","290","St Louis City","5100","St Louis City",534004
"G3000010","1960","Montana","300","Beaverhead","0010","Beaverhead",7159
"G3000030","1960","Montana","300","Big Horn","0030","Big Horn",6584
"G3000050","1960","Montana","300","Blaine","0050","Blaine",6370
"G3000070","1960","Montana","300","Broadwater","0070","Broadwater",2803
"G3000090","1960","Montana","300","Carbon","0090","Carbon",8300
"G3000110","1960","Montana","300","Carter","0110","Carter",2489
"G3000130","1960","Montana","300","Cascade","0130","Cascade",71859
"G3000150","1960","Montana","300","Chouteau","0150","Chouteau",7230
"G3000170","1960","Montana","300","Custer","0170","Custer",13087
"G3000190","1960","Montana","300","Daniels","0190","Daniels",3750
"G3000210","1960","Montana","300","Dawson","0210","Dawson",12292
"G3000230","1960","Montana","300","Deer Lodge","0230","Deer Lodge",18387
"G3000250","1960","Montana","300","Fallon","0250","Fallon",3992
"G3000270","1960","Montana","300","Fergus","0270","Fergus",13958
"G3000290","1960","Montana","300","Flathead","0290","Flathead",32738
"G3000310","1960","Montana","300","Gallatin","0310","Gallatin",25928
"G3000330","1960","Montana","300","Garfield","0330","Garfield",1980
"G3000350","1960","Montana","300","Glacier","0350","Glacier",7190
"G3000370","1960","Montana","300","Golden Valley","0370","Golden Valley",1203
"G3000390","1960","Montana","300","Granite","0390","Granite",2990
"G3000410","1960","Montana","300","Hill","0410","Hill",17400
"G3000430","1960","Montana","300","Jefferson","0430","Jefferson",4236
"G3000450","1960","Montana","300","Judith Basin","0450","Judith Basin",3073
"G3000470","1960","Montana","300","Lake","0470","Lake",11609
"G3000490","1960","Montana","300","Lewis And Clark","0490","Lewis And Clark",27516
"G3000510","1960","Montana","300","Liberty","0510","Liberty",2613
"G3000530","1960","Montana","300","Lincoln","0530","Lincoln",12484
"G3000550","1960","Montana","300","McCone","0550","Mccone",3318
"G3000570","1960","Montana","300","Madison","0570","Madison",5157
"G3000590","1960","Montana","300","Meagher","0590","Meagher",2605
"G3000610","1960","Montana","300","Mineral","0610","Mineral",3018
"G3000630","1960","Montana","300","Missoula","0630","Missoula",44153
"G3000650","1960","Montana","300","Musselshell","0650","Musselshell",4876
"G3000670","1960","Montana","300","Park","0670","Park",13117
"G3000690","1960","Montana","300","Petroleum","0690","Petroleum",889
"G3000710","1960","Montana","300","Phillips","0710","Phillips",5710
"G3000730","1960","Montana","300","Pondera","0730","Pondera",7077
"G3000750","1960","Montana","300","Powder River","0750","Powder River",2452
"G3000770","1960","Montana","300","Powell","0770","Powell",6843
"G3000790","1960","Montana","300","Prairie","0790","Prairie",2301
"G3000810","1960","Montana","300","Ravalli","0810","Ravalli",12256
"G3000830","1960","Montana","300","Richland","0830","Richland",10466
"G3000850","1960","Montana","300","Roosevelt","0850","Roosevelt",8958
"G3000870","1960","Montana","300","Rosebud","0870","Rosebud",4834
"G3000890","1960","Montana","300","Sanders","0890","Sanders",6469
"G3000910","1960","Montana","300","Sheridan","0910","Sheridan",6422
"G3000930","1960","Montana","300","Silver Bow","0930","Silver Bow",46127
"G3000950","1960","Montana","300","Stillwater","0950","Stillwater",5511
"G3000970","1960","Montana","300","Sweet Grass","0970","Sweet Grass",3290
"G3000990","1960","Montana","300","Teton","0990","Teton",7253
"G3001010","1960","Montana","300","Toole","1010","Toole",7851
"G3001030","1960","Montana","300","Treasure","1030","Treasure",1343
"G3001050","1960","Montana","300","Valley","1050","Valley",16246
"G3001070","1960","Montana","300","Wheatland","1070","Wheatland",3006
"G3001090","1960","Montana","300","Wibaux","1090","Wibaux",1696
"G3001110","1960","Montana","300","Yellowstone","1110","Yellowstone",78227
"G3001130","1960","Montana","300","Yellowstone National Park","1130","Yellowstone National Park",47
"G3100010","1960","Nebraska","310","Adams","0010","Adams",28650
"G3100030","1960","Nebraska","310","Antelope","0030","Antelope",10174
"G3100050","1960","Nebraska","310","Arthur","0050","Arthur",680
"G3100070","1960","Nebraska","310","Banner","0070","Banner",1269
"G3100090","1960","Nebraska","310","Blaine","0090","Blaine",1015
"G3100110","1960","Nebraska","310","Boone","0110","Boone",9131
"G3100130","1960","Nebraska","310","Box Butte","0130","Box Butte",11131
"G3100150","1960","Nebraska","310","Boyd","0150","Boyd",4495
"G3100170","1960","Nebraska","310","Brown","0170","Brown",4424
"G3100190","1960","Nebraska","310","Buffalo","0190","Buffalo",26162
"G3100210","1960","Nebraska","310","Burt","0210","Burt",10132
"G3100230","1960","Nebraska","310","Butler","0230","Butler",10312
"G3100250","1960","Nebraska","310","Cass","0250","Cass",17785
"G3100270","1960","Nebraska","310","Cedar","0270","Cedar",13363
"G3100290","1960","Nebraska","310","Chase","0290","Chase",4309
"G3100310","1960","Nebraska","310","Cherry","0310","Cherry",8066
"G3100330","1960","Nebraska","310","Cheyenne","0330","Cheyenne",14723
"G3100350","1960","Nebraska","310","Clay","0350","Clay",8713
"G3100370","1960","Nebraska","310","Colfax","0370","Colfax",9582
"G3100390","1960","Nebraska","310","Cuming","0390","Cuming",12429
"G3100410","1960","Nebraska","310","Custer","0410","Custer",16505
"G3100430","1960","Nebraska","310","Dakota","0430","Dakota",11784
"G3100450","1960","Nebraska","310","Dawes","0450","Dawes",9265
"G3100470","1960","Nebraska","310","Dawson","0470","Dawson",19365
"G3100490","1960","Nebraska","310","Deuel","0490","Deuel",3124
"G3100510","1960","Nebraska","310","Dixon","0510","Dixon",8104
"G3100530","1960","Nebraska","310","Dodge","0530","Dodge",32368
"G3100550","1960","Nebraska","310","Douglas","0550","Douglas",317026
"G3100570","1960","Nebraska","310","Dundy","0570","Dundy",3566
"G3100590","1960","Nebraska","310","Fillmore","0590","Fillmore",9394
"G3100610","1960","Nebraska","310","Franklin","0610","Franklin",5448
"G3100630","1960","Nebraska","310","Frontier","0630","Frontier",4311
"G3100650","1960","Nebraska","310","Furnas","0650","Furnas",7708
"G3100670","1960","Nebraska","310","Gage","0670","Gage",26763
"G3100690","1960","Nebraska","310","Garden","0690","Garden",3467
"G3100710","1960","Nebraska","310","Garfield","0710","Garfield",2696
"G3100730","1960","Nebraska","310","Gosper","0730","Gosper",2489
"G3100750","1960","Nebraska","310","Grant","0750","Grant",1003
"G3100770","1960","Nebraska","310","Greeley","0770","Greeley",4594
"G3100790","1960","Nebraska","310","Hall","0790","Hall",35643
"G3100810","1960","Nebraska","310","Hamilton","0810","Hamilton",8705
"G3100830","1960","Nebraska","310","Harlan","0830","Harlan",5081
"G3100850","1960","Nebraska","310","Hayes","0850","Hayes",1919
"G3100870","1960","Nebraska","310","Hitchcock","0870","Hitchcock",4815
"G3100890","1960","Nebraska","310","Holt","0890","Holt",13708
"G3100910","1960","Nebraska","310","Hooker","0910","Hooker",1130
"G3100930","1960","Nebraska","310","Howard","0930","Howard",6539
"G3100950","1960","Nebraska","310","Jefferson","0950","Jefferson",11606
"G3100970","1960","Nebraska","310","Johnson","0970","Johnson",6280
"G3100990","1960","Nebraska","310","Kearney","0990","Kearney",6579
"G3101010","1960","Nebraska","310","Keith","1010","Keith",7948
"G3101030","1960","Nebraska","310","Keya Paha","1030","Keya Paha",1670
"G3101050","1960","Nebraska","310","Kimball","1050","Kimball",7945
"G3101070","1960","Nebraska","310","Knox","1070","Knox",12939
"G3101090","1960","Nebraska","310","Lancaster","1090","Lancaster",151986
"G3101110","1960","Nebraska","310","Lincoln","1110","Lincoln",28254
"G3101130","1960","Nebraska","310","Logan","1130","Logan",1107
"G3101150","1960","Nebraska","310","Loup","1150","Loup",1097
"G3101170","1960","Nebraska","310","McPherson","1170","Mcpherson",735
"G3101190","1960","Nebraska","310","Madison","1190","Madison",25013
"G3101210","1960","Nebraska","310","Merrick","1210","Merrick",8355
"G3101230","1960","Nebraska","310","Morrill","1230","Morrill",7008
"G3101250","1960","Nebraska","310","Nance","1250","Nance",5634
"G3101270","1960","Nebraska","310","Nemaha","1270","Nemaha",9096
"G3101290","1960","Nebraska","310","Nuckolls","1290","Nuckolls",8213
"G3101310","1960","Nebraska","310","Otoe","1310","Otoe",16473
"G3101330","1960","Nebraska","310","Pawnee","1330","Pawnee",5352
"G3101350","1960","Nebraska","310","Perkins","1350","Perkins",4189
"G3101370","1960","Nebraska","310","Phelps","1370","Phelps",9790
"G3101390","1960","Nebraska","310","Pierce","1390","Pierce",8721
"G3101410","1960","Nebraska","310","Platte","1410","Platte",23984
"G3101430","1960","Nebraska","310","Polk","1430","Polk",7210
"G3101450","1960","Nebraska","310","Red Willow","1450","Red Willow",12904
"G3101470","1960","Nebraska","310","Richardson","1470","Richardson",13818
"G3101490","1960","Nebraska","310","Rock","1490","Rock",2539
"G3101510","1960","Nebraska","310","Saline","1510","Saline",12530
"G3101530","1960","Nebraska","310","Sarpy","1530","Sarpy",30773
"G3101550","1960","Nebraska","310","Saunders","1550","Saunders",17256
"G3101570","1960","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",33254
"G3101590","1960","Nebraska","310","Seward","1590","Seward",13574
"G3101610","1960","Nebraska","310","Sheridan","1610","Sheridan",8563
"G3101630","1960","Nebraska","310","Sherman","1630","Sherman",5381
"G3101650","1960","Nebraska","310","Sioux","1650","Sioux",2544
"G3101670","1960","Nebraska","310","Stanton","1670","Stanton",5781
"G3101690","1960","Nebraska","310","Thayer","1690","Thayer",9114
"G3101710","1960","Nebraska","310","Thomas","1710","Thomas",1078
"G3101730","1960","Nebraska","310","Thurston","1730","Thurston",5589
"G3101750","1960","Nebraska","310","Valley","1750","Valley",6588
"G3101770","1960","Nebraska","310","Washington","1770","Washington",12078
"G3101790","1960","Nebraska","310","Wayne","1790","Wayne",9951
"G3101810","1960","Nebraska","310","Webster","1810","Webster",6223
"G3101830","1960","Nebraska","310","Wheeler","1830","Wheeler",1296
"G3101850","1960","Nebraska","310","York","1850","York",13681
"G3200010","1960","Nevada","320","Churchill","0010","Churchill",7913
"G3200030","1960","Nevada","320","Clark","0030","Clark",114925
"G3200050","1960","Nevada","320","Douglas","0050","Douglas",3244
"G3200070","1960","Nevada","320","Elko","0070","Elko",10697
"G3200090","1960","Nevada","320","Esmeralda","0090","Esmeralda",585
"G3200110","1960","Nevada","320","Eureka","0110","Eureka",724
"G3200130","1960","Nevada","320","Humboldt","0130","Humboldt",5228
"G3200150","1960","Nevada","320","Lander","0150","Lander",1432
"G3200170","1960","Nevada","320","Lincoln","0170","Lincoln",2363
"G3200190","1960","Nevada","320","Lyon","0190","Lyon",5685
"G3200210","1960","Nevada","320","Mineral","0210","Mineral",5402
"G3200230","1960","Nevada","320","Nye","0230","Nye",3986
"G3200250","1960","Nevada","320","Ormsby","0250","Ormsby",6801
"G3200270","1960","Nevada","320","Pershing","0270","Pershing",3023
"G3200290","1960","Nevada","320","Storey","0290","Storey",554
"G3200310","1960","Nevada","320","Washoe","0310","Washoe",81277
"G3200330","1960","Nevada","320","White Pine","0330","White Pine",9604
"G3300010","1960","New Hampshire","330","Belknap","0010","Belknap",28865
"G3300030","1960","New Hampshire","330","Carroll","0030","Carroll",15813
"G3300050","1960","New Hampshire","330","Cheshire","0050","Cheshire",43283
"G3300070","1960","New Hampshire","330","Coos","0070","Coos",37104
"G3300090","1960","New Hampshire","330","Grafton","0090","Grafton",48758
"G3300110","1960","New Hampshire","330","Hillsborough","0110","Hillsborough",177707
"G3300130","1960","New Hampshire","330","Merrimack","0130","Merrimack",67642
"G3300150","1960","New Hampshire","330","Rockingham","0150","Rockingham",97451
"G3300170","1960","New Hampshire","330","Strafford","0170","Strafford",59687
"G3300190","1960","New Hampshire","330","Sullivan","0190","Sullivan",28024
"G3400010","1960","New Jersey","340","Atlantic","0010","Atlantic",132393
"G3400030","1960","New Jersey","340","Bergen","0030","Bergen",762790
"G3400050","1960","New Jersey","340","Burlington","0050","Burlington",208934
"G3400070","1960","New Jersey","340","Camden","0070","Camden",355885
"G3400090","1960","New Jersey","340","Cape May","0090","Cape May",44571
"G3400110","1960","New Jersey","340","Cumberland","0110","Cumberland",92824
"G3400130","1960","New Jersey","340","Essex","0130","Essex",740731
"G3400150","1960","New Jersey","340","Gloucester","0150","Gloucester",122391
"G3400170","1960","New Jersey","340","Hudson","0170","Hudson",568313
"G3400190","1960","New Jersey","340","Hunterdon","0190","Hunterdon",52920
"G3400210","1960","New Jersey","340","Mercer","0210","Mercer",232025
"G3400230","1960","New Jersey","340","Middlesex","0230","Middlesex",416737
"G3400250","1960","New Jersey","340","Monmouth","0250","Monmouth",302447
"G3400270","1960","New Jersey","340","Morris","0270","Morris",255877
"G3400290","1960","New Jersey","340","Ocean","0290","Ocean",104534
"G3400310","1960","New Jersey","340","Passaic","0310","Passaic",379334
"G3400330","1960","New Jersey","340","Salem","0330","Salem",49785
"G3400350","1960","New Jersey","340","Somerset","0350","Somerset",139204
"G3400370","1960","New Jersey","340","Sussex","0370","Sussex",49026
"G3400390","1960","New Jersey","340","Union","0390","Union",465640
"G3400410","1960","New Jersey","340","Warren","0410","Warren",62642
"G3500010","1960","New Mexico","350","Bernalillo","0010","Bernalillo",253448
"G3500030","1960","New Mexico","350","Catron","0030","Catron",2706
"G3500050","1960","New Mexico","350","Chaves","0050","Chaves",55325
"G3500070","1960","New Mexico","350","Colfax","0070","Colfax",13704
"G3500090","1960","New Mexico","350","Curry","0090","Curry",30690
"G3500110","1960","New Mexico","350","De Baca","0110","De Baca",2988
"G3500130","1960","New Mexico","350","Dona Ana","0130","Dona Ana",58274
"G3500150","1960","New Mexico","350","Eddy","0150","Eddy",49683
"G3500170","1960","New Mexico","350","Grant","0170","Grant",18543
"G3500190","1960","New Mexico","350","Guadalupe","0190","Guadalupe",5597
"G3500210","1960","New Mexico","350","Harding","0210","Harding",1872
"G3500230","1960","New Mexico","350","Hidalgo","0230","Hidalgo",4937
"G3500250","1960","New Mexico","350","Lea","0250","Lea",50693
"G3500270","1960","New Mexico","350","Lincoln","0270","Lincoln",7669
"G3500280","1960","New Mexico","350","Los Alamos","0280","Los Alamos",12947
"G3500290","1960","New Mexico","350","Luna","0290","Luna",9643
"G3500310","1960","New Mexico","350","McKinley","0310","Mckinley",15663
"G3500330","1960","New Mexico","350","Mora","0330","Mora",6025
"G3500350","1960","New Mexico","350","Otero","0350","Otero",34239
"G3500370","1960","New Mexico","350","Quay","0370","Quay",12136
"G3500390","1960","New Mexico","350","Rio Arriba","0390","Rio Arriba",21795
"G3500410","1960","New Mexico","350","Roosevelt","0410","Roosevelt",16075
"G3500430","1960","New Mexico","350","Sandoval","0430","Sandoval",8242
"G3500450","1960","New Mexico","350","San Juan","0450","San Juan",38616
"G3500470","1960","New Mexico","350","San Miguel","0470","San Miguel",23331
"G3500490","1960","New Mexico","350","Santa Fe","0490","Santa Fe",43841
"G3500510","1960","New Mexico","350","Sierra","0510","Sierra",6346
"G3500530","1960","New Mexico","350","Socorro","0530","Socorro",9473
"G3500550","1960","New Mexico","350","Taos","0550","Taos",14894
"G3500570","1960","New Mexico","350","Torrance","0570","Torrance",6469
"G3500590","1960","New Mexico","350","Union","0590","Union",6063
"G3500610","1960","New Mexico","350","Valencia","0610","Valencia",33836
"G3600010","1960","New York","360","Albany","0010","Albany",261414
"G3600030","1960","New York","360","Allegany","0030","Allegany",43817
"G3600050","1960","New York","360","Bronx","0050","Bronx",1256284
"G3600070","1960","New York","360","Broome","0070","Broome",211174
"G3600090","1960","New York","360","Cattaraugus","0090","Cattaraugus",78602
"G3600110","1960","New York","360","Cayuga","0110","Cayuga",72555
"G3600130","1960","New York","360","Chautauqua","0130","Chautauqua",143906
"G3600150","1960","New York","360","Chemung","0150","Chemung",96069
"G3600170","1960","New York","360","Chenango","0170","Chenango",43005
"G3600190","1960","New York","360","Clinton","0190","Clinton",69962
"G3600210","1960","New York","360","Columbia","0210","Columbia",45777
"G3600230","1960","New York","360","Cortland","0230","Cortland",41022
"G3600250","1960","New York","360","Delaware","0250","Delaware",43341
"G3600270","1960","New York","360","Dutchess","0270","Dutchess",165748
"G3600290","1960","New York","360","Erie","0290","Erie",985443
"G3600310","1960","New York","360","Essex","0310","Essex",35138
"G3600330","1960","New York","360","Franklin","0330","Franklin",42958
"G3600350","1960","New York","360","Fulton","0350","Fulton",50947
"G3600370","1960","New York","360","Genesee","0370","Genesee",52753
"G3600390","1960","New York","360","Greene","0390","Greene",30455
"G3600410","1960","New York","360","Hamilton","0410","Hamilton",4263
"G3600430","1960","New York","360","Herkimer","0430","Herkimer",66222
"G3600450","1960","New York","360","Jefferson","0450","Jefferson",87483
"G3600470","1960","New York","360","Kings","0470","Kings",2245859
"G3600490","1960","New York","360","Lewis","0490","Lewis",23230
"G3600510","1960","New York","360","Livingston","0510","Livingston",43135
"G3600530","1960","New York","360","Madison","0530","Madison",54246
"G3600550","1960","New York","360","Monroe","0550","Monroe",561320
"G3600570","1960","New York","360","Montgomery","0570","Montgomery",56989
"G3600590","1960","New York","360","Nassau","0590","Nassau",1258039
"G3600610","1960","New York","360","New York","0610","New York",1271822
"G3600630","1960","New York","360","Niagara","0630","Niagara",232277
"G3600650","1960","New York","360","Oneida","0650","Oneida",259317
"G3600670","1960","New York","360","Onondaga","0670","Onondaga",408934
"G3600690","1960","New York","360","Ontario","0690","Ontario",67045
"G3600710","1960","New York","360","Orange","0710","Orange",173786
"G3600730","1960","New York","360","Orleans","0730","Orleans",32668
"G3600750","1960","New York","360","Oswego","0750","Oswego",85869
"G3600770","1960","New York","360","Otsego","0770","Otsego",51740
"G3600790","1960","New York","360","Putnam","0790","Putnam",31572
"G3600810","1960","New York","360","Queens","0810","Queens",1654959
"G3600830","1960","New York","360","Rensselaer","0830","Rensselaer",139962
"G3600850","1960","New York","360","Richmond","0850","Richmond",211738
"G3600870","1960","New York","360","Rockland","0870","Rockland",129651
"G3600890","1960","New York","360","St Lawrence","0890","St Lawrence",110923
"G3600910","1960","New York","360","Saratoga","0910","Saratoga",88210
"G3600930","1960","New York","360","Schenectady","0930","Schenectady",150538
"G3600950","1960","New York","360","Schoharie","0950","Schoharie",22527
"G3600970","1960","New York","360","Schuyler","0970","Schuyler",14934
"G3600990","1960","New York","360","Seneca","0990","Seneca",31609
"G3601010","1960","New York","360","Steuben","1010","Steuben",96872
"G3601030","1960","New York","360","Suffolk","1030","Suffolk",631997
"G3601050","1960","New York","360","Sullivan","1050","Sullivan",43258
"G3601070","1960","New York","360","Tioga","1070","Tioga",37588
"G3601090","1960","New York","360","Tompkins","1090","Tompkins",64491
"G3601110","1960","New York","360","Ulster","1110","Ulster",114622
"G3601130","1960","New York","360","Warren","1130","Warren",43802
"G3601150","1960","New York","360","Washington","1150","Washington",47916
"G3601170","1960","New York","360","Wayne","1170","Wayne",66440
"G3601190","1960","New York","360","Westchester","1190","Westchester",746406
"G3601210","1960","New York","360","Wyoming","1210","Wyoming",33962
"G3601230","1960","New York","360","Yates","1230","Yates",18480
"G3700010","1960","North Carolina","370","Alamance","0010","Alamance",70865
"G3700030","1960","North Carolina","370","Alexander","0030","Alexander",14558
"G3700050","1960","North Carolina","370","Alleghany","0050","Alleghany",7501
"G3700070","1960","North Carolina","370","Anson","0070","Anson",12989
"G3700090","1960","North Carolina","370","Ashe","0090","Ashe",19569
"G3700110","1960","North Carolina","370","Avery","0110","Avery",11854
"G3700130","1960","North Carolina","370","Beaufort","0130","Beaufort",22724
"G3700150","1960","North Carolina","370","Bertie","0150","Bertie",9897
"G3700170","1960","North Carolina","370","Bladen","0170","Bladen",16657
"G3700190","1960","North Carolina","370","Brunswick","0190","Brunswick",13103
"G3700210","1960","North Carolina","370","Buncombe","0210","Buncombe",115950
"G3700230","1960","North Carolina","370","Burke","0230","Burke",48968
"G3700250","1960","North Carolina","370","Cabarrus","0250","Cabarrus",57309
"G3700270","1960","North Carolina","370","Caldwell","0270","Caldwell",46040
"G3700290","1960","North Carolina","370","Camden","0290","Camden",3240
"G3700310","1960","North Carolina","370","Carteret","0310","Carteret",27107
"G3700330","1960","North Carolina","370","Caswell","0330","Caswell",10356
"G3700350","1960","North Carolina","370","Catawba","0350","Catawba",66378
"G3700370","1960","North Carolina","370","Chatham","0370","Chatham",18371
"G3700390","1960","North Carolina","370","Cherokee","0390","Cherokee",15951
"G3700410","1960","North Carolina","370","Chowan","0410","Chowan",6265
"G3700430","1960","North Carolina","370","Clay","0430","Clay",5476
"G3700450","1960","North Carolina","370","Cleveland","0450","Cleveland",51250
"G3700470","1960","North Carolina","370","Columbus","0470","Columbus",31858
"G3700490","1960","North Carolina","370","Craven","0490","Craven",41764
"G3700510","1960","North Carolina","370","Cumberland","0510","Cumberland",108911
"G3700530","1960","North Carolina","370","Currituck","0530","Currituck",4515
"G3700550","1960","North Carolina","370","Dare","0550","Dare",5529
"G3700570","1960","North Carolina","370","Davidson","0570","Davidson",70846
"G3700590","1960","North Carolina","370","Davie","0590","Davie",14657
"G3700610","1960","North Carolina","370","Duplin","0610","Duplin",25126
"G3700630","1960","North Carolina","370","Durham","0630","Durham",75965
"G3700650","1960","North Carolina","370","Edgecombe","0650","Edgecombe",26092
"G3700670","1960","North Carolina","370","Forsyth","0670","Forsyth",143660
"G3700690","1960","North Carolina","370","Franklin","0690","Franklin",15993
"G3700710","1960","North Carolina","370","Gaston","0710","Gaston",110446
"G3700730","1960","North Carolina","370","Gates","0730","Gates",4232
"G3700750","1960","North Carolina","370","Graham","0750","Graham",6176
"G3700770","1960","North Carolina","370","Granville","0770","Granville",18389
"G3700790","1960","North Carolina","370","Greene","0790","Greene",8317
"G3700810","1960","North Carolina","370","Guilford","0810","Guilford",194984
"G3700830","1960","North Carolina","370","Halifax","0830","Halifax",26492
"G3700850","1960","North Carolina","370","Harnett","0850","Harnett",34813
"G3700870","1960","North Carolina","370","Haywood","0870","Haywood",38817
"G3700890","1960","North Carolina","370","Henderson","0890","Henderson",34194
"G3700910","1960","North Carolina","370","Hertford","0910","Hertford",9318
"G3700930","1960","North Carolina","370","Hoke","0930","Hoke",6962
"G3700950","1960","North Carolina","370","Hyde","0950","Hyde",3330
"G3700970","1960","North Carolina","370","Iredell","0970","Iredell",51393
"G3700990","1960","North Carolina","370","Jackson","0990","Jackson",16040
"G3701010","1960","North Carolina","370","Johnston","1010","Johnston",48807
"G3701030","1960","North Carolina","370","Jones","1030","Jones",5832
"G3701050","1960","North Carolina","370","Lee","1050","Lee",20658
"G3701070","1960","North Carolina","370","Lenoir","1070","Lenoir",33404
"G3701090","1960","North Carolina","370","Lincoln","1090","Lincoln",25288
"G3701110","1960","North Carolina","370","McDowell","1110","Mcdowell",25366
"G3701130","1960","North Carolina","370","Macon","1130","Macon",14637
"G3701150","1960","North Carolina","370","Madison","1150","Madison",17094
"G3701170","1960","North Carolina","370","Martin","1170","Martin",13579
"G3701190","1960","North Carolina","370","Mecklenburg","1190","Mecklenburg",205164
"G3701210","1960","North Carolina","370","Mitchell","1210","Mitchell",13863
"G3701230","1960","North Carolina","370","Montgomery","1230","Montgomery",13820
"G3701250","1960","North Carolina","370","Moore","1250","Moore",26998
"G3701270","1960","North Carolina","370","Nash","1270","Nash",36722
"G3701290","1960","North Carolina","370","New Hanover","1290","New Hanover",51744
