GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G4804490","2006-2010",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Titus County, Texas",30995,24599,2922,226,250,0,2321,677,152,525,"Titus County, Texas",0,617,114,43,22,127,577,286,98,267
"G4804510","2006-2010",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tom Green County, Texas",108000,90309,4219,752,1160,96,9081,2383,1062,1321,"Tom Green County, Texas",0,1183,264,201,128,78,1142,417,339,300
"G4804530","2006-2010",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Travis County, Texas",979712,661587,83898,4600,57183,794,148936,22714,7081,15633,"Travis County, Texas",0,4173,894,724,718,115,4283,1753,844,1520
"G4804550","2006-2010",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, Texas",14451,12721,1546,6,102,0,34,42,31,11,"Trinity County, Texas",0,57,89,10,89,127,43,40,38,16
"G4804570","2006-2010",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, Texas",21472,17982,2962,53,57,0,125,293,0,293,"Tyler County, Texas",0,351,367,41,116,127,70,118,127,118
"G4804590","2006-2010",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, Texas",38685,33443,3382,273,299,28,745,515,40,475,"Upshur County, Texas",0,298,143,118,92,37,291,195,41,192
"G4804610","2006-2010",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upton County, Texas",3243,2848,155,17,0,0,91,132,85,47,"Upton County, Texas",0,169,45,28,127,127,55,190,135,55
"G4804630","2006-2010",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uvalde County, Texas",26285,22785,225,154,168,0,2673,280,159,121,"Uvalde County, Texas",0,619,139,149,78,127,592,165,120,120
"G4804650","2006-2010",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Val Verde County, Texas",48088,41943,772,83,353,9,4447,481,258,223,"Val Verde County, Texas",0,870,154,69,106,15,846,225,169,130
"G4804670","2006-2010",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Zandt County, Texas",52362,48973,1531,493,199,10,578,578,100,478,"Van Zandt County, Texas",0,255,78,102,19,17,208,147,78,128
"G4804690","2006-2010",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria County, Texas",85813,65261,5149,250,735,11,10450,3957,1536,2421,"Victoria County, Texas",0,1231,301,145,127,17,1055,669,397,557
"G4804710","2006-2010",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",66353,47114,14929,195,697,43,2427,948,122,826,"Walker County, Texas",0,672,330,117,27,56,672,341,94,313
"G4804730","2006-2010",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waller County, Texas",40831,27132,10094,510,294,0,1653,1148,259,889,"Waller County, Texas",0,716,287,396,40,127,550,383,203,310
"G4804750","2006-2010",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ward County, Texas",10505,8851,527,26,11,0,824,266,27,239,"Ward County, Texas",0,330,47,32,17,127,327,95,26,93
"G4804770","2006-2010",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Texas",32949,25388,5988,107,468,0,748,250,52,198,"Washington County, Texas",0,349,98,80,22,127,335,118,55,101
"G4804790","2006-2010",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webb County, Texas",240346,201697,936,810,1700,28,32483,2692,1988,704,"Webb County, Texas",0,2659,221,421,177,31,2438,586,564,251
"G4804810","2006-2010",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wharton County, Texas",41036,30426,5953,21,176,0,3852,608,208,400,"Wharton County, Texas",0,817,249,32,61,127,768,284,133,224
"G4804830","2006-2010",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Texas",5235,4549,200,45,69,0,268,104,16,88,"Wheeler County, Texas",0,168,90,53,21,127,122,47,19,45
"G4804850","2006-2010",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Texas",130976,104866,13947,1089,2881,106,5193,2894,702,2192,"Wichita County, Texas",0,786,246,212,171,85,663,424,217,399
"G4804870","2006-2010",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilbarger County, Texas",13637,11249,1274,79,50,0,779,206,61,145,"Wilbarger County, Texas",0,283,126,72,51,127,265,104,55,95
"G4804890","2006-2010",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Willacy County, Texas",21769,19332,403,41,58,0,1855,80,27,53,"Willacy County, Texas",0,590,79,43,95,127,554,53,31,39
"G4804910","2006-2010",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Texas",391715,314977,23641,1778,18113,215,21990,11001,2712,8289,"Williamson County, Texas",0,2031,746,372,507,113,1875,1055,594,870
"G4804930","2006-2010",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Texas",41264,34721,718,181,120,0,4724,800,177,623,"Wilson County, Texas",0,879,138,73,95,127,842,285,103,259
"G4804950","2006-2010",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winkler County, Texas",6933,6011,60,187,49,0,378,248,77,171,"Winkler County, Texas",0,213,63,148,74,127,148,135,84,113
"G4804970","2006-2010",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Texas",58054,53265,499,423,308,23,2368,1168,290,878,"Wise County, Texas",0,666,107,115,93,33,630,306,137,298
"G4804990","2006-2010",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Texas",41625,38011,1954,288,154,3,669,546,100,446,"Wood County, Texas",0,297,193,59,34,18,300,237,79,223
"G4805010","2006-2010",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoakum County, Texas",7706,6441,197,32,0,0,848,188,119,69,"Yoakum County, Texas",0,396,102,55,127,127,425,113,85,80
"G4805030","2006-2010",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Young County, Texas",18298,16551,229,126,0,0,904,488,151,337,"Young County, Texas",0,303,178,103,127,127,312,191,95,164
"G4805050","2006-2010",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zapata County, Texas",13609,11755,0,0,0,0,1854,0,0,0,"Zapata County, Texas",0,730,127,127,127,127,730,127,127,127
"G4805070","2006-2010",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zavala County, Texas",11658,7812,0,0,24,0,3640,182,138,44,"Zavala County, Texas",0,675,127,127,43,127,678,189,182,56
"G4900010","2006-2010",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver County, Utah",6431,6240,8,16,0,98,34,35,0,35,"Beaver County, Utah",0,146,13,26,119,131,31,54,119,54
"G4900030","2006-2010",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Elder County, Utah",48221,44658,133,282,462,48,1693,945,221,724,"Box Elder County, Utah",0,313,37,99,134,20,338,211,128,177
"G4900050","2006-2010",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cache County, Utah",107078,98583,612,797,1904,113,2533,2536,538,1998,"Cache County, Utah",0,547,97,135,143,54,502,372,230,360
"G4900070","2006-2010",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Utah",20765,18898,139,288,113,19,952,356,128,228,"Carbon County, Utah",0,251,84,121,102,31,245,144,99,99
"G4900090","2006-2010",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daggett County, Utah",839,788,0,3,9,0,28,11,0,11,"Daggett County, Utah",171,144,119,4,9,119,46,17,119,17
"G4900110","2006-2010",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Utah",294532,269769,3546,1609,4850,1644,6596,6518,900,5618,"Davis County, Utah",0,969,330,274,356,212,934,631,290,535
"G4900130","2006-2010",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duchesne County, Utah",17408,15847,17,976,101,45,182,240,72,168,"Duchesne County, Utah",0,136,26,108,19,54,85,115,72,85
"G4900150","2006-2010",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emery County, Utah",10728,10118,17,143,44,0,299,107,21,86,"Emery County, Utah",0,126,20,50,11,119,145,71,22,70
"G4900170","2006-2010",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Utah",4958,4654,0,206,24,25,13,36,21,15,"Garfield County, Utah",0,75,119,110,16,37,24,32,24,16
"G4900190","2006-2010",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Utah",8987,8172,15,516,27,0,149,108,22,86,"Grand County, Utah",0,168,23,88,31,119,160,87,25,76
"G4900210","2006-2010",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Utah",44439,41505,84,1147,259,140,532,772,72,700,"Iron County, Utah",0,321,85,184,105,53,302,230,75,216
"G4900230","2006-2010",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juab County, Utah",9855,9512,47,62,6,102,57,69,0,69,"Juab County, Utah",0,51,53,48,10,90,66,56,119,56
"G4900250","2006-2010",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Utah",6893,6629,1,147,0,38,40,38,8,30,"Kane County, Utah",0,35,4,54,119,38,37,48,13,46
"G4900270","2006-2010",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millard County, Utah",12189,11620,58,141,137,0,116,117,26,91,"Millard County, Utah",0,79,43,92,118,119,69,76,24,70
"G4900290","2006-2010",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Utah",9013,8865,0,7,29,0,9,103,0,103,"Morgan County, Utah",0,20,119,13,24,119,20,24,119,24
"G4900310","2006-2010",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piute County, Utah",1661,1560,34,21,0,0,40,6,0,6,"Piute County, Utah",171,148,55,28,119,119,51,8,119,8
"G4900330","2006-2010",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rich County, Utah",2181,2152,1,5,0,0,3,20,0,20,"Rich County, Utah",0,39,7,8,119,119,6,34,119,34
"G4900350","2006-2010",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salt Lake County, Utah",1000155,865890,14787,7967,32515,15729,40714,22553,4205,18348,"Salt Lake County, Utah",0,2780,882,580,753,458,2634,1556,599,1429
"G4900370","2006-2010",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Utah",14299,6805,0,7032,61,31,54,316,15,301,"San Juan County, Utah",0,103,119,175,54,39,52,136,27,145
"G4900390","2006-2010",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanpete County, Utah",26651,24824,288,248,134,149,747,261,43,218,"Sanpete County, Utah",0,242,39,101,73,109,238,96,50,81
"G4900410","2006-2010",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Utah",20438,19503,31,398,48,20,259,179,84,95,"Sevier County, Utah",0,177,35,340,138,67,135,152,72,136
"G4900430","2006-2010",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Utah",35295,33455,144,26,610,51,693,316,126,190,"Summit County, Utah",0,354,62,32,130,71,346,148,82,126
"G4900450","2006-2010",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",55398,52042,466,620,353,87,761,1069,241,828,"Tooele County, Utah",0,392,92,172,55,60,296,301,238,170
"G4900470","2006-2010",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uintah County, Utah",30991,26485,20,2085,288,460,907,746,200,546,"Uintah County, Utah",0,250,34,352,89,244,360,235,131,203
"G4900490","2006-2010",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utah County, Utah",486067,442150,2593,2939,6787,3424,17056,11118,1809,9309,"Utah County, Utah",0,1444,302,421,469,455,1452,899,326,810
"G4900510","2006-2010",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wasatch County, Utah",22176,21135,108,73,125,13,236,486,68,418,"Wasatch County, Utah",0,247,34,52,50,20,134,175,100,151
"G4900530","2006-2010",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Utah",134033,123151,613,1557,1130,1176,4398,2008,515,1493,"Washington County, Utah",0,728,169,228,129,153,750,425,253,314
"G4900550","2006-2010",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Utah",2706,2664,10,5,0,0,20,7,1,6,"Wayne County, Utah",0,47,20,19,119,119,30,8,2,8
"G4900570","2006-2010",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weber County, Utah",222849,198202,3258,1515,3030,532,11804,4508,1062,3446,"Weber County, Utah",0,1366,295,280,315,131,1407,637,420,502
"G5000010","2006-2010",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Addison County, Vermont",36841,35253,338,97,465,14,219,455,24,431,"Addison County, Vermont",0,103,43,38,60,17,105,84,18,84
"G5000030","2006-2010",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennington County, Vermont",37122,36018,183,26,220,4,37,634,60,574,"Bennington County, Vermont",0,57,72,18,83,7,26,107,40,108
"G5000050","2006-2010",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caledonia County, Vermont",31214,30194,283,121,213,12,40,351,3,348,"Caledonia County, Vermont",0,48,66,69,48,14,35,100,5,100
"G5000070","2006-2010",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chittenden County, Vermont",154729,143807,2571,482,4269,6,774,2820,131,2689,"Chittenden County, Vermont",0,311,221,136,226,10,304,377,80,389
"G5000090","2006-2010",,,"Vermont","50","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, Vermont",6359,6178,43,22,22,0,4,90,8,82,"Essex County, Vermont",0,32,7,19,5,93,6,31,10,30
"G5000110","2006-2010",,,"Vermont","50","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Vermont",47547,45527,222,432,224,0,230,912,0,912,"Franklin County, Vermont",0,140,48,148,36,93,140,154,93,154
"G5000130","2006-2010",,,"Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Isle County, Vermont",7105,6812,20,49,13,0,8,203,0,203,"Grand Isle County, Vermont",0,24,15,35,13,93,14,46,93,46
"G5000150","2006-2010",,,"Vermont","50","Lamoille County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamoille County, Vermont",24040,23306,144,47,140,0,31,372,39,333,"Lamoille County, Vermont",0,61,35,24,26,93,26,62,37,59
"G5000170","2006-2010",,,"Vermont","50","Orange County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Vermont",29059,28269,82,22,143,1,94,448,26,422,"Orange County, Vermont",0,64,31,17,15,2,51,49,25,39
"G5000190","2006-2010",,,"Vermont","50","Orleans County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, Vermont",27256,26403,188,73,111,9,104,368,3,365,"Orleans County, Vermont",0,40,31,39,46,12,39,60,4,60
"G5000210","2006-2010",,,"Vermont","50","Rutland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutland County, Vermont",62278,60580,297,97,306,0,240,758,68,690,"Rutland County, Vermont",0,199,64,52,65,93,203,112,48,103
"G5000230","2006-2010",,,"Vermont","50","Washington County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Vermont",59379,57205,443,104,458,25,110,1034,111,923,"Washington County, Vermont",0,99,136,57,85,30,65,174,83,157
"G5000250","2006-2010",,,"Vermont","50","Windham County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Vermont",44438,42503,388,104,396,11,158,878,49,829,"Windham County, Vermont",0,137,106,55,70,14,79,157,45,145
"G5000270","2006-2010",,,"Vermont","50","Windsor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windsor County, Vermont",56891,54892,292,156,416,5,314,816,26,790,"Windsor County, Vermont",0,152,73,61,104,8,158,147,37,142
"G5100010","2006-2010",,,"Virginia","51","Accomack County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accomack County, Virginia",34066,22639,9729,30,166,0,702,800,73,727,"Accomack County, Virginia",0,394,84,32,44,127,450,320,118,288
"G5100030","2006-2010",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",96633,79493,9563,168,4146,28,1164,2071,263,1808,"Albemarle County, Virginia",0,509,328,140,223,43,484,421,134,400
"G5100050","2006-2010",,,"Virginia","51","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, Virginia",16406,15250,979,3,81,0,18,75,0,75,"Alleghany County, Virginia",0,75,113,5,70,127,28,49,127,49
"G5100070","2006-2010",,,"Virginia","51","Amelia County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amelia County, Virginia",12517,9228,2954,31,47,18,125,114,35,79,"Amelia County, Virginia",0,152,212,38,53,28,112,113,59,78
"G5100090","2006-2010",,,"Virginia","51","Amherst County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amherst County, Virginia",32315,24762,6201,301,149,0,310,592,87,505,"Amherst County, Virginia",0,323,162,85,51,127,295,241,132,171
"G5100110","2006-2010",,,"Virginia","51","Appomattox County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appomattox County, Virginia",14653,11218,3246,0,34,0,44,111,0,111,"Appomattox County, Virginia",0,89,116,127,36,127,69,88,127,88
"G5100130","2006-2010",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",197467,138579,16871,700,18768,158,15100,7291,2363,4928,"Arlington County, Virginia",0,1100,372,196,475,106,1219,907,545,656
"G5100150","2006-2010",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta County, Virginia",73201,68437,3077,140,334,37,619,557,91,466,"Augusta County, Virginia",0,323,100,83,120,49,328,211,119,175
"G5100170","2006-2010",,,"Virginia","51","Bath County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Virginia",4779,4573,172,0,34,0,0,0,0,0,"Bath County, Virginia",0,137,124,127,58,127,127,127,127,127
"G5100190","2006-2010",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Virginia",67697,62054,3798,137,604,10,258,836,73,763,"Bedford County, Virginia",0,176,201,68,79,15,146,211,63,212
"G5100210","2006-2010",,,"Virginia","51","Bland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bland County, Virginia",6873,6558,198,0,94,0,7,16,0,16,"Bland County, Virginia",0,130,59,127,111,127,12,24,127,24
"G5100230","2006-2010",,,"Virginia","51","Botetourt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Botetourt County, Virginia",32867,31137,1246,38,179,0,94,173,17,156,"Botetourt County, Virginia",0,100,116,46,71,127,62,94,24,92
"G5100250","2006-2010",,,"Virginia","51","Brunswick County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, Virginia",17707,7130,10412,0,28,0,42,95,0,95,"Brunswick County, Virginia",0,30,114,127,35,127,58,72,127,72
"G5100270","2006-2010",,,"Virginia","51","Buchanan County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Virginia",24459,23576,492,211,151,0,16,13,0,13,"Buchanan County, Virginia",0,49,159,162,103,127,27,34,127,34
"G5100290","2006-2010",,,"Virginia","51","Buckingham County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buckingham County, Virginia",16874,10312,6278,53,33,0,82,116,11,105,"Buckingham County, Virginia",0,26,172,80,46,127,102,98,19,96
"G5100310","2006-2010",,,"Virginia","51","Campbell County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Virginia",54174,45020,7593,118,385,0,120,938,7,931,"Campbell County, Virginia",0,110,218,61,96,127,123,236,11,237
"G5100330","2006-2010",,,"Virginia","51","Caroline County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline County, Virginia",27844,18535,8129,122,127,28,165,738,17,721,"Caroline County, Virginia",0,134,180,35,59,35,109,209,30,209
"G5100350","2006-2010",,,"Virginia","51","Carroll County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Virginia",29985,29213,361,36,32,0,29,314,0,314,"Carroll County, Virginia",0,229,269,59,55,127,64,252,127,252
"G5100360","2006-2010",,,"Virginia","51","Charles City County","036",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles City County, Virginia",7205,3021,3583,440,13,0,0,148,0,148,"Charles City County, Virginia",0,42,73,55,19,127,127,66,127,66
"G5100370","2006-2010",,,"Virginia","51","Charlotte County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte County, Virginia",12644,8423,4039,72,0,0,47,63,0,63,"Charlotte County, Virginia",0,23,123,73,127,127,77,62,127,62
"G5100410","2006-2010",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, Virginia",308633,220767,65995,1059,10332,179,4565,5736,608,5128,"Chesterfield County, Virginia",0,850,678,230,313,110,631,755,203,717
"G5100430","2006-2010",,,"Virginia","51","Clarke County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Virginia",14013,12661,735,32,114,0,232,239,0,239,"Clarke County, Virginia",0,113,119,41,45,127,113,118,127,118
"G5100450","2006-2010",,,"Virginia","51","Craig County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craig County, Virginia",5173,5079,35,0,4,0,0,55,0,55,"Craig County, Virginia",0,100,54,127,9,127,127,54,127,54
"G5100470","2006-2010",,,"Virginia","51","Culpeper County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Culpeper County, Virginia",45749,34952,7364,83,583,0,1509,1258,305,953,"Culpeper County, Virginia",0,382,259,65,101,127,416,304,169,237
"G5100490","2006-2010",,,"Virginia","51","Cumberland County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Virginia",9855,6369,3254,12,0,23,14,183,22,161,"Cumberland County, Virginia",0,230,256,22,127,33,23,134,28,129
"G5100510","2006-2010",,,"Virginia","51","Dickenson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickenson County, Virginia",15966,15742,71,11,4,0,0,138,0,138,"Dickenson County, Virginia",0,29,46,17,8,127,127,53,127,53
"G5100530","2006-2010",,,"Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dinwiddie County, Virginia",27449,17976,8962,86,155,0,32,238,23,215,"Dinwiddie County, Virginia",0,62,109,66,21,127,33,121,81,91
"G5100570","2006-2010",,,"Virginia","51","Essex County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, Virginia",10901,6390,4202,87,20,34,0,168,6,162,"Essex County, Virginia",0,67,81,54,32,60,127,96,11,96
"G5100590","2006-2010",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfax County, Virginia",1048554,680404,94957,5123,181897,818,52000,33355,6762,26593,"Fairfax County, Virginia",0,3057,1025,1157,1198,93,2964,1809,1102,1555
