GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G4802250","2006-2010",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",23642,15489,6092,54,92,0,1481,434,0,434,"Houston County, Texas",0,391,413,55,93,127,411,390,127,390
"G4802270","2006-2010",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",34285,23143,1776,188,262,10,7055,1851,1119,732,"Howard County, Texas",0,555,117,94,78,15,669,463,422,186
"G4802290","2006-2010",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",3441,3179,24,12,32,0,190,4,4,0,"Hudspeth County, Texas",0,139,27,18,32,127,117,6,6,127
"G4802310","2006-2010",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",84836,70685,7387,424,896,74,3984,1386,194,1192,"Hunt County, Texas",0,756,201,129,47,104,726,260,98,226
"G4802330","2006-2010",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",22094,18778,547,285,92,9,1782,601,95,506,"Hutchinson County, Texas",0,391,142,69,26,16,380,142,56,130
"G4802350","2006-2010",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",1673,1467,73,0,5,0,120,8,0,8,"Irion County, Texas",235,203,66,127,10,127,101,14,127,14
"G4802370","2006-2010",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",9072,8199,367,28,46,0,335,97,0,97,"Jack County, Texas",0,201,61,28,48,127,201,57,127,57
"G4802390","2006-2010",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",13987,9988,1143,13,0,0,2481,362,180,182,"Jackson County, Texas",0,352,170,20,127,127,321,124,113,55
"G4802410","2006-2010",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",35248,28286,5832,155,227,41,269,438,31,407,"Jasper County, Texas",0,141,164,71,127,48,116,172,32,166
"G4802430","2006-2010",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",2340,2166,0,15,16,6,113,24,0,24,"Jeff Davis County, Texas",31,98,127,15,19,12,63,40,127,40
"G4802450","2006-2010",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",249349,133579,84557,927,8269,147,17648,4222,1172,3050,"Jefferson County, Texas",0,1303,584,186,251,14,1359,694,374,592
"G4802470","2006-2010",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",5211,4152,1,160,0,0,862,36,36,0,"Jim Hogg County, Texas",0,478,127,128,127,127,421,65,65,127
"G4802490","2006-2010",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",40631,36451,307,104,172,0,3094,503,337,166,"Jim Wells County, Texas",0,658,121,86,40,127,609,215,194,99
"G4802510","2006-2010",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",147611,134838,3973,1066,990,291,4057,2396,701,1695,"Johnson County, Texas",0,870,186,278,147,206,876,437,232,371
"G4802530","2006-2010",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",20157,14723,2405,111,76,0,2628,214,68,146,"Jones County, Texas",0,384,76,58,46,127,377,82,36,73
"G4802550","2006-2010",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",14880,9882,1528,55,62,35,3207,111,63,48,"Karnes County, Texas",0,804,97,55,86,57,808,72,57,40
"G4802570","2006-2010",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",98402,81731,10180,424,722,50,3248,2047,526,1521,"Kaufman County, Texas",0,764,257,134,156,57,688,415,292,297
"G4802590","2006-2010",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",31515,29823,323,17,229,0,800,323,49,274,"Kendall County, Texas",0,311,178,29,47,127,299,186,54,172
"G4802610","2006-2010",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",241,235,6,0,0,0,0,0,0,0,"Kenedy County, Texas",85,87,9,127,127,127,127,127,127,127
"G4802630","2006-2010",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",772,735,3,4,0,0,26,4,0,4,"Kent County, Texas",103,103,5,6,127,127,17,5,127,5
"G4802650","2006-2010",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",48826,44854,937,250,490,31,1316,948,172,776,"Kerr County, Texas",0,451,180,105,142,50,355,343,93,334
"G4802670","2006-2010",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",4568,4268,13,4,147,0,125,11,4,7,"Kimble County, Texas",0,183,22,7,146,127,97,13,7,11
"G4802690","2006-2010",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",219,179,0,0,8,0,22,10,0,10,"King County, Texas",72,60,127,127,11,127,17,15,127,15
"G4802710","2006-2010",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",3555,3327,53,28,20,0,100,27,22,5,"Kinney County, Texas",236,244,52,35,33,127,76,36,37,9
"G4802730","2006-2010",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",31611,26436,1251,311,727,13,2520,353,146,207,"Kleberg County, Texas",0,659,87,211,55,22,614,147,103,121
"G4802750","2006-2010",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",3708,2855,318,7,0,0,494,34,16,18,"Knox County, Texas",0,95,14,11,127,127,97,21,14,16
"G4802770","2006-2010",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",49536,40390,6464,583,266,100,701,1032,46,986,"Lamar County, Texas",0,319,207,142,75,122,318,261,46,261
"G4802790","2006-2010",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",14092,12434,675,63,15,0,674,231,58,173,"Lamb County, Texas",0,232,91,60,21,127,208,102,60,82
"G4802810","2006-2010",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",19677,17376,795,201,182,3,735,385,123,262,"Lampasas County, Texas",0,247,216,65,214,29,234,307,76,289
"G4802830","2006-2010",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",6709,5608,175,76,76,0,671,103,43,60,"La Salle County, Texas",0,307,83,88,109,127,264,86,66,53
"G4802850","2006-2010",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",19217,15844,1409,0,24,0,1721,219,113,106,"Lavaca County, Texas",0,318,78,127,25,127,304,118,111,74
"G4802870","2006-2010",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",16499,13946,1844,41,0,0,414,254,11,243,"Lee County, Texas",0,260,106,20,127,127,257,91,14,90
"G4802890","2006-2010",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",16640,13691,1440,60,24,0,1374,51,10,41,"Leon County, Texas",0,244,52,44,35,127,241,39,18,37
"G4802910","2006-2010",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",74922,58995,8623,367,351,88,5487,1011,355,656,"Liberty County, Texas",0,731,173,130,51,151,765,313,261,173
"G4802930","2006-2010",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",23170,18026,4348,88,18,0,467,223,13,210,"Limestone County, Texas",0,334,155,63,28,127,304,162,21,153
"G4802950","2006-2010",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",3218,2561,26,64,54,13,432,68,21,47,"Lipscomb County, Texas",0,110,22,42,49,16,108,42,19,39
"G4802970","2006-2010",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",11507,10307,372,56,22,0,596,154,112,42,"Live Oak County, Texas",0,177,82,27,25,127,152,73,49,46
"G4802990","2006-2010",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",18992,18177,179,41,63,0,277,255,103,152,"Llano County, Texas",0,213,121,48,80,127,165,192,136,110
"G4803010","2006-2010",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",41,32,0,9,0,0,0,0,0,0,"Loving County, Texas",31,18,127,26,127,127,127,127,127,127
"G4803030","2006-2010",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",269932,213987,19354,1713,5300,208,22511,6859,2341,4518,"Lubbock County, Texas",0,1929,618,338,226,84,1850,818,505,614
"G4803050","2006-2010",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",5988,5274,79,61,54,0,421,99,8,91,"Lynn County, Texas",0,159,52,43,57,127,158,53,10,52
"G4803070","2006-2010",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",8220,7629,196,2,104,0,281,8,0,8,"McCulloch County, Texas",0,156,61,3,63,127,158,13,127,13
"G4803090","2006-2010",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",229587,176946,34010,1044,3204,19,10264,4100,1263,2837,"McLennan County, Texas",0,1352,414,353,245,21,1307,752,328,658
"G4803110","2006-2010",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",897,740,0,4,0,0,130,23,5,18,"McMullen County, Texas",206,196,127,8,127,127,146,24,8,22
"G4803130","2006-2010",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",13433,9650,2969,38,24,0,738,14,9,5,"Madison County, Texas",0,359,94,50,28,127,365,17,14,9
"G4803150","2006-2010",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",10771,7966,2495,66,89,13,45,97,17,80,"Marion County, Texas",0,47,167,70,98,21,33,76,22,72
"G4803170","2006-2010",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",4606,4146,122,31,17,0,199,91,0,91,"Martin County, Texas",0,245,145,43,32,127,140,91,127,91
"G4803190","2006-2010",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",3928,3829,13,13,0,0,32,41,18,23,"Mason County, Texas",0,78,20,16,127,127,42,48,28,38
"G4803210","2006-2010",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",36647,28501,4179,160,763,0,2412,632,135,497,"Matagorda County, Texas",0,742,185,58,36,127,725,235,126,204
"G4803230","2006-2010",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",52493,39217,79,883,98,0,11290,926,503,423,"Maverick County, Texas",0,1404,84,198,52,127,1395,344,232,268
"G4803250","2006-2010",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",45073,39259,1282,263,311,0,3295,663,375,288,"Medina County, Texas",0,658,227,136,48,127,557,225,178,117
"G4803270","2006-2010",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",2212,2132,0,0,0,0,67,13,0,13,"Menard County, Texas",0,56,127,127,127,127,52,17,127,17
"G4803290","2006-2010",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",132103,112453,8688,879,1646,0,6236,2201,760,1441,"Midland County, Texas",0,989,261,236,46,127,874,485,249,400
"G4803310","2006-2010",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milam County, Texas",24934,19731,2346,146,16,0,2160,535,103,432,"Milam County, Texas",0,513,139,64,27,127,506,180,105,149
"G4803330","2006-2010",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Texas",4887,4781,3,25,0,0,66,12,0,12,"Mills County, Texas",0,69,5,40,127,127,56,9,127,9
"G4803350","2006-2010",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Texas",9342,6109,1133,90,9,0,1637,364,267,97,"Mitchell County, Texas",0,323,82,72,16,127,285,134,124,56
"G4803370","2006-2010",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montague County, Texas",19789,18429,14,124,97,0,654,471,198,273,"Montague County, Texas",0,239,23,78,9,127,207,130,110,70
"G4803390","2006-2010",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Texas",427717,371543,17796,1527,8632,255,20278,7686,1749,5937,"Montgomery County, Texas",0,1813,515,370,366,73,1873,791,416,669
"G4803410","2006-2010",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Texas",21102,13613,234,153,1056,50,5299,697,202,495,"Moore County, Texas",0,676,47,57,157,64,735,290,138,254
"G4803430","2006-2010",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Texas",13077,9337,3003,5,9,0,315,408,76,332,"Morris County, Texas",0,146,77,8,18,127,147,103,58,85
"G4803450","2006-2010",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motley County, Texas",1123,1103,11,0,2,0,7,0,0,0,"Motley County, Texas",137,141,15,127,3,127,9,127,127,127
"G4803470","2006-2010",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",63141,48099,11427,271,664,13,1635,1032,215,817,"Nacogdoches County, Texas",0,666,216,92,81,20,610,333,144,300
"G4803490","2006-2010",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navarro County, Texas",47483,35112,7375,1064,279,0,3125,528,243,285,"Navarro County, Texas",0,703,156,582,44,127,637,174,141,98
"G4803510","2006-2010",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Texas",14389,10950,3055,0,60,115,193,16,0,16,"Newton County, Texas",0,137,213,127,71,144,137,28,127,28
"G4803530","2006-2010",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nolan County, Texas",14990,11433,691,122,0,54,2184,506,274,232,"Nolan County, Texas",0,477,160,76,127,81,453,199,127,126
"G4803550","2006-2010",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nueces County, Texas",334370,275184,13613,1210,5180,113,32229,6841,2542,4299,"Nueces County, Texas",0,2246,353,298,278,121,2122,897,518,691
"G4803570","2006-2010",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ochiltree County, Texas",9953,7584,61,100,17,0,1830,361,228,133,"Ochiltree County, Texas",0,442,78,88,31,127,410,121,124,85
"G4803590","2006-2010",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Texas",2020,1730,64,19,0,10,116,81,20,61,"Oldham County, Texas",0,85,41,24,127,15,69,45,27,42
"G4803610","2006-2010",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",82014,71875,6948,281,876,30,737,1267,216,1051,"Orange County, Texas",0,324,222,133,53,38,296,343,155,364
"G4803630","2006-2010",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Pinto County, Texas",27927,24166,738,136,213,0,2269,405,73,332,"Palo Pinto County, Texas",0,404,125,66,150,127,416,189,60,183
"G4803650","2006-2010",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Texas",23569,18113,3975,174,95,0,794,418,256,162,"Panola County, Texas",0,187,108,176,33,127,271,242,236,83
"G4803670","2006-2010",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",112158,103323,1794,737,544,9,3633,2118,397,1721,"Parker County, Texas",0,749,145,249,112,19,685,396,224,286
"G4803690","2006-2010",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parmer County, Texas",10098,9069,35,35,0,0,809,150,93,57,"Parmer County, Texas",0,248,26,39,127,127,223,82,72,30
"G4803710","2006-2010",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pecos County, Texas",15400,12872,743,42,130,0,1214,399,153,246,"Pecos County, Texas",0,518,174,41,110,127,389,239,146,176
"G4803730","2006-2010",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Texas",45590,37703,5155,610,244,0,1016,862,148,714,"Polk County, Texas",0,377,192,121,127,127,344,238,84,221
"G4803750","2006-2010",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Texas",120124,88231,12139,1012,4187,120,11000,3435,1630,1805,"Potter County, Texas",0,1477,285,205,319,145,1419,620,463,394
"G4803770","2006-2010",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio County, Texas",7703,5980,29,253,20,0,1381,40,12,28,"Presidio County, Texas",0,483,43,253,28,127,470,53,15,45
"G4803790","2006-2010",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rains County, Texas",10942,10175,285,59,36,0,247,140,0,140,"Rains County, Texas",0,146,87,45,51,127,146,67,127,67
"G4803810","2006-2010",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randall County, Texas",116811,104082,2487,721,1622,49,4978,2872,789,2083,"Randall County, Texas",0,866,209,194,95,18,741,428,247,353
"G4803830","2006-2010",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reagan County, Texas",3298,2971,195,0,0,0,125,7,0,7,"Reagan County, Texas",0,147,109,127,127,127,91,10,127,10
"G4803850","2006-2010",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Real County, Texas",3279,3151,0,4,6,0,88,30,18,12,"Real County, Texas",0,72,127,8,9,127,65,18,13,13
"G4803870","2006-2010",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River County, Texas",12987,10095,2196,89,47,20,262,278,58,220,"Red River County, Texas",0,205,142,32,54,32,146,111,65,86
"G4803890","2006-2010",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reeves County, Texas",13269,10659,492,212,29,0,1732,145,77,68,"Reeves County, Texas",0,645,227,231,23,127,507,83,56,69
"G4803910","2006-2010",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Refugio County, Texas",7434,6350,489,11,37,0,270,277,53,224,"Refugio County, Texas",0,180,75,19,37,127,110,153,50,136
"G4803930","2006-2010",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, Texas",877,868,0,0,6,0,0,3,0,3,"Roberts County, Texas",121,118,127,127,9,127,127,6,127,6
"G4803950","2006-2010",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Texas",16574,11625,3633,8,120,0,968,220,21,199,"Robertson County, Texas",0,315,56,23,9,127,312,47,24,40
"G4803970","2006-2010",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",73311,61475,3965,429,1726,406,4266,1044,188,856,"Rockwall County, Texas",0,823,221,222,150,199,840,277,116,233
"G4803990","2006-2010",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Runnels County, Texas",10492,9615,227,47,34,0,417,152,79,73,"Runnels County, Texas",0,219,173,83,56,127,185,152,102,111
"G4804010","2006-2010",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Texas",52016,40009,9551,164,174,8,1450,660,123,537,"Rusk County, Texas",0,495,106,82,82,15,458,168,96,140
"G4804030","2006-2010",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine County, Texas",10653,9604,946,13,0,0,38,52,0,52,"Sabine County, Texas",0,52,62,21,127,127,52,53,127,53
"G4804050","2006-2010",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Augustine County, Texas",8996,6513,2121,0,28,0,204,130,0,130,"San Augustine County, Texas",0,222,78,127,41,127,220,74,127,74
"G4804070","2006-2010",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jacinto County, Texas",25859,22014,2894,32,89,0,440,390,53,337,"San Jacinto County, Texas",0,278,110,58,114,127,283,104,70,80
"G4804090","2006-2010",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",66100,54183,1328,364,590,0,8433,1202,352,850,"San Patricio County, Texas",0,1081,85,210,77,127,1037,301,119,273
"G4804110","2006-2010",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Saba County, Texas",6023,5512,60,142,5,0,187,117,36,81,"San Saba County, Texas",0,217,57,146,9,127,160,77,30,71
"G4804130","2006-2010",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schleicher County, Texas",3343,2810,22,41,4,0,388,78,19,59,"Schleicher County, Texas",171,215,19,31,6,127,152,40,16,38
"G4804150","2006-2010",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scurry County, Texas",16579,11691,810,193,83,0,3403,399,253,146,"Scurry County, Texas",0,459,79,107,83,127,447,195,168,69
"G4804170","2006-2010",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shackelford County, Texas",3182,2939,63,6,5,0,139,30,0,30,"Shackelford County, Texas",146,174,33,8,11,127,79,25,127,25
"G4804190","2006-2010",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Texas",25423,19216,4644,32,7,0,1194,330,0,330,"Shelby County, Texas",0,552,250,38,16,127,518,131,127,131
"G4804210","2006-2010",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Texas",3000,2279,7,0,0,0,639,75,32,43,"Sherman County, Texas",0,143,11,127,127,127,139,57,27,49
"G4804230","2006-2010",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Texas",203393,149621,37019,867,1992,252,10469,3173,473,2700,"Smith County, Texas",0,1442,333,375,237,308,1362,487,201,439
"G4804250","2006-2010",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somervell County, Texas",8200,7058,84,23,0,0,940,95,0,95,"Somervell County, Texas",0,356,94,41,127,127,324,103,127,103
"G4804270","2006-2010",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starr County, Texas",59989,46874,33,204,143,0,12312,423,397,26,"Starr County, Texas",0,1690,37,143,157,127,1651,296,297,31
"G4804290","2006-2010",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Texas",9562,8259,261,25,78,0,854,85,26,59,"Stephens County, Texas",0,243,99,45,77,127,236,74,38,59
"G4804310","2006-2010",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling County, Texas",1160,1055,0,4,0,0,101,0,0,0,"Sterling County, Texas",147,138,127,5,127,127,69,127,127,127
"G4804330","2006-2010",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stonewall County, Texas",1434,1221,96,4,0,0,105,8,3,5,"Stonewall County, Texas",155,127,88,8,127,127,73,10,5,8
"G4804350","2006-2010",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton County, Texas",4257,3806,120,44,0,0,271,16,16,0,"Sutton County, Texas",0,201,140,80,127,127,166,21,21,127
"G4804370","2006-2010",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swisher County, Texas",7828,6335,458,80,78,17,591,269,101,168,"Swisher County, Texas",0,281,95,48,79,25,273,92,89,83
"G4804390","2006-2010",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarrant County, Texas",1743300,1192733,252715,8390,79497,3203,168701,38061,10029,28032,"Tarrant County, Texas",0,4867,1451,703,1036,269,4778,2162,1050,1829
"G4804410","2006-2010",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Texas",129477,104776,9546,699,1886,100,9235,3235,970,2265,"Taylor County, Texas",0,1136,506,177,185,72,1188,580,382,434
"G4804430","2006-2010",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Texas",850,773,0,0,75,0,2,0,0,0,"Terrell County, Texas",171,150,127,127,110,127,3,127,127,127
"G4804450","2006-2010",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terry County, Texas",12498,9993,695,6,27,9,1540,228,79,149,"Terry County, Texas",0,533,92,11,31,16,524,136,84,95
"G4804470","2006-2010",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Throckmorton County, Texas",1814,1749,0,0,17,0,29,19,0,19,"Throckmorton County, Texas",146,140,127,127,23,127,39,12,127,12
