GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A7L001
"G4500650","1920","South Carolina","450","McCormick","0650","Mccormick",16444
"G4500670","1920","South Carolina","450","Marion","0670","Marion",23721
"G4500690","1920","South Carolina","450","Marlboro","0690","Marlboro",33180
"G4500710","1920","South Carolina","450","Newberry","0710","Newberry",35552
"G4500730","1920","South Carolina","450","Oconee","0730","Oconee",30117
"G4500750","1920","South Carolina","450","Orangeburg","0750","Orangeburg",64907
"G4500770","1920","South Carolina","450","Pickens","0770","Pickens",28329
"G4500790","1920","South Carolina","450","Richland","0790","Richland",78122
"G4500810","1920","South Carolina","450","Saluda","0810","Saluda",22088
"G4500830","1920","South Carolina","450","Spartanburg","0830","Spartanburg",94265
"G4500850","1920","South Carolina","450","Sumter","0850","Sumter",43040
"G4500870","1920","South Carolina","450","Union","0870","Union",30372
"G4500890","1920","South Carolina","450","Williamsburg","0890","Williamsburg",38539
"G4500910","1920","South Carolina","450","York","0910","York",50536
"G4600010","1920","South Dakota","460","Armstrong","0010","Armstrong",
"G4600030","1920","South Dakota","460","Aurora","0030","Aurora",7246
"G4600050","1920","South Dakota","460","Beadle","0050","Beadle",19273
"G4600070","1920","South Dakota","460","Bennett","0070","Bennett",1924
"G4600090","1920","South Dakota","460","Bon Homme","0090","Bon Homme",11940
"G4600110","1920","South Dakota","460","Brookings","0110","Brookings",16119
"G4600130","1920","South Dakota","460","Brown","0130","Brown",29509
"G4600150","1920","South Dakota","460","Brule","0150","Brule",7141
"G4600170","1920","South Dakota","460","Buffalo","0170","Buffalo",1715
"G4600190","1920","South Dakota","460","Butte","0190","Butte",6819
"G4600210","1920","South Dakota","460","Campbell","0210","Campbell",5305
"G4600230","1920","South Dakota","460","Charles Mix","0230","Charles Mix",16256
"G4600250","1920","South Dakota","460","Clark","0250","Clark",11136
"G4600270","1920","South Dakota","460","Clay","0270","Clay",9654
"G4600290","1920","South Dakota","460","Codington","0290","Codington",16549
"G4600310","1920","South Dakota","460","Corson","0310","Corson",7249
"G4600330","1920","South Dakota","460","Custer","0330","Custer",3907
"G4600350","1920","South Dakota","460","Davison","0350","Davison",14139
"G4600370","1920","South Dakota","460","Day","0370","Day",15194
"G4600390","1920","South Dakota","460","Deuel","0390","Deuel",8759
"G4600410","1920","South Dakota","460","Dewey","0410","Dewey",4802
"G4600430","1920","South Dakota","460","Douglas","0430","Douglas",6993
"G4600450","1920","South Dakota","460","Edmunds","0450","Edmunds",8336
"G4600470","1920","South Dakota","460","Fall River","0470","Fall River",6985
"G4600490","1920","South Dakota","460","Faulk","0490","Faulk",6442
"G4600510","1920","South Dakota","460","Grant","0510","Grant",10880
"G4600530","1920","South Dakota","460","Gregory","0530","Gregory",12700
"G4600550","1920","South Dakota","460","Haakon","0550","Haakon",4596
"G4600570","1920","South Dakota","460","Hamlin","0570","Hamlin",8054
"G4600590","1920","South Dakota","460","Hand","0590","Hand",8778
"G4600610","1920","South Dakota","460","Hanson","0610","Hanson",6202
"G4600630","1920","South Dakota","460","Harding","0630","Harding",3953
"G4600650","1920","South Dakota","460","Hughes","0650","Hughes",5711
"G4600670","1920","South Dakota","460","Hutchinson","0670","Hutchinson",13475
"G4600690","1920","South Dakota","460","Hyde","0690","Hyde",3315
"G4600710","1920","South Dakota","460","Jackson","0710","Jackson",2472
"G4600730","1920","South Dakota","460","Jerauld","0730","Jerauld",6338
"G4600750","1920","South Dakota","460","Jones","0750","Jones",3004
"G4600770","1920","South Dakota","460","Kingsbury","0770","Kingsbury",12802
"G4600790","1920","South Dakota","460","Lake","0790","Lake",12257
"G4600810","1920","South Dakota","460","Lawrence","0810","Lawrence",13029
"G4600830","1920","South Dakota","460","Lincoln","0830","Lincoln",13893
"G4600850","1920","South Dakota","460","Lyman","0850","Lyman",6591
"G4600870","1920","South Dakota","460","McCook","0870","Mccook",9990
"G4600890","1920","South Dakota","460","McPherson","0890","Mcpherson",7705
"G4600910","1920","South Dakota","460","Marshall","0910","Marshall",9596
"G4600930","1920","South Dakota","460","Meade","0930","Meade",9367
"G4600950","1920","South Dakota","460","Mellette","0950","Mellette",3850
"G4600970","1920","South Dakota","460","Miner","0970","Miner",8560
"G4600990","1920","South Dakota","460","Minnehaha","0990","Minnehaha",42490
"G4601010","1920","South Dakota","460","Moody","1010","Moody",9742
"G4601030","1920","South Dakota","460","Pennington","1030","Pennington",12720
"G4601050","1920","South Dakota","460","Perkins","1050","Perkins",7993
"G4601070","1920","South Dakota","460","Potter","1070","Potter",4382
"G4601090","1920","South Dakota","460","Roberts","1090","Roberts",16514
"G4601110","1920","South Dakota","460","Sanborn","1110","Sanborn",7877
"G4601130","1920","South Dakota","460","Shannon","1130","Shannon",2003
"G4601150","1920","South Dakota","460","Spink","1150","Spink",15768
"G4601170","1920","South Dakota","460","Stanley","1170","Stanley",2908
"G4601190","1920","South Dakota","460","Sully","1190","Sully",2831
"G4601210","1920","South Dakota","460","Todd","1210","Todd",2784
"G4601230","1920","South Dakota","460","Tripp","1230","Tripp",11970
"G4601250","1920","South Dakota","460","Turner","1250","Turner",14871
"G4601270","1920","South Dakota","460","Union","1270","Union",11099
"G4601290","1920","South Dakota","460","Walworth","1290","Walworth",8447
"G4601310","1920","South Dakota","460","Washabaugh","1310","Washabaugh",1166
"G4601330","1920","South Dakota","460","Washington","1330","Washington",1521
"G4601350","1920","South Dakota","460","Yankton","1350","Yankton",15233
"G4601370","1920","South Dakota","460","Ziebach","1370","Ziebach",3718
"G4700010","1920","Tennessee","470","Anderson","0010","Anderson",18298
"G4700030","1920","Tennessee","470","Bedford","0030","Bedford",21737
"G4700050","1920","Tennessee","470","Benton","0050","Benton",12046
"G4700070","1920","Tennessee","470","Bledsoe","0070","Bledsoe",7218
"G4700090","1920","Tennessee","470","Blount","0090","Blount",28800
"G4700110","1920","Tennessee","470","Bradley","0110","Bradley",18652
"G4700130","1920","Tennessee","470","Campbell","0130","Campbell",28265
"G4700150","1920","Tennessee","470","Cannon","0150","Cannon",10241
"G4700170","1920","Tennessee","470","Carroll","0170","Carroll",24361
"G4700190","1920","Tennessee","470","Carter","0190","Carter",21488
"G4700210","1920","Tennessee","470","Cheatham","0210","Cheatham",10039
"G4700230","1920","Tennessee","470","Chester","0230","Chester",9669
"G4700250","1920","Tennessee","470","Claiborne","0250","Claiborne",23286
"G4700270","1920","Tennessee","470","Clay","0270","Clay",9193
"G4700290","1920","Tennessee","470","Cocke","0290","Cocke",20782
"G4700310","1920","Tennessee","470","Coffee","0310","Coffee",17344
"G4700330","1920","Tennessee","470","Crockett","0330","Crockett",17438
"G4700350","1920","Tennessee","470","Cumberland","0350","Cumberland",10094
"G4700370","1920","Tennessee","470","Davidson","0370","Davidson",167815
"G4700390","1920","Tennessee","470","Decatur","0390","Decatur",10198
"G4700410","1920","Tennessee","470","DeKalb","0410","De Kalb",15370
"G4700430","1920","Tennessee","470","Dickson","0430","Dickson",19342
"G4700450","1920","Tennessee","470","Dyer","0450","Dyer",29983
"G4700470","1920","Tennessee","470","Fayette","0470","Fayette",31499
"G4700490","1920","Tennessee","470","Fentress","0490","Fentress",10435
"G4700510","1920","Tennessee","470","Franklin","0510","Franklin",20641
"G4700530","1920","Tennessee","470","Gibson","0530","Gibson",43388
"G4700550","1920","Tennessee","470","Giles","0550","Giles",30948
"G4700570","1920","Tennessee","470","Grainger","0570","Grainger",13369
"G4700590","1920","Tennessee","470","Greene","0590","Greene",32824
"G4700610","1920","Tennessee","470","Grundy","0610","Grundy",9753
"G4700630","1920","Tennessee","470","Hamblen","0630","Hamblen",15056
"G4700650","1920","Tennessee","470","Hamilton","0650","Hamilton",115954
"G4700670","1920","Tennessee","470","Hancock","0670","Hancock",10454
"G4700690","1920","Tennessee","470","Hardeman","0690","Hardeman",22278
"G4700710","1920","Tennessee","470","Hardin","0710","Hardin",17291
"G4700730","1920","Tennessee","470","Hawkins","0730","Hawkins",22918
"G4700750","1920","Tennessee","470","Haywood","0750","Haywood",25386
"G4700770","1920","Tennessee","470","Henderson","0770","Henderson",18436
"G4700790","1920","Tennessee","470","Henry","0790","Henry",27151
"G4700810","1920","Tennessee","470","Hickman","0810","Hickman",16216
"G4700830","1920","Tennessee","470","Houston","0830","Houston",6212
"G4700850","1920","Tennessee","470","Humphreys","0850","Humphreys",13482
"G4700870","1920","Tennessee","470","Jackson","0870","Jackson",14955
"G4700890","1920","Tennessee","470","Jefferson","0890","Jefferson",17677
"G4700910","1920","Tennessee","470","Johnson","0910","Johnson",12230
"G4700930","1920","Tennessee","470","Knox","0930","Knox",112926
"G4700950","1920","Tennessee","470","Lake","0950","Lake",9075
"G4700970","1920","Tennessee","470","Lauderdale","0970","Lauderdale",21494
"G4700990","1920","Tennessee","470","Lawrence","0990","Lawrence",23593
"G4701010","1920","Tennessee","470","Lewis","1010","Lewis",5707
"G4701030","1920","Tennessee","470","Lincoln","1030","Lincoln",25786
"G4701050","1920","Tennessee","470","Loudon","1050","Loudon",16275
"G4701070","1920","Tennessee","470","McMinn","1070","Mcminn",25133
"G4701090","1920","Tennessee","470","McNairy","1090","Mcnairy",18350
"G4701110","1920","Tennessee","470","Macon","1110","Macon",14922
"G4701130","1920","Tennessee","470","Madison","1130","Madison",43824
"G4701150","1920","Tennessee","470","Marion","1150","Marion",17402
"G4701170","1920","Tennessee","470","Marshall","1170","Marshall",17375
"G4701190","1920","Tennessee","470","Maury","1190","Maury",35403
"G4701210","1920","Tennessee","470","Meigs","1210","Meigs",6077
"G4701230","1920","Tennessee","470","Monroe","1230","Monroe",22060
"G4701250","1920","Tennessee","470","Montgomery","1250","Montgomery",32265
"G4701270","1920","Tennessee","470","Moore","1270","Moore",4491
"G4701290","1920","Tennessee","470","Morgan","1290","Morgan",13285
"G4701310","1920","Tennessee","470","Obion","1310","Obion",28393
"G4701330","1920","Tennessee","470","Overton","1330","Overton",17617
"G4701350","1920","Tennessee","470","Perry","1350","Perry",7765
"G4701370","1920","Tennessee","470","Pickett","1370","Pickett",5205
"G4701390","1920","Tennessee","470","Polk","1390","Polk",14243
"G4701410","1920","Tennessee","470","Putnam","1410","Putnam",22231
"G4701430","1920","Tennessee","470","Rhea","1430","Rhea",13812
"G4701450","1920","Tennessee","470","Roane","1450","Roane",24624
"G4701470","1920","Tennessee","470","Robertson","1470","Robertson",25621
"G4701490","1920","Tennessee","470","Rutherford","1490","Rutherford",33059
"G4701510","1920","Tennessee","470","Scott","1510","Scott",13411
"G4701530","1920","Tennessee","470","Sequatchie","1530","Sequatchie",3632
"G4701550","1920","Tennessee","470","Sevier","1550","Sevier",22384
"G4701570","1920","Tennessee","470","Shelby","1570","Shelby",223216
"G4701590","1920","Tennessee","470","Smith","1590","Smith",17134
"G4701610","1920","Tennessee","470","Stewart","1610","Stewart",14664
"G4701630","1920","Tennessee","470","Sullivan","1630","Sullivan",36259
"G4701650","1920","Tennessee","470","Sumner","1650","Sumner",27708
"G4701670","1920","Tennessee","470","Tipton","1670","Tipton",30258
"G4701690","1920","Tennessee","470","Trousdale","1690","Trousdale",5996
"G4701710","1920","Tennessee","470","Unicoi","1710","Unicoi",10120
"G4701730","1920","Tennessee","470","Union","1730","Union",11615
"G4701750","1920","Tennessee","470","Van Buren","1750","Van Buren",2624
"G4701770","1920","Tennessee","470","Warren","1770","Warren",17306
"G4701790","1920","Tennessee","470","Washington","1790","Washington",34052
"G4701810","1920","Tennessee","470","Wayne","1810","Wayne",12877
"G4701830","1920","Tennessee","470","Weakley","1830","Weakley",31053
"G4701850","1920","Tennessee","470","White","1850","White",15701
"G4701870","1920","Tennessee","470","Williamson","1870","Williamson",23409
"G4701890","1920","Tennessee","470","Wilson","1890","Wilson",26241
"G4800010","1920","Texas","480","Anderson","0010","Anderson",34318
"G4800030","1920","Texas","480","Andrews","0030","Andrews",350
"G4800050","1920","Texas","480","Angelina","0050","Angelina",22287
"G4800070","1920","Texas","480","Aransas","0070","Aransas",2064
"G4800090","1920","Texas","480","Archer","0090","Archer",5254
"G4800110","1920","Texas","480","Armstrong","0110","Armstrong",2816
"G4800130","1920","Texas","480","Atascosa","0130","Atascosa",12702
"G4800150","1920","Texas","480","Austin","0150","Austin",18874
"G4800170","1920","Texas","480","Bailey","0170","Bailey",517
"G4800190","1920","Texas","480","Bandera","0190","Bandera",4001
"G4800210","1920","Texas","480","Bastrop","0210","Bastrop",26649
"G4800230","1920","Texas","480","Baylor","0230","Baylor",7027
"G4800250","1920","Texas","480","Bee","0250","Bee",12137
"G4800270","1920","Texas","480","Bell","0270","Bell",46412
"G4800290","1920","Texas","480","Bexar","0290","Bexar",202096
"G4800310","1920","Texas","480","Blanco","0310","Blanco",4063
"G4800330","1920","Texas","480","Borden","0330","Borden",965
"G4800350","1920","Texas","480","Bosque","0350","Bosque",18032
"G4800370","1920","Texas","480","Bowie","0370","Bowie",39472
"G4800390","1920","Texas","480","Brazoria","0390","Brazoria",20614
"G4800410","1920","Texas","480","Brazos","0410","Brazos",21975
"G4800430","1920","Texas","480","Brewster","0430","Brewster",4822
"G4800450","1920","Texas","480","Briscoe","0450","Briscoe",2948
"G4800470","1920","Texas","480","Brooks","0470","Brooks",4560
"G4800490","1920","Texas","480","Brown","0490","Brown",21682
"G4800510","1920","Texas","480","Burleson","0510","Burleson",16855
"G4800530","1920","Texas","480","Burnet","0530","Burnet",9499
"G4800550","1920","Texas","480","Caldwell","0550","Caldwell",25160
"G4800570","1920","Texas","480","Calhoun","0570","Calhoun",4700
"G4800590","1920","Texas","480","Callahan","0590","Callahan",11844
"G4800610","1920","Texas","480","Cameron","0610","Cameron",36662
"G4800630","1920","Texas","480","Camp","0630","Camp",11103
"G4800650","1920","Texas","480","Carson","0650","Carson",3078
"G4800670","1920","Texas","480","Cass","0670","Cass",30041
"G4800690","1920","Texas","480","Castro","0690","Castro",1948
"G4800710","1920","Texas","480","Chambers","0710","Chambers",4162
"G4800730","1920","Texas","480","Cherokee","0730","Cherokee",37633
"G4800750","1920","Texas","480","Childress","0750","Childress",10933
"G4800770","1920","Texas","480","Clay","0770","Clay",16864
"G4800790","1920","Texas","480","Cochran","0790","Cochran",67
"G4800810","1920","Texas","480","Coke","0810","Coke",4557
"G4800830","1920","Texas","480","Coleman","0830","Coleman",18805
"G4800850","1920","Texas","480","Collin","0850","Collin",49609
"G4800870","1920","Texas","480","Collingsworth","0870","Collingsworth",9154
"G4800890","1920","Texas","480","Colorado","0890","Colorado",19013
"G4800910","1920","Texas","480","Comal","0910","Comal",8824
"G4800930","1920","Texas","480","Comanche","0930","Comanche",25748
"G4800950","1920","Texas","480","Concho","0950","Concho",5847
"G4800970","1920","Texas","480","Cooke","0970","Cooke",25667
"G4800990","1920","Texas","480","Coryell","0990","Coryell",20601
"G4801010","1920","Texas","480","Cottle","1010","Cottle",6901
"G4801030","1920","Texas","480","Crane","1030","Crane",37
"G4801050","1920","Texas","480","Crockett","1050","Crockett",1500
"G4801070","1920","Texas","480","Crosby","1070","Crosby",6084
"G4801090","1920","Texas","480","Culberson","1090","Culberson",912
"G4801110","1920","Texas","480","Dallam","1110","Dallam",4528
"G4801130","1920","Texas","480","Dallas","1130","Dallas",210551
"G4801150","1920","Texas","480","Dawson","1150","Dawson",4309
"G4801170","1920","Texas","480","Deaf Smith","1170","Deaf Smith",3747
"G4801190","1920","Texas","480","Delta","1190","Delta",15887
"G4801210","1920","Texas","480","Denton","1210","Denton",35355
"G4801230","1920","Texas","480","De Witt","1230","De Witt",27971
"G4801250","1920","Texas","480","Dickens","1250","Dickens",5876
"G4801270","1920","Texas","480","Dimmit","1270","Dimmit",5296
"G4801290","1920","Texas","480","Donley","1290","Donley",8035
"G4801310","1920","Texas","480","Duval","1310","Duval",8251
"G4801330","1920","Texas","480","Eastland","1330","Eastland",58505
"G4801350","1920","Texas","480","Ector","1350","Ector",760
"G4801370","1920","Texas","480","Edwards","1370","Edwards",2283
"G4801390","1920","Texas","480","Ellis","1390","Ellis",55700
"G4801410","1920","Texas","480","El Paso","1410","El Paso",101877
"G4801430","1920","Texas","480","Erath","1430","Erath",28385
"G4801450","1920","Texas","480","Falls","1450","Falls",36217
"G4801470","1920","Texas","480","Fannin","1470","Fannin",48186
"G4801490","1920","Texas","480","Fayette","1490","Fayette",29965
"G4801510","1920","Texas","480","Fisher","1510","Fisher",11009
"G4801530","1920","Texas","480","Floyd","1530","Floyd",9758
"G4801550","1920","Texas","480","Foard","1550","Foard",4747
"G4801570","1920","Texas","480","Fort Bend","1570","Fort Bend",22931
"G4801590","1920","Texas","480","Franklin","1590","Franklin",9304
"G4801610","1920","Texas","480","Freestone","1610","Freestone",23264
"G4801630","1920","Texas","480","Frio","1630","Frio",9296
"G4801650","1920","Texas","480","Gaines","1650","Gaines",1018
"G4801670","1920","Texas","480","Galveston","1670","Galveston",53150
"G4801690","1920","Texas","480","Garza","1690","Garza",4253
"G4801710","1920","Texas","480","Gillespie","1710","Gillespie",10015
"G4801730","1920","Texas","480","Glasscock","1730","Glasscock",555
"G4801750","1920","Texas","480","Goliad","1750","Goliad",9348
"G4801770","1920","Texas","480","Gonzales","1770","Gonzales",28438
"G4801790","1920","Texas","480","Gray","1790","Gray",4663
"G4801810","1920","Texas","480","Grayson","1810","Grayson",74165
"G4801830","1920","Texas","480","Gregg","1830","Gregg",16767
"G4801850","1920","Texas","480","Grimes","1850","Grimes",23101
"G4801870","1920","Texas","480","Guadalupe","1870","Guadalupe",27719
"G4801890","1920","Texas","480","Hale","1890","Hale",10104
"G4801910","1920","Texas","480","Hall","1910","Hall",11137
"G4801930","1920","Texas","480","Hamilton","1930","Hamilton",14676
"G4801950","1920","Texas","480","Hansford","1950","Hansford",1354
"G4801970","1920","Texas","480","Hardeman","1970","Hardeman",12487
"G4801990","1920","Texas","480","Hardin","1990","Hardin",15983
"G4802010","1920","Texas","480","Harris","2010","Harris",186667
"G4802030","1920","Texas","480","Harrison","2030","Harrison",43565
"G4802050","1920","Texas","480","Hartley","2050","Hartley",1109
"G4802070","1920","Texas","480","Haskell","2070","Haskell",14193
"G4802090","1920","Texas","480","Hays","2090","Hays",15920
"G4802110","1920","Texas","480","Hemphill","2110","Hemphill",4280
"G4802130","1920","Texas","480","Henderson","2130","Henderson",28327
"G4802150","1920","Texas","480","Hidalgo","2150","Hidalgo",38110
"G4802170","1920","Texas","480","Hill","2170","Hill",43332
"G4802190","1920","Texas","480","Hockley","2190","Hockley",137
"G4802210","1920","Texas","480","Hood","2210","Hood",8759
"G4802230","1920","Texas","480","Hopkins","2230","Hopkins",34791
"G4802250","1920","Texas","480","Houston","2250","Houston",28601
"G4802270","1920","Texas","480","Howard","2270","Howard",6962
"G4802290","1920","Texas","480","Hudspeth","2290","Hudspeth",962
"G4802310","1920","Texas","480","Hunt","2310","Hunt",50350
"G4802330","1920","Texas","480","Hutchinson","2330","Hutchinson",721
"G4802350","1920","Texas","480","Irion","2350","Irion",1610
"G4802370","1920","Texas","480","Jack","2370","Jack",9863
"G4802390","1920","Texas","480","Jackson","2390","Jackson",11244
"G4802410","1920","Texas","480","Jasper","2410","Jasper",15569
"G4802430","1920","Texas","480","Jeff Davis","2430","Jeff Davis",1445
"G4802450","1920","Texas","480","Jefferson","2450","Jefferson",73120
"G4802470","1920","Texas","480","Jim Hogg","2470","Jim Hogg",1914
"G4802490","1920","Texas","480","Jim Wells","2490","Jim Wells",6587
"G4802510","1920","Texas","480","Johnson","2510","Johnson",37286
"G4802530","1920","Texas","480","Jones","2530","Jones",22323
"G4802550","1920","Texas","480","Karnes","2550","Karnes",19049
"G4802570","1920","Texas","480","Kaufman","2570","Kaufman",41276
"G4802590","1920","Texas","480","Kendall","2590","Kendall",4779
"G4802630","1920","Texas","480","Kent","2630","Kent",3335
"G4802650","1920","Texas","480","Kerr","2650","Kerr",5842
"G4802670","1920","Texas","480","Kimble","2670","Kimble",3581
"G4802690","1920","Texas","480","King","2690","King",655
"G4802710","1920","Texas","480","Kinney","2710","Kinney",3746
"G4802730","1920","Texas","480","Kleberg","2730","Kleberg",7837
"G4802750","1920","Texas","480","Knox","2750","Knox",9240
"G4802770","1920","Texas","480","Lamar","2770","Lamar",55742
"G4802790","1920","Texas","480","Lamb","2790","Lamb",1175
"G4802810","1920","Texas","480","Lampasas","2810","Lampasas",8800
"G4802830","1920","Texas","480","La Salle","2830","La Salle",4821
"G4802850","1920","Texas","480","Lavaca","2850","Lavaca",28964
"G4802870","1920","Texas","480","Lee","2870","Lee",14014
"G4802890","1920","Texas","480","Leon","2890","Leon",18286
"G4802910","1920","Texas","480","Liberty","2910","Liberty",14637
"G4802930","1920","Texas","480","Limestone","2930","Limestone",33283
"G4802950","1920","Texas","480","Lipscomb","2950","Lipscomb",3684
"G4802970","1920","Texas","480","Live Oak","2970","Live Oak",4171
"G4802990","1920","Texas","480","Llano","2990","Llano",5360
"G4803010","1920","Texas","480","Loving","3010","Loving",82
"G4803030","1920","Texas","480","Lubbock","3030","Lubbock",11096
"G4803050","1920","Texas","480","Lynn","3050","Lynn",4751
"G4803070","1920","Texas","480","McCulloch","3070","Mcculloch",11020
"G4803090","1920","Texas","480","McLennan","3090","Mclennan",82921
"G4803110","1920","Texas","480","McMullen","3110","Mcmullen",952
"G4803130","1920","Texas","480","Madison","3130","Madison",11956
"G4803150","1920","Texas","480","Marion","3150","Marion",10886
"G4803170","1920","Texas","480","Martin","3170","Martin",1146
"G4803190","1920","Texas","480","Mason","3190","Mason",4824
"G4803210","1920","Texas","480","Matagorda","3210","Matagorda",16589
"G4803230","1920","Texas","480","Maverick","3230","Maverick",7418
"G4803250","1920","Texas","480","Medina","3250","Medina",11679
"G4803270","1920","Texas","480","Menard","3270","Menard",3162
"G4803290","1920","Texas","480","Midland","3290","Midland",2449
"G4803310","1920","Texas","480","Milam","3310","Milam",38104
"G4803330","1920","Texas","480","Mills","3330","Mills",9019
"G4803350","1920","Texas","480","Mitchell","3350","Mitchell",7527
"G4803370","1920","Texas","480","Montague","3370","Montague",22200
"G4803390","1920","Texas","480","Montgomery","3390","Montgomery",17334
"G4803410","1920","Texas","480","Moore","3410","Moore",571
"G4803430","1920","Texas","480","Morris","3430","Morris",10289
"G4803450","1920","Texas","480","Motley","3450","Motley",4107
"G4803470","1920","Texas","480","Nacogdoches","3470","Nacogdoches",28457
"G4803490","1920","Texas","480","Navarro","3490","Navarro",50624
"G4803510","1920","Texas","480","Newton","3510","Newton",12196
"G4803530","1920","Texas","480","Nolan","3530","Nolan",10868
"G4803550","1920","Texas","480","Nueces","3550","Nueces",22807
"G4803570","1920","Texas","480","Ochiltree","3570","Ochiltree",2331
"G4803590","1920","Texas","480","Oldham","3590","Oldham",709
"G4803610","1920","Texas","480","Orange","3610","Orange",15379
"G4803630","1920","Texas","480","Palo Pinto","3630","Palo Pinto",23431
"G4803650","1920","Texas","480","Panola","3650","Panola",21755
"G4803670","1920","Texas","480","Parker","3670","Parker",23382
"G4803690","1920","Texas","480","Parmer","3690","Parmer",1699
"G4803710","1920","Texas","480","Pecos","3710","Pecos",3857
"G4803730","1920","Texas","480","Polk","3730","Polk",16784
"G4803750","1920","Texas","480","Potter","3750","Potter",16710
"G4803770","1920","Texas","480","Presidio","3770","Presidio",12202
"G4803790","1920","Texas","480","Rains","3790","Rains",8099
"G4803810","1920","Texas","480","Randall","3810","Randall",3675
"G4803830","1920","Texas","480","Reagan","3830","Reagan",377
"G4803850","1920","Texas","480","Real","3850","Real",1461
"G4803870","1920","Texas","480","Red River","3870","Red River",35829
"G4803890","1920","Texas","480","Reeves","3890","Reeves",4457
"G4803910","1920","Texas","480","Refugio","3910","Refugio",4050
"G4803930","1920","Texas","480","Roberts","3930","Roberts",1469
"G4803950","1920","Texas","480","Robertson","3950","Robertson",27933
"G4803970","1920","Texas","480","Rockwall","3970","Rockwall",8591
"G4803990","1920","Texas","480","Runnels","3990","Runnels",17074
"G4804010","1920","Texas","480","Rusk","4010","Rusk",31689
"G4804030","1920","Texas","480","Sabine","4030","Sabine",12299
"G4804050","1920","Texas","480","San Augustine","4050","San Augustine",13737
"G4804070","1920","Texas","480","San Jacinto","4070","San Jacinto",9867
"G4804090","1920","Texas","480","San Patricio","4090","San Patricio",11386
"G4804110","1920","Texas","480","San Saba","4110","San Saba",10045
"G4804130","1920","Texas","480","Schleicher","4130","Schleicher",1851
"G4804150","1920","Texas","480","Scurry","4150","Scurry",9003
"G4804170","1920","Texas","480","Shackelford","4170","Shackelford",4960
"G4804190","1920","Texas","480","Shelby","4190","Shelby",27464
"G4804210","1920","Texas","480","Sherman","4210","Sherman",1473
"G4804230","1920","Texas","480","Smith","4230","Smith",46769
"G4804250","1920","Texas","480","Somervell","4250","Somervell",3563
"G4804270","1920","Texas","480","Starr","4270","Starr",11089
"G4804290","1920","Texas","480","Stephens","4290","Stephens",15403
"G4804310","1920","Texas","480","Sterling","4310","Sterling",1053
"G4804330","1920","Texas","480","Stonewall","4330","Stonewall",4086
"G4804350","1920","Texas","480","Sutton","4350","Sutton",1598
"G4804370","1920","Texas","480","Swisher","4370","Swisher",4388
"G4804390","1920","Texas","480","Tarrant","4390","Tarrant",152800
"G4804410","1920","Texas","480","Taylor","4410","Taylor",24081
"G4804430","1920","Texas","480","Terrell","4430","Terrell",1595
"G4804450","1920","Texas","480","Terry","4450","Terry",2236
"G4804470","1920","Texas","480","Throckmorton","4470","Throckmorton",3589
"G4804490","1920","Texas","480","Titus","4490","Titus",18128
"G4804510","1920","Texas","480","Tom Green","4510","Tom Green",15210
"G4804530","1920","Texas","480","Travis","4530","Travis",57616
"G4804550","1920","Texas","480","Trinity","4550","Trinity",13623
"G4804570","1920","Texas","480","Tyler","4570","Tyler",10415
"G4804590","1920","Texas","480","Upshur","4590","Upshur",22472
"G4804610","1920","Texas","480","Upton","4610","Upton",253
"G4804630","1920","Texas","480","Uvalde","4630","Uvalde",10769
"G4804650","1920","Texas","480","Val Verde","4650","Val Verde",12706
"G4804670","1920","Texas","480","Van Zandt","4670","Van Zandt",30784
"G4804690","1920","Texas","480","Victoria","4690","Victoria",18271
"G4804710","1920","Texas","480","Walker","4710","Walker",18556
"G4804730","1920","Texas","480","Waller","4730","Waller",10292
"G4804750","1920","Texas","480","Ward","4750","Ward",2615
"G4804770","1920","Texas","480","Washington","4770","Washington",26624
"G4804790","1920","Texas","480","Webb","4790","Webb",29152
"G4804810","1920","Texas","480","Wharton","4810","Wharton",24288
"G4804830","1920","Texas","480","Wheeler","4830","Wheeler",7397
"G4804850","1920","Texas","480","Wichita","4850","Wichita",72911
"G4804870","1920","Texas","480","Wilbarger","4870","Wilbarger",15112
"G4804890","1920","Texas","480","Willacy","4890","Willacy",1033
"G4804910","1920","Texas","480","Williamson","4910","Williamson",42934
"G4804930","1920","Texas","480","Wilson","4930","Wilson",17289
"G4804950","1920","Texas","480","Winkler","4950","Winkler",81
"G4804970","1920","Texas","480","Wise","4970","Wise",23363
"G4804990","1920","Texas","480","Wood","4990","Wood",27707
"G4805010","1920","Texas","480","Yoakum","5010","Yoakum",504
"G4805030","1920","Texas","480","Young","5030","Young",13379
"G4805050","1920","Texas","480","Zapata","5050","Zapata",2929
"G4805070","1920","Texas","480","Zavala","5070","Zavala",3108
"G4900010","1920","Utah","490","Beaver","0010","Beaver",5139
"G4900030","1920","Utah","490","Box Elder","0030","Box Elder",18788
"G4900050","1920","Utah","490","Cache","0050","Cache",26992
"G4900070","1920","Utah","490","Carbon","0070","Carbon",15489
"G4900090","1920","Utah","490","Daggett","0090","Daggett",400
"G4900110","1920","Utah","490","Davis","0110","Davis",11450
"G4900130","1920","Utah","490","Duchesne","0130","Duchesne",9093
"G4900150","1920","Utah","490","Emery","0150","Emery",7411
"G4900170","1920","Utah","490","Garfield","0170","Garfield",4768
