GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012
"G4801290","1890","Texas","480","Donley","1290","Donley",1056,40,0,0,4,0,0,0,0,0,0,1,0
"G4801310","1890","Texas","480","Duval","1310","Duval",7598,7,37,3,0,0,0,0,0,0,0,8,0
"G4801330","1890","Texas","480","Eastland","1330","Eastland",10373,25,18,1,0,0,0,0,0,0,1,0,0
"G4801350","1890","Texas","480","Ector","1350","Ector",224,1,0,0,0,0,0,0,0,0,0,0,0
"G4801370","1890","Texas","480","Edwards","1370","Edwards",1970,6,1,0,0,0,0,0,0,0,0,0,0
"G4801390","1890","Texas","480","Ellis","1390","Ellis",31774,3376,2539,1506,1,0,0,0,0,0,0,0,0
"G4801410","1890","Texas","480","El Paso","1410","El Paso",15678,377,47,306,225,0,0,0,0,0,80,200,136
"G4801415","1890","Texas","480","Encinal","1415","Encinal",2744,6,1,0,0,0,0,0,0,0,0,0,0
"G4801430","1890","Texas","480","Erath","1430","Erath",21594,723,257,89,0,0,0,0,0,0,2,0,0
"G4801450","1890","Texas","480","Falls","1450","Falls",20706,7961,6673,4681,0,0,0,0,0,0,0,2,25
"G4801470","1890","Texas","480","Fannin","1470","Fannin",38709,4241,3416,2484,6,0,0,0,0,0,3,4,2
"G4801490","1890","Texas","480","Fayette","1490","Fayette",31481,8446,8763,5901,1,0,0,0,0,0,3,66,9
"G4801510","1890","Texas","480","Fisher","1510","Fisher",2996,15,1,0,0,0,0,0,0,0,0,0,0
"G4801530","1890","Texas","480","Floyd","1530","Floyd",529,0,0,0,0,0,0,0,0,0,0,0,0
"G4801555","1890","Texas","480","Foley","1555","Foley",25,17,0,0,0,0,0,0,0,0,0,0,0
"G4801570","1890","Texas","480","Fort Bend","1570","Fort Bend",10586,8981,7508,5510,0,0,0,0,0,0,0,1,0
"G4801590","1890","Texas","480","Franklin","1590","Franklin",6481,819,614,0,0,0,0,0,0,0,1,0,0
"G4801610","1890","Texas","480","Freestone","1610","Freestone",15987,6675,6652,3368,0,0,0,0,0,0,1,0,0
"G4801630","1890","Texas","480","Frio","1630","Frio",3112,102,65,15,0,0,0,0,0,0,0,0,0
"G4801650","1890","Texas","480","Gaines","1650","Gaines",68,0,0,0,0,0,0,0,0,0,0,0,0
"G4801670","1890","Texas","480","Galveston","1670","Galveston",31476,7009,5651,3236,42,15,0,0,0,0,3,1,1
"G4801690","1890","Texas","480","Garza","1690","Garza",14,0,1,0,0,0,0,0,0,0,0,0,0
"G4801710","1890","Texas","480","Gillespie","1710","Gillespie",7056,108,132,77,0,0,0,0,0,0,1,0,0
"G4801730","1890","Texas","480","Glasscock","1730","Glasscock",208,0,0,0,0,0,0,0,0,0,0,0,0
"G4801750","1890","Texas","480","Goliad","1750","Goliad",5910,1644,1666,876,0,0,0,0,0,0,0,0,1
"G4801770","1890","Texas","480","Gonzales","1770","Gonzales",18016,5869,4861,3670,1,0,0,0,0,0,0,5,12
"G4801790","1890","Texas","480","Gray","1790","Gray",203,1,1,0,0,0,0,0,0,0,0,0,0
"G4801810","1890","Texas","480","Grayson","1810","Grayson",53211,6712,4548,2145,8,2,0,0,0,0,38,9,5
"G4801830","1890","Texas","480","Gregg","1830","Gregg",9402,5349,4711,0,0,0,0,0,0,0,1,2,0
"G4801850","1890","Texas","480","Grimes","1850","Grimes",21312,11664,10276,7921,0,0,0,0,0,0,0,4,3
"G4801870","1890","Texas","480","Guadalupe","1870","Guadalupe",15217,4415,3455,2534,0,0,0,0,0,0,3,0,0
"G4801890","1890","Texas","480","Hale","1890","Hale",721,3,0,0,0,0,0,0,0,0,0,0,0
"G4801910","1890","Texas","480","Hall","1910","Hall",703,1,1,0,0,0,0,0,0,0,0,0,0
"G4801930","1890","Texas","480","Hamilton","1930","Hamilton",9313,13,24,17,0,0,0,0,0,0,0,0,1
"G4801950","1890","Texas","480","Hansford","1950","Hansford",133,0,0,0,0,0,0,0,0,0,0,0,0
"G4801970","1890","Texas","480","Hardeman","1970","Hardeman",3904,21,1,0,3,0,0,0,0,0,0,0,0
"G4801990","1890","Texas","480","Hardin","1990","Hardin",3956,967,236,242,0,0,0,0,0,0,0,0,0
"G4802010","1890","Texas","480","Harris","2010","Harris",37249,13522,10816,6509,8,7,0,0,0,0,1,2,1
"G4802030","1890","Texas","480","Harrison","2030","Harrison",26721,18191,17196,8931,2,0,0,0,0,0,0,5,0
"G4802050","1890","Texas","480","Hartley","2050","Hartley",252,1,0,0,0,0,0,0,0,0,0,0,0
"G4802070","1890","Texas","480","Haskell","2070","Haskell",1665,6,2,0,0,0,0,0,0,0,0,0,0
"G4802090","1890","Texas","480","Hays","2090","Hays",11352,2171,1475,1217,5,0,0,0,0,0,24,4,0
"G4802110","1890","Texas","480","Hemphill","2110","Hemphill",519,9,3,0,2,0,0,0,0,0,0,0,0
"G4802130","1890","Texas","480","Henderson","2130","Henderson",12285,2988,2094,1654,0,0,0,0,0,0,4,0,0
"G4802150","1890","Texas","480","Hidalgo","2150","Hidalgo",6534,76,114,41,0,0,0,0,0,0,1,0,1
"G4802170","1890","Texas","480","Hill","2170","Hill",27583,2096,1298,806,2,0,0,0,0,0,0,0,0
"G4802190","1890","Texas","480","Hockley","2190","Hockley",0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802210","1890","Texas","480","Hood","2210","Hood",7614,274,198,97,1,0,11,0,0,0,0,0,0
"G4802230","1890","Texas","480","Hopkins","2230","Hopkins",20572,2838,2153,1620,1,0,0,0,0,0,7,2,1
"G4802250","1890","Texas","480","Houston","2250","Houston",19360,8467,7233,3542,0,0,0,0,0,0,1,4,0
"G4802270","1890","Texas","480","Howard","2270","Howard",1210,34,2,0,11,0,0,0,0,0,0,0,0
"G4802310","1890","Texas","480","Hunt","2310","Hunt",31885,2953,1211,1078,3,0,0,0,0,0,12,4,0
"G4802330","1890","Texas","480","Hutchinson","2330","Hutchinson",58,2,0,0,0,0,0,0,0,0,0,0,0
"G4802350","1890","Texas","480","Irion","2350","Irion",870,2,0,0,0,0,0,0,0,0,0,0,0
"G4802370","1890","Texas","480","Jack","2370","Jack",9740,97,118,72,0,0,1,0,0,0,0,0,1
"G4802390","1890","Texas","480","Jackson","2390","Jackson",3281,1822,1412,1164,0,0,0,0,0,0,0,1,0
"G4802410","1890","Texas","480","Jasper","2410","Jasper",5592,2378,2538,1759,0,0,0,0,0,0,0,0,0
"G4802430","1890","Texas","480","Jeff Davis","2430","Jeff Davis",1394,37,0,0,3,0,0,0,0,0,2,0,0
"G4802450","1890","Texas","480","Jefferson","2450","Jefferson",5857,2218,1199,498,0,0,0,0,0,0,1,0,0
"G4802510","1890","Texas","480","Johnson","2510","Johnson",22313,852,574,279,2,0,0,0,0,0,0,0,5
"G4802530","1890","Texas","480","Jones","2530","Jones",3797,7,4,0,0,0,0,0,0,0,0,0,0
"G4802550","1890","Texas","480","Karnes","2550","Karnes",3637,544,489,279,0,0,0,0,0,0,0,1,0
"G4802570","1890","Texas","480","Kaufman","2570","Kaufman",21598,3176,1974,838,4,3,0,0,0,0,0,0,2
"G4802590","1890","Texas","480","Kendall","2590","Kendall",3826,216,175,101,0,0,0,0,0,0,0,0,0
"G4802630","1890","Texas","480","Kent","2630","Kent",324,0,0,0,0,0,0,0,0,0,0,0,0
"G4802650","1890","Texas","480","Kerr","2650","Kerr",4462,106,92,90,1,0,0,0,0,0,0,1,0
"G4802670","1890","Texas","480","Kimble","2670","Kimble",2243,5,8,0,0,0,0,0,0,0,0,0,0
"G4802690","1890","Texas","480","King","2690","King",173,2,1,0,0,0,0,0,0,0,0,0,0
"G4802710","1890","Texas","480","Kinney","2710","Kinney",3781,253,475,418,0,0,0,0,0,0,1,6,1
"G4802750","1890","Texas","480","Knox","2750","Knox",1134,0,3,0,0,0,0,0,0,0,0,0,0
"G4802770","1890","Texas","480","Lamar","2770","Lamar",37302,9378,6729,4410,6,1,0,0,0,0,35,18,15
"G4802790","1890","Texas","480","Lamb","2790","Lamb",4,0,0,0,0,0,0,0,0,0,0,0,0
"G4802810","1890","Texas","480","Lampasas","2810","Lampasas",7584,262,172,86,2,0,0,0,0,0,0,1,0
"G4802830","1890","Texas","480","La Salle","2830","La Salle",2139,67,14,1,0,0,0,0,0,0,0,0,0
"G4802850","1890","Texas","480","Lavaca","2850","Lavaca",21887,4253,3420,2707,2,0,0,0,0,0,1,0,0
"G4802870","1890","Texas","480","Lee","2870","Lee",11952,3102,1956,0,0,0,0,0,0,0,0,0,0
"G4802890","1890","Texas","480","Leon","2890","Leon",13841,5377,5102,2708,0,0,0,0,0,0,0,8,0
"G4802910","1890","Texas","480","Liberty","2910","Liberty",4230,1715,2433,1975,0,0,0,0,0,0,3,1,24
"G4802930","1890","Texas","480","Limestone","2930","Limestone",21678,4459,3171,1919,0,0,10,0,0,0,2,0,0
"G4802950","1890","Texas","480","Lipscomb","2950","Lipscomb",632,0,2,0,0,0,0,0,0,0,0,0,0
"G4802970","1890","Texas","480","Live Oak","2970","Live Oak",2055,49,76,28,0,0,0,0,0,0,0,0,0
"G4802990","1890","Texas","480","Llano","2990","Llano",6772,52,66,18,0,0,0,0,0,0,1,0,0
"G4803010","1890","Texas","480","Loving","3010","Loving",3,0,0,0,0,0,0,0,0,0,0,0,0
"G4803030","1890","Texas","480","Lubbock","3030","Lubbock",33,2,0,0,0,0,0,0,0,0,0,0,0
"G4803050","1890","Texas","480","Lynn","3050","Lynn",24,0,0,0,0,0,0,0,0,0,0,0,0
"G4803070","1890","Texas","480","McCulloch","3070","Mcculloch",3217,12,22,2,0,0,0,0,0,0,0,0,0
"G4803090","1890","Texas","480","McLennan","3090","Mclennan",39204,10381,7643,4627,11,3,0,0,0,0,1,12,12
"G4803110","1890","Texas","480","McMullen","3110","Mcmullen",1038,44,47,12,0,0,0,0,0,0,0,0,0
"G4803130","1890","Texas","480","Madison","3130","Madison",8512,2070,1702,1470,0,0,0,0,0,0,3,0,0
"G4803150","1890","Texas","480","Marion","3150","Marion",10862,6989,7210,4362,0,1,0,0,0,0,12,13,0
"G4803170","1890","Texas","480","Martin","3170","Martin",264,0,0,0,0,0,0,0,0,0,0,0,0
"G4803190","1890","Texas","480","Mason","3190","Mason",5180,31,41,26,0,0,0,0,0,0,0,0,2
"G4803210","1890","Texas","480","Matagorda","3210","Matagorda",3985,2621,2524,2120,0,0,0,0,0,0,0,0,3
"G4803230","1890","Texas","480","Maverick","3230","Maverick",3698,142,94,281,9,0,0,0,0,0,0,0,0
"G4803250","1890","Texas","480","Medina","3250","Medina",5730,283,277,92,0,0,0,0,0,0,2,6,0
"G4803270","1890","Texas","480","Menard","3270","Menard",1215,23,37,372,0,0,0,0,0,0,0,0,0
"G4803290","1890","Texas","480","Midland","3290","Midland",1033,3,0,0,2,0,0,0,0,0,0,0,0
"G4803310","1890","Texas","480","Milam","3310","Milam",24773,6220,3934,2977,3,0,0,0,0,0,2,2,2
"G4803330","1890","Texas","480","Mills","3330","Mills",5493,57,0,0,0,0,0,0,0,0,0,0,0
"G4803350","1890","Texas","480","Mitchell","3350","Mitchell",2059,99,5,0,10,0,0,0,0,0,0,0,0
"G4803370","1890","Texas","480","Montague","3370","Montague",18863,87,47,24,0,0,0,0,0,0,2,0,5
"G4803390","1890","Texas","480","Montgomery","3390","Montgomery",11765,5488,5220,3351,1,0,0,0,0,0,1,8,1
"G4803410","1890","Texas","480","Moore","3410","Moore",15,0,0,0,0,0,0,0,0,0,0,0,0
"G4803430","1890","Texas","480","Morris","3430","Morris",6580,2610,2043,0,0,1,0,0,0,0,2,0,0
"G4803450","1890","Texas","480","Motley","3450","Motley",139,3,0,0,0,0,0,0,0,0,0,0,0
"G4803470","1890","Texas","480","Nacogdoches","3470","Nacogdoches",15984,4257,3040,3275,0,0,0,0,0,0,14,0,32
"G4803490","1890","Texas","480","Navarro","3490","Navarro",26373,6266,5344,2245,1,0,0,0,0,0,1,2,0
"G4803510","1890","Texas","480","Newton","3510","Newton",4650,1558,1507,831,0,0,0,0,0,0,0,0,0
"G4803530","1890","Texas","480","Nolan","3530","Nolan",1573,32,5,0,0,0,0,0,0,0,1,0,0
"G4803550","1890","Texas","480","Nueces","3550","Nueces",8093,707,629,332,2,0,0,0,0,0,0,0,0
"G4803570","1890","Texas","480","Ochiltree","3570","Ochiltree",198,0,0,0,0,0,0,0,0,0,0,0,0
"G4803590","1890","Texas","480","Oldham","3590","Oldham",270,3,0,0,0,0,0,0,0,0,0,0,0
"G4803610","1890","Texas","480","Orange","3610","Orange",4770,829,463,250,0,0,0,0,0,0,4,0,0
"G4803630","1890","Texas","480","Palo Pinto","3630","Palo Pinto",8320,67,85,0,0,0,0,0,0,0,0,3,0
"G4803650","1890","Texas","480","Panola","3650","Panola",14328,6350,4924,3727,0,0,0,0,0,0,0,11,0
"G4803670","1890","Texas","480","Parker","3670","Parker",21682,671,615,293,2,5,0,0,0,0,0,0,0
"G4803690","1890","Texas","480","Parmer","3690","Parmer",7,0,0,0,0,0,0,0,0,0,0,0,0
"G4803710","1890","Texas","480","Pecos","3710","Pecos",1326,8,127,0,11,0,0,0,0,0,0,0,0
"G4803730","1890","Texas","480","Polk","3730","Polk",10332,3837,2611,4298,0,0,0,0,0,0,223,236,1
"G4803750","1890","Texas","480","Potter","3750","Potter",849,14,2,0,5,0,0,0,0,0,0,0,0
"G4803770","1890","Texas","480","Presidio","3770","Presidio",1698,26,429,489,3,0,0,0,0,0,0,0,0
"G4803790","1890","Texas","480","Rains","3790","Rains",3909,415,250,0,0,0,0,0,0,0,0,0,0
"G4803810","1890","Texas","480","Randall","3810","Randall",187,0,0,0,0,0,0,0,0,0,0,0,0
"G4803870","1890","Texas","480","Red River","3870","Red River",21452,6628,6242,4148,0,0,0,0,0,0,1,40,0
"G4803890","1890","Texas","480","Reeves","3890","Reeves",1247,7,0,0,16,0,0,0,0,0,0,0,0
"G4803910","1890","Texas","480","Refugio","3910","Refugio",1239,324,336,246,0,0,0,0,0,0,0,0,0
"G4803930","1890","Texas","480","Roberts","3930","Roberts",326,2,0,0,0,0,0,0,0,0,0,0,0
"G4803950","1890","Texas","480","Robertson","3950","Robertson",26506,14142,10925,4530,38,72,3,0,0,0,0,0,0
"G4803970","1890","Texas","480","Rockwall","3970","Rockwall",5972,216,83,0,0,0,0,0,0,0,0,3,0
"G4803990","1890","Texas","480","Runnels","3990","Runnels",3193,31,13,0,0,0,0,0,0,0,0,0,0
"G4804010","1890","Texas","480","Rusk","4010","Rusk",18559,7624,8169,7715,0,0,0,0,0,0,9,10,0
"G4804030","1890","Texas","480","Sabine","4030","Sabine",4969,1084,993,1107,0,0,0,0,0,0,0,0,0
"G4804050","1890","Texas","480","San Augustine","4050","San Augustine",6688,2131,1915,1964,0,0,0,0,0,0,0,0,1
"G4804070","1890","Texas","480","San Jacinto","4070","San Jacinto",7360,4328,3293,0,0,0,0,0,0,0,5,42,0
"G4804090","1890","Texas","480","San Patricio","4090","San Patricio",1312,25,74,64,0,0,0,0,0,0,0,0,0
"G4804110","1890","Texas","480","San Saba","4110","San Saba",6641,53,140,144,0,0,0,0,0,0,0,1,0
"G4804130","1890","Texas","480","Schleicher","4130","Schleicher",155,4,0,0,0,0,0,0,0,0,17,0,0
"G4804150","1890","Texas","480","Scurry","4150","Scurry",1415,2,8,0,0,0,0,0,0,0,0,0,0
"G4804170","1890","Texas","480","Shackelford","4170","Shackelford",2012,167,135,55,0,0,0,0,0,0,0,121,0
"G4804190","1890","Texas","480","Shelby","4190","Shelby",14365,2954,2154,1755,0,0,0,0,0,0,0,0,0
"G4804210","1890","Texas","480","Sherman","4210","Sherman",34,1,0,0,0,0,0,0,0,0,0,0,0
"G4804230","1890","Texas","480","Smith","4230","Smith",28324,12690,10357,7131,0,0,0,0,0,0,1,0,0
"G4804250","1890","Texas","480","Somervell","4250","Somervell",3419,6,24,0,0,0,0,0,0,0,0,4,0
"G4804270","1890","Texas","480","Starr","4270","Starr",10749,10,211,18,0,0,0,0,0,0,0,0,0
"G4804290","1890","Texas","480","Stephens","4290","Stephens",4926,5,25,24,0,0,0,0,0,0,0,0,0
"G4804330","1890","Texas","480","Stonewall","4330","Stonewall",1024,2,10,0,0,0,0,0,0,0,1,3,0
"G4804350","1890","Texas","480","Sutton","4350","Sutton",658,1,0,0,1,0,0,0,0,0,0,0,0
"G4804370","1890","Texas","480","Swisher","4370","Swisher",100,0,0,0,0,0,0,0,0,0,0,0,0
"G4804390","1890","Texas","480","Tarrant","4390","Tarrant",41142,4316,2160,705,40,3,0,1,0,0,8,20,0
"G4804410","1890","Texas","480","Taylor","4410","Taylor",6957,174,8,0,14,0,0,0,0,0,1,0,0
"G4804450","1890","Texas","480","Terry","4450","Terry",21,0,0,0,0,0,0,0,0,0,0,0,0
"G4804470","1890","Texas","480","Throckmorton","4470","Throckmorton",902,11,12,0,0,0,0,0,0,0,0,0,0
"G4804490","1890","Texas","480","Titus","4490","Titus",8190,1760,1346,2818,0,0,0,0,0,0,0,4,2
"G4804510","1890","Texas","480","Tom Green","4510","Tom Green",5152,202,645,0,3,2,0,0,0,0,3,2,0
"G4804530","1890","Texas","480","Travis","4530","Travis",36322,10090,8599,4647,8,10,0,0,0,0,2,9,1
"G4804550","1890","Texas","480","Trinity","4550","Trinity",7648,1903,1162,1084,0,0,0,0,0,0,5,0,1
"G4804570","1890","Texas","480","Tyler","4570","Tyler",10877,2392,1502,1472,0,0,0,0,0,0,1,0,0
"G4804590","1890","Texas","480","Upshur","4590","Upshur",12695,3929,3381,4867,0,0,0,0,0,0,0,1,0
"G4804610","1890","Texas","480","Upton","4610","Upton",52,1,0,0,0,0,0,0,0,0,0,0,0
"G4804630","1890","Texas","480","Uvalde","4630","Uvalde",3804,84,63,73,0,0,0,0,0,0,0,0,0
"G4804650","1890","Texas","480","Val Verde","4650","Val Verde",2874,108,0,0,6,0,0,0,0,0,2,0,0
"G4804670","1890","Texas","480","Van Zandt","4670","Van Zandt",16225,1098,1163,682,0,0,0,0,0,0,0,0,0
"G4804690","1890","Texas","480","Victoria","4690","Victoria",8737,3519,2406,1768,1,0,0,0,0,0,0,0,0
"G4804710","1890","Texas","480","Walker","4710","Walker",12874,7232,6766,5823,0,0,0,0,0,0,0,1,2
"G4804730","1890","Texas","480","Waller","4730","Waller",10888,6703,5830,0,0,0,0,0,0,0,1,2,0
"G4804750","1890","Texas","480","Ward","4750","Ward",77,3,0,0,0,0,0,0,0,0,0,0,0
"G4804770","1890","Texas","480","Washington","4770","Washington",29161,15200,14719,12241,2,1,0,0,0,0,2,0,0
"G4804790","1890","Texas","480","Webb","4790","Webb",14842,214,184,2,3,0,0,0,0,0,0,0,0
"G4804810","1890","Texas","480","Wharton","4810","Wharton",7584,6119,3631,2910,0,0,0,0,0,0,4,1,2
"G4804830","1890","Texas","480","Wheeler","4830","Wheeler",778,16,35,0,1,0,0,0,0,0,0,0,0
"G4804850","1890","Texas","480","Wichita","4850","Wichita",4831,128,17,0,2,0,0,0,0,0,1,0,0
"G4804870","1890","Texas","480","Wilbarger","4870","Wilbarger",7092,26,0,0,9,0,0,0,0,0,0,0,0
"G4804910","1890","Texas","480","Williamson","4910","Williamson",25909,2755,1631,801,2,0,0,0,0,0,6,4,4
"G4804930","1890","Texas","480","Wilson","4930","Wilson",10655,1053,921,463,0,0,0,0,0,0,0,0,0
"G4804950","1890","Texas","480","Winkler","4950","Winkler",18,0,0,0,0,0,0,0,0,0,0,0,0
"G4804970","1890","Texas","480","Wise","4970","Wise",24134,161,165,51,2,0,0,0,0,0,0,0,0
"G4804990","1890","Texas","480","Wood","4990","Wood",13932,3249,2558,1247,0,0,0,0,0,0,3,1,0
"G4805010","1890","Texas","480","Yoakum","5010","Yoakum",4,0,0,0,0,0,0,0,0,0,0,0,0
"G4805030","1890","Texas","480","Young","5030","Young",5049,15,17,4,0,0,0,0,0,0,0,0,0
"G4805050","1890","Texas","480","Zapata","5050","Zapata",3562,0,7,0,0,0,0,0,0,0,0,9,0
"G4805070","1890","Texas","480","Zavala","5070","Zavala",1097,3,10,4,0,0,0,0,0,0,0,0,0
"G4950015","1890","Utah Territory","495","Beaver","0015","Beaver",3340,15,22,0,4,28,0,0,0,0,0,40,2
"G4950035","1890","Utah Territory","495","Box Elder","0035","Box Elder",7642,8,8,19,147,159,403,0,0,0,173,237,4
"G4950055","1890","Utah Territory","495","Cache","0055","Cache",15509,11,9,5,2,0,0,0,0,0,1,9,5
"G4950115","1890","Utah Territory","495","Davis","0115","Davis",6751,1,0,0,0,0,0,0,0,0,2,7,5
"G4950155","1890","Utah Territory","495","Emery","0155","Emery",5076,2,1,0,66,0,0,0,0,0,12,0,0
"G4950175","1890","Utah Territory","495","Garfield","0175","Garfield",2457,1,0,0,0,0,0,0,0,0,5,0,0
"G4950195","1890","Utah Territory","495","Grand","0195","Grand",541,2,0,0,44,0,0,0,0,0,0,0,0
"G4950295","1890","Utah Territory","495","Iron","0295","Iron",2683,0,14,0,0,0,0,0,0,0,8,55,15
"G4950315","1890","Utah Territory","495","Juab","0315","Juab",5582,1,2,4,6,0,0,0,0,0,0,4,2
"G4950335","1890","Utah Territory","495","Kane","0335","Kane",1685,1,0,1,0,0,0,0,0,0,97,6,7
"G4950375","1890","Utah Territory","495","Millard","0375","Millard",4033,0,1,1,0,1,0,0,0,0,1,4,87
"G4950395","1890","Utah Territory","495","Morgan","0395","Morgan",1780,0,0,2,0,17,0,0,0,0,0,0,0
"G4950415","1890","Utah Territory","495","Piute","0415","Piute",2842,0,2,0,0,0,0,0,0,0,40,120,2
"G4950435","1890","Utah Territory","495","Rich","0435","Rich",1527,1,0,0,2,0,0,0,0,0,1,1,2
"G4950495","1890","Utah Territory","495","Salt Lake","0495","Salt Lake",58457,240,133,51,269,131,0,0,0,0,3,19,9
"G4950515","1890","Utah Territory","495","San Juan","0515","San Juan",365,2,0,0,0,0,0,0,0,0,53,0,0
"G4950535","1890","Utah Territory","495","Sanpete","0535","Sanpete",13146,5,2,0,0,0,0,0,0,0,52,71,15
"G4950555","1890","Utah Territory","495","Sevier","0555","Sevier",6199,3,0,0,0,0,0,0,0,0,0,2,0
"G4950595","1890","Utah Territory","495","Summit","0595","Summit",7733,4,7,4,131,67,39,0,0,0,0,2,2
"G4950615","1890","Utah Territory","495","Tooele","0615","Tooele",3700,58,5,0,8,10,0,0,0,0,43,152,0
"G4950635","1890","Utah Territory","495","Uintah","0635","Uintah",2762,127,1,0,7,0,0,0,0,0,3,18,0
"G4950675","1890","Utah Territory","495","Utah","0675","Utah",23768,9,6,6,12,0,0,0,0,0,15,25,12
"G4950715","1890","Utah Territory","495","Wasatch","0715","Wasatch",3595,0,1,0,0,2,0,0,0,0,4,6,0
"G4950735","1890","Utah Territory","495","Washington","0735","Washington",4009,10,1,4,2,53,0,0,0,0,94,26,8
"G4950755","1890","Utah Territory","495","Weber","0755","Weber",22723,87,17,21,106,33,3,4,0,0,1,3,1
"G5000010","1890","Vermont","500","Addison","0010","Addison",22277,78,125,106,,,,0,0,0,1,0,0
"G5000030","1890","Vermont","500","Bennington","0030","Bennington",20448,139,151,149,2,0,0,0,0,0,0,1,0
"G5000050","1890","Vermont","500","Caledonia","0050","Caledonia",23436,24,16,15,4,0,0,0,0,0,0,1,0
"G5000070","1890","Vermont","500","Chittenden","0070","Chittenden",35389,183,208,130,8,0,0,0,0,0,8,0,0
"G5000090","1890","Vermont","500","Essex","0090","Essex",9511,7,10,3,0,0,0,0,0,0,13,5,3
"G5000110","1890","Vermont","500","Franklin","0110","Franklin",29755,84,94,98,4,0,0,0,0,0,0,0,0
"G5000130","1890","Vermont","500","Grand Isle","0130","Grand Isle",3843,6,12,5,0,0,0,0,0,0,0,2,6
"G5000150","1890","Vermont","500","Lamoille","0150","Lamoille",12831,8,6,5,0,0,0,0,0,0,0,0,5
"G5000170","1890","Vermont","500","Orange","0170","Orange",19575,15,17,13,2,0,0,0,0,0,0,0,0
"G5000190","1890","Vermont","500","Orleans","0190","Orleans",22101,12,23,29,0,0,0,0,0,0,1,0,0
"G5000210","1890","Vermont","500","Rutland","0210","Rutland",45397,182,174,182,7,0,0,1,0,0,0,2,0
"G5000230","1890","Vermont","500","Washington","0230","Washington",29606,26,34,29,1,0,0,0,0,0,3,0,0
"G5000250","1890","Vermont","500","Windham","0250","Windham",26547,103,90,50,1,0,0,0,0,0,0,0,0
"G5000270","1890","Vermont","500","Windsor","0270","Windsor",31706,70,97,110,3,0,0,0,0,0,8,0,0
"G5100010","1890","Virginia","510","Accomack","0010","Accomack",27277,9730,9393,7842,0,0,0,0,0,0,0,0,0
"G5100030","1890","Virginia","510","Albemarle","0030","Albemarle",32379,14126,16659,14994,0,0,0,1,0,0,0,0,0
"G5100035","1890","Virginia","510","Alexandria","0035","Alexandria",18597,7236,7574,7310,0,0,1,0,0,0,0,0,0
"G5100050","1890","Virginia","510","Alleghany","0050","Alleghany",9283,2328,1132,579,0,0,0,0,0,0,0,0,0
"G5100070","1890","Virginia","510","Amelia","0070","Amelia",9068,6045,7340,6823,0,0,0,0,0,0,0,0,0
"G5100090","1890","Virginia","510","Amherst","0090","Amherst",17551,7628,8702,6704,0,0,0,0,0,0,0,6,12
"G5100110","1890","Virginia","510","Appomattox","0110","Appomattox",9589,4335,4927,4536,0,0,0,0,0,0,0,0,0
"G5100150","1890","Virginia","510","Augusta","0150","Augusta",37005,8407,9310,6737,1,0,0,1,0,0,0,7,0
"G5100170","1890","Virginia","510","Bath","0170","Bath",4587,761,961,889,0,0,0,0,0,0,0,0,0
"G5100190","1890","Virginia","510","Bedford","0190","Bedford",31213,11149,12677,10770,0,0,0,0,0,0,0,0,0
"G5100210","1890","Virginia","510","Bland","0210","Bland",5129,241,254,217,0,0,0,0,0,0,0,0,0
"G5100230","1890","Virginia","510","Botetourt","0230","Botetourt",14854,3732,4650,3163,0,0,0,0,0,0,0,0,0
"G5100250","1890","Virginia","510","Brunswick","0250","Brunswick",17245,10584,10685,8902,0,0,0,0,0,0,0,0,0
"G5100270","1890","Virginia","510","Buchanan","0270","Buchanan",5867,24,33,47,0,0,0,0,0,0,0,0,0
"G5100290","1890","Virginia","510","Buckingham","0290","Buckingham",14383,7597,8773,7711,0,0,0,0,0,0,0,0,0
"G5100310","1890","Virginia","510","Campbell","0310","Campbell",41087,19800,18953,14343,4,0,0,0,0,0,0,0,0
"G5100330","1890","Virginia","510","Caroline","0330","Caroline",16681,9322,9628,8038,0,0,0,0,0,0,0,9,13
"G5100350","1890","Virginia","510","Carroll","0350","Carroll",15497,358,346,328,0,0,0,0,0,0,4,0,0
"G5100360","1890","Virginia","510","Charles City","0360","Charles City",5066,3717,3751,3153,0,0,0,0,0,0,1,0,0
"G5100370","1890","Virginia","510","Charlotte","0370","Charlotte",15077,9361,10949,9613,0,0,0,0,0,0,0,0,0
"G5100410","1890","Virginia","510","Chesterfield","0410","Chesterfield",26211,10811,11521,8733,0,0,0,1,0,0,0,0,7
"G5100430","1890","Virginia","510","Clarke","0430","Clarke",8071,2454,2537,2159,0,0,0,0,0,0,0,0,0
"G5100450","1890","Virginia","510","Craig","0450","Craig",3835,149,236,230,0,0,0,0,0,0,0,0,0
"G5100470","1890","Virginia","510","Culpeper","0470","Culpeper",13233,6085,6623,6169,0,0,0,0,0,0,1,0,0
"G5100490","1890","Virginia","510","Cumberland","0490","Cumberland",9482,6622,7417,5433,0,0,0,0,0,0,0,0,0
"G5100510","1890","Virginia","510","Dickenson","0510","Dickenson",5077,26,0,0,0,0,0,0,0,0,0,0,0
