GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A30001,A30002,A30003,A30004,A5A001
"G4500570","1910","South Carolina","450","Lancaster","0570","Lancaster",6740,6784,6405,6710,13524
"G4500590","1910","South Carolina","450","Laurens","0590","Laurens",9417,9379,11161,11592,18796
"G4500610","1910","South Carolina","450","Lee","0610","Lee",4070,3996,8539,8712,8066
"G4500630","1910","South Carolina","450","Lexington","0630","Lexington",10410,9992,5864,5774,20402
"G4500670","1910","South Carolina","450","Marion","0670","Marion",4751,4636,5604,5604,9387
"G4500690","1910","South Carolina","450","Marlboro","0690","Marlboro",6108,6151,9240,9688,12259
"G4500710","1910","South Carolina","450","Newberry","0710","Newberry",6331,6214,10859,11181,12545
"G4500730","1910","South Carolina","450","Oconee","0730","Oconee",10234,10255,3372,3476,20489
"G4500750","1910","South Carolina","450","Orangeburg","0750","Orangeburg",9596,9502,17994,18800,19098
"G4500770","1910","South Carolina","450","Pickens","0770","Pickens",10102,9890,2713,2717,19992
"G4500790","1910","South Carolina","450","Richland","0790","Richland",12933,12676,13907,15626,25609
"G4500810","1910","South Carolina","450","Saluda","0810","Saluda",4921,4833,5640,5549,9754
"G4500830","1910","South Carolina","450","Spartanburg","0830","Spartanburg",28758,28290,12958,13452,57048
"G4500850","1910","South Carolina","450","Sumter","0850","Sumter",5234,5012,13549,14554,10246
"G4500870","1910","South Carolina","450","Union","0870","Union",7225,7214,7683,7788,14439
"G4500890","1910","South Carolina","450","Williamsburg","0890","Williamsburg",7338,7073,11164,12050,14411
"G4500910","1910","South Carolina","450","York","0910","York",11301,11030,12373,12902,22331
"G4600010","1910","South Dakota","460","Armstrong","0010","Armstrong",18,4,1,0,22
"G4600030","1910","South Dakota","460","Aurora","0030","Aurora",3347,2794,1,0,6141
"G4600050","1910","South Dakota","460","Beadle","0050","Beadle",8554,7179,17,22,15733
"G4600070","1910","South Dakota","460","Bennett","0070","Bennett",2,2,0,0,4
"G4600090","1910","South Dakota","460","Bon Homme","0090","Bon Homme",5699,5351,1,0,11050
"G4600110","1910","South Dakota","460","Brookings","0110","Brookings",7386,6767,11,10,14153
"G4600130","1910","South Dakota","460","Brown","0130","Brown",14170,11621,50,24,25791
"G4600150","1910","South Dakota","460","Brule","0150","Brule",3475,2948,2,0,6423
"G4600170","1910","South Dakota","460","Buffalo","0170","Buffalo",423,373,0,1,796
"G4600190","1910","South Dakota","460","Butte","0190","Butte",2838,2145,0,0,4983
"G4600210","1910","South Dakota","460","Campbell","0210","Campbell",2720,2516,0,0,5236
"G4600230","1910","South Dakota","460","Charles Mix","0230","Charles Mix",7401,6153,0,0,13554
"G4600250","1910","South Dakota","460","Clark","0250","Clark",5967,4930,4,0,10897
"G4600270","1910","South Dakota","460","Clay","0270","Clay",4675,4036,0,0,8711
"G4600290","1910","South Dakota","460","Codington","0290","Codington",7563,6504,17,8,14067
"G4600310","1910","South Dakota","460","Corson","0310","Corson",787,331,1,2,1118
"G4600330","1910","South Dakota","460","Custer","0330","Custer",2458,1979,3,1,4437
"G4600350","1910","South Dakota","460","Davison","0350","Davison",6225,5376,12,6,11601
"G4600370","1910","South Dakota","460","Day","0370","Day",7659,6568,1,0,14227
"G4600390","1910","South Dakota","460","Deuel","0390","Deuel",4149,3614,2,3,7763
"G4600410","1910","South Dakota","460","Dewey","0410","Dewey",118,38,0,0,156
"G4600430","1910","South Dakota","460","Douglas","0430","Douglas",3401,2997,2,0,6398
"G4600450","1910","South Dakota","460","Edmunds","0450","Edmunds",4169,3480,2,3,7649
"G4600470","1910","South Dakota","460","Fall River","0470","Fall River",4361,3355,12,8,7716
"G4600490","1910","South Dakota","460","Faulk","0490","Faulk",3737,2976,1,2,6713
"G4600510","1910","South Dakota","460","Grant","0510","Grant",5497,4806,0,0,10303
"G4600530","1910","South Dakota","460","Gregory","0530","Gregory",6809,5932,16,4,12741
"G4600570","1910","South Dakota","460","Hamlin","0570","Hamlin",3986,3489,0,0,7475
"G4600590","1910","South Dakota","460","Hand","0590","Hand",4362,3506,2,0,7868
"G4600610","1910","South Dakota","460","Hanson","0610","Hanson",3380,2856,1,0,6236
"G4600630","1910","South Dakota","460","Harding","0630","Harding",2584,1644,0,0,4228
"G4600650","1910","South Dakota","460","Hughes","0650","Hughes",3297,2792,8,5,6089
"G4600670","1910","South Dakota","460","Hutchinson","0670","Hutchinson",6428,5888,2,1,12316
"G4600690","1910","South Dakota","460","Hyde","0690","Hyde",1778,1488,1,0,3266
"G4600730","1910","South Dakota","460","Jerauld","0730","Jerauld",2757,2363,0,0,5120
"G4600770","1910","South Dakota","460","Kingsbury","0770","Kingsbury",6740,5807,9,4,12547
"G4600790","1910","South Dakota","460","Lake","0790","Lake",5679,5031,1,0,10710
"G4600810","1910","South Dakota","460","Lawrence","0810","Lawrence",11165,8286,93,84,19451
"G4600830","1910","South Dakota","460","Lincoln","0830","Lincoln",6777,5874,2,0,12651
"G4600850","1910","South Dakota","460","Lyman","0850","Lyman",5663,4753,14,13,10416
"G4600870","1910","South Dakota","460","McCook","0870","Mccook",5157,4427,4,1,9584
"G4600890","1910","South Dakota","460","McPherson","0890","Mcpherson",3606,3185,0,0,6791
"G4600910","1910","South Dakota","460","Marshall","0910","Marshall",4339,3413,4,2,7752
"G4600930","1910","South Dakota","460","Meade","0930","Meade",7354,5231,14,16,12585
"G4600950","1910","South Dakota","460","Mellette","0950","Mellette",79,43,0,0,122
"G4600970","1910","South Dakota","460","Miner","0970","Miner",4117,3544,0,0,7661
"G4600990","1910","South Dakota","460","Minnehaha","0990","Minnehaha",15653,13894,32,40,29547
"G4601010","1910","South Dakota","460","Moody","1010","Moody",4511,4004,2,0,8515
"G4601030","1910","South Dakota","460","Pennington","1030","Pennington",6831,5505,18,15,12336
"G4601050","1910","South Dakota","460","Perkins","1050","Perkins",6511,4832,1,1,11343
"G4601070","1910","South Dakota","460","Potter","1070","Potter",2470,1996,0,0,4466
"G4601090","1910","South Dakota","460","Roberts","1090","Roberts",7539,6413,3,0,13952
"G4601110","1910","South Dakota","460","Sanborn","1110","Sanborn",3518,3086,3,0,6604
"G4601113","1910","South Dakota","460","Schnasse","1113","Schnasse",37,5,0,0,42
"G4601130","1910","South Dakota","460","Shannon","1130","Shannon",0,0,0,0,0
"G4601150","1910","South Dakota","460","Spink","1150","Spink",9041,6940,0,0,15981
"G4601170","1910","South Dakota","460","Stanley","1170","Stanley",8192,6628,17,21,14820
"G4601175","1910","South Dakota","460","Sterling","1175","Sterling",17,15,0,1,32
"G4601190","1910","South Dakota","460","Sully","1190","Sully",1426,987,29,20,2413
"G4601210","1910","South Dakota","460","Todd","1210","Todd",136,95,5,0,231
"G4601230","1910","South Dakota","460","Tripp","1230","Tripp",4426,3402,2,3,7828
"G4601250","1910","South Dakota","460","Turner","1250","Turner",7244,6595,0,0,13839
"G4601270","1910","South Dakota","460","Union","1270","Union",5659,5014,2,0,10673
"G4601290","1910","South Dakota","460","Walworth","1290","Walworth",3728,2760,0,0,6488
"G4601310","1910","South Dakota","460","Washabaugh","1310","Washabaugh",0,0,0,0,0
"G4601330","1910","South Dakota","460","Washington","1330","Washington",0,0,0,0,0
"G4601350","1910","South Dakota","460","Yankton","1350","Yankton",6951,6116,34,27,13067
"G4609075","1910","South Dakota","460","Pine Ridge Indian Reservation","9075","Pine Ridge Indian Reservation",206,137,9,1,343
"G4700010","1910","Tennessee","470","Anderson","0010","Anderson",8473,8323,510,411,16796
"G4700030","1910","Tennessee","470","Bedford","0030","Bedford",8588,8593,2650,2836,17181
"G4700050","1910","Tennessee","470","Benton","0050","Benton",6081,6031,162,178,12112
"G4700070","1910","Tennessee","470","Bledsoe","0070","Bledsoe",3084,2854,203,188,5938
"G4700090","1910","Tennessee","470","Blount","0090","Blount",9909,9675,631,590,19584
"G4700110","1910","Tennessee","470","Bradley","0110","Bradley",7269,7341,825,892,14610
"G4700130","1910","Tennessee","470","Campbell","0130","Campbell",13285,12188,1064,823,25473
"G4700150","1910","Tennessee","470","Cannon","0150","Cannon",5160,5072,292,288,10232
"G4700170","1910","Tennessee","470","Carroll","0170","Carroll",9464,9456,2529,2522,18920
"G4700190","1910","Tennessee","470","Carter","0190","Carter",9782,9396,335,325,19178
"G4700210","1910","Tennessee","470","Cheatham","0210","Cheatham",4675,4272,777,816,8947
"G4700230","1910","Tennessee","470","Chester","0230","Chester",3797,3722,770,801,7519
"G4700250","1910","Tennessee","470","Claiborne","0250","Claiborne",11814,10870,459,360,22684
"G4700270","1910","Tennessee","470","Clay","0270","Clay",4449,4271,143,146,8720
"G4700290","1910","Tennessee","470","Cocke","0290","Cocke",9192,9156,543,508,18348
"G4700310","1910","Tennessee","470","Coffee","0310","Coffee",7118,6883,756,868,14001
"G4700330","1910","Tennessee","470","Crockett","0330","Crockett",6432,6033,1815,1796,12465
"G4700350","1910","Tennessee","470","Cumberland","0350","Cumberland",4906,4358,28,35,9264
"G4700370","1910","Tennessee","470","Davidson","0370","Davidson",51037,51721,21683,25027,102758
"G4700390","1910","Tennessee","470","Decatur","0390","Decatur",4647,4427,521,498,9074
"G4700410","1910","Tennessee","470","DeKalb","0410","De Kalb",7333,7266,401,434,14599
"G4700430","1910","Tennessee","470","Dickson","0430","Dickson",8625,8246,1547,1532,16871
"G4700450","1910","Tennessee","470","Dyer","0450","Dyer",11449,10587,2868,2817,22036
"G4700470","1910","Tennessee","470","Fayette","0470","Fayette",3859,3684,11373,11329,7543
"G4700490","1910","Tennessee","470","Fentress","0490","Fentress",3792,3556,60,38,7348
"G4700510","1910","Tennessee","470","Franklin","0510","Franklin",8868,8497,1540,1586,17365
"G4700530","1910","Tennessee","470","Gibson","0530","Gibson",16220,15863,4766,4781,32083
"G4700550","1910","Tennessee","470","Giles","0550","Giles",10921,10841,5353,5514,21762
"G4700570","1910","Tennessee","470","Grainger","0570","Grainger",6696,6708,250,233,13404
"G4700590","1910","Tennessee","470","Greene","0590","Greene",14912,14801,674,695,29713
"G4700610","1910","Tennessee","470","Grundy","0610","Grundy",4083,4080,80,63,8163
"G4700630","1910","Tennessee","470","Hamblen","0630","Hamblen",6040,6000,766,844,12040
"G4700650","1910","Tennessee","470","Hamilton","0650","Hamilton",31928,31311,12868,13158,63239
"G4700670","1910","Tennessee","470","Hancock","0670","Hancock",5145,5152,234,247,10297
"G4700690","1910","Tennessee","470","Hardeman","0690","Hardeman",6503,6410,5070,5028,12913
"G4700710","1910","Tennessee","470","Hardin","0710","Hardin",7859,7492,1096,1074,15351
"G4700730","1910","Tennessee","470","Hawkins","0730","Hawkins",10809,10973,914,891,21782
"G4700750","1910","Tennessee","470","Haywood","0750","Haywood",4130,4069,8737,8973,8199
"G4700770","1910","Tennessee","470","Henderson","0770","Henderson",7618,7494,957,961,15112
"G4700790","1910","Tennessee","470","Henry","0790","Henry",9933,9580,2971,2950,19513
"G4700810","1910","Tennessee","470","Hickman","0810","Hickman",7200,6897,1230,1200,14097
"G4700830","1910","Tennessee","470","Houston","0830","Houston",2703,2611,443,467,5314
"G4700850","1910","Tennessee","470","Humphreys","0850","Humphreys",6558,6149,603,598,12707
"G4700870","1910","Tennessee","470","Jackson","0870","Jackson",7493,7241,166,136,14734
"G4700875","1910","Tennessee","470","James","0875","James",2444,2274,254,238,4718
"G4700890","1910","Tennessee","470","Jefferson","0890","Jefferson",8125,7991,803,836,16116
"G4700910","1910","Tennessee","470","Johnson","0910","Johnson",6409,6405,191,186,12814
"G4700930","1910","Tennessee","470","Knox","0930","Knox",40356,41120,6128,6581,81476
"G4700950","1910","Tennessee","470","Lake","0950","Lake",2862,2574,1760,1508,5436
"G4700970","1910","Tennessee","470","Lauderdale","0970","Lauderdale",5921,5630,4844,4710,11551
"G4700990","1910","Tennessee","470","Lawrence","0990","Lawrence",8556,8040,498,471,16596
"G4701010","1910","Tennessee","470","Lewis","1010","Lewis",2649,2530,467,387,5179
"G4701030","1910","Tennessee","470","Lincoln","1030","Lincoln",10236,10170,2731,2771,20406
"G4701050","1910","Tennessee","470","Loudon","1050","Loudon",6444,6204,482,482,12648
"G4701070","1910","Tennessee","470","McMinn","1070","Mcminn",9601,9553,942,950,19154
"G4701090","1910","Tennessee","470","McNairy","1090","Mcnairy",7506,7293,778,779,14799
"G4701110","1910","Tennessee","470","Macon","1110","Macon",7012,6815,376,356,13827
"G4701130","1910","Tennessee","470","Madison","1130","Madison",11720,11464,7739,8428,23184
"G4701150","1910","Tennessee","470","Marion","1150","Marion",8673,7858,1256,1033,16531
"G4701170","1910","Tennessee","470","Marshall","1170","Marshall",6755,6703,1680,1734,13458
"G4701190","1910","Tennessee","470","Maury","1190","Maury",12350,11937,8046,8123,24287
"G4701210","1910","Tennessee","470","Meigs","1210","Meigs",2762,2803,280,286,5565
"G4701230","1910","Tennessee","470","Monroe","1230","Monroe",10134,9402,567,600,19536
"G4701250","1910","Tennessee","470","Montgomery","1250","Montgomery",10250,9989,6473,6957,20239
"G4701270","1910","Tennessee","470","Moore","1270","Moore",2270,2196,180,154,4466
"G4701290","1910","Tennessee","470","Morgan","1290","Morgan",5607,5160,653,38,10767
"G4701310","1910","Tennessee","470","Obion","1310","Obion",12718,11935,2631,2662,24653
"G4701330","1910","Tennessee","470","Overton","1330","Overton",7964,7591,155,144,15555
"G4701350","1910","Tennessee","470","Perry","1350","Perry",4252,3930,312,321,8182
"G4701370","1910","Tennessee","470","Pickett","1370","Pickett",2568,2508,5,6,5076
"G4701390","1910","Tennessee","470","Polk","1390","Polk",7364,6468,144,140,13832
"G4701410","1910","Tennessee","470","Putnam","1410","Putnam",9675,9456,448,444,19131
"G4701430","1910","Tennessee","470","Rhea","1430","Rhea",7118,6954,698,618,14072
"G4701450","1910","Tennessee","470","Roane","1450","Roane",10300,10190,1228,1138,20490
"G4701470","1910","Tennessee","470","Robertson","1470","Robertson",9754,9220,3313,3179,18974
"G4701490","1910","Tennessee","470","Rutherford","1490","Rutherford",10949,10883,5496,5861,21832
"G4701510","1910","Tennessee","470","Scott","1510","Scott",6470,6380,75,22,12850
"G4701530","1910","Tennessee","470","Sequatchie","1530","Sequatchie",2089,1974,74,65,4063
"G4701550","1910","Tennessee","470","Sevier","1550","Sevier",11092,10825,199,179,21917
"G4701570","1910","Tennessee","470","Shelby","1570","Shelby",51985,47649,45192,46527,99634
"G4701590","1910","Tennessee","470","Smith","1590","Smith",8168,8055,1143,1182,16223
"G4701610","1910","Tennessee","470","Stewart","1610","Stewart",6665,6389,901,905,13054
"G4701630","1910","Tennessee","470","Sullivan","1630","Sullivan",13324,13260,738,797,26584
"G4701650","1910","Tennessee","470","Sumner","1650","Sumner",10262,9973,2648,2738,20235
"G4701670","1910","Tennessee","470","Tipton","1670","Tipton",8322,7776,6864,6489,16098
"G4701690","1910","Tennessee","470","Trousdale","1690","Trousdale",2085,2008,883,898,4093
"G4701710","1910","Tennessee","470","Unicoi","1710","Unicoi",3614,3456,85,46,7070
"G4701730","1910","Tennessee","470","Union","1730","Union",5794,5590,14,16,11384
"G4701750","1910","Tennessee","470","Van Buren","1750","Van Buren",1419,1317,27,21,2736
"G4701770","1910","Tennessee","470","Warren","1770","Warren",7373,7212,979,970,14585
"G4701790","1910","Tennessee","470","Washington","1790","Washington",14369,12332,1118,1149,26701
"G4701810","1910","Tennessee","470","Wayne","1810","Wayne",5707,5510,412,433,11217
"G4701830","1910","Tennessee","470","Weakley","1830","Weakley",14408,14050,1744,1726,28458
"G4701850","1910","Tennessee","470","White","1850","White",7394,7121,460,439,14515
"G4701870","1910","Tennessee","470","Williamson","1870","Williamson",8369,8016,3880,3948,16385
"G4701890","1910","Tennessee","470","Wilson","1890","Wilson",9570,9521,3053,3250,19091
"G4800010","1910","Texas","480","Anderson","0010","Anderson",9378,8949,5515,5808,18327
"G4800030","1910","Texas","480","Andrews","0030","Andrews",576,398,1,0,974
"G4800050","1910","Texas","480","Angelina","0050","Angelina",7979,7291,1277,1158,15270
"G4800070","1910","Texas","480","Aransas","0070","Aransas",1053,917,70,66,1970
"G4800090","1910","Texas","480","Archer","0090","Archer",3490,3032,3,0,6522
"G4800110","1910","Texas","480","Armstrong","0110","Armstrong",1436,1246,0,0,2682
"G4800130","1910","Texas","480","Atascosa","0130","Atascosa",5208,4557,121,107,9765
"G4800150","1910","Texas","480","Austin","0150","Austin",6372,6309,2426,2592,12681
"G4800170","1910","Texas","480","Bailey","0170","Bailey",190,122,0,0,312
"G4800190","1910","Texas","480","Bandera","0190","Bandera",2573,2314,19,15,4887
"G4800210","1910","Texas","480","Bastrop","0210","Bastrop",8363,7553,4665,4763,15916
"G4800230","1910","Texas","480","Baylor","0230","Baylor",4486,3922,1,2,8408
"G4800250","1910","Texas","480","Bee","0250","Bee",5986,5536,281,287,11522
"G4800270","1910","Texas","480","Bell","0270","Bell",21975,20899,3190,3112,42874
"G4800290","1910","Texas","480","Bexar","0290","Bexar",54533,53399,5391,6251,107932
"G4800310","1910","Texas","480","Blanco","0310","Blanco",2030,1931,170,180,3961
"G4800330","1910","Texas","480","Borden","0330","Borden",708,678,0,0,1386
"G4800350","1910","Texas","480","Bosque","0350","Bosque",9333,8832,447,401,18165
"G4800370","1910","Texas","480","Bowie","0370","Bowie",11537,10556,6263,6471,22093
"G4800390","1910","Texas","480","Brazoria","0390","Brazoria",3872,3179,3481,2756,7051
"G4800410","1910","Texas","480","Brazos","0410","Brazos",5363,4728,4369,4458,10091
"G4800430","1910","Texas","480","Brewster","0430","Brewster",2765,2384,37,34,5149
"G4800450","1910","Texas","480","Briscoe","0450","Briscoe",1171,991,0,0,2162
"G4800490","1910","Texas","480","Brown","0490","Brown",11651,10759,251,274,22410
"G4800510","1910","Texas","480","Burleson","0510","Burleson",5311,4787,4392,4195,10098
"G4800530","1910","Texas","480","Burnet","0530","Burnet",5314,5141,155,137,10455
"G4800550","1910","Texas","480","Caldwell","0550","Caldwell",9864,8995,2647,2731,18859
"G4800570","1910","Texas","480","Calhoun","0570","Calhoun",1709,1434,245,246,3143
"G4800590","1910","Texas","480","Callahan","0590","Callahan",6765,6204,1,3,12969
"G4800610","1910","Texas","480","Cameron","0610","Cameron",14401,12680,40,34,27081
"G4800630","1910","Texas","480","Camp","0630","Camp",2624,2512,2192,2223,5136
"G4800650","1910","Texas","480","Carson","0650","Carson",1280,847,0,0,2127
"G4800670","1910","Texas","480","Cass","0670","Cass",9049,8586,4957,4995,17635
"G4800690","1910","Texas","480","Castro","0690","Castro",1006,844,0,0,1850
"G4800710","1910","Texas","480","Chambers","0710","Chambers",1724,1471,551,481,3195
"G4800730","1910","Texas","480","Cherokee","0730","Cherokee",11070,10327,3909,3732,21397
"G4800750","1910","Texas","480","Childress","0750","Childress",4999,4535,0,0,9534
"G4800770","1910","Texas","480","Clay","0770","Clay",8894,8048,61,40,16942
"G4800790","1910","Texas","480","Cochran","0790","Cochran",40,25,0,0,65
"G4800810","1910","Texas","480","Coke","0810","Coke",3336,3076,0,0,6412
"G4800830","1910","Texas","480","Coleman","0830","Coleman",11805,10558,164,89,22363
"G4800850","1910","Texas","480","Collin","0850","Collin",24184,22630,1133,1073,46814
"G4800870","1910","Texas","480","Collingsworth","0870","Collingsworth",2792,2429,1,2,5221
"G4800890","1910","Texas","480","Colorado","0890","Colorado",6094,5728,3478,3596,11822
"G4800910","1910","Texas","480","Comal","0910","Comal",4249,3953,117,115,8202
"G4800930","1910","Texas","480","Comanche","0930","Comanche",14107,13067,6,6,27174
"G4800950","1910","Texas","480","Concho","0950","Concho",3568,3079,6,1,6647
"G4800970","1910","Texas","480","Cooke","0970","Cooke",12982,11929,830,858,24911
"G4800990","1910","Texas","480","Coryell","0990","Coryell",10985,10230,269,219,21215
"G4801010","1910","Texas","480","Cottle","1010","Cottle",2383,2011,1,0,4394
"G4801030","1910","Texas","480","Crane","1030","Crane",186,145,0,0,331
"G4801050","1910","Texas","480","Crockett","1050","Crockett",742,550,4,0,1292
"G4801070","1910","Texas","480","Crosby","1070","Crosby",963,802,0,0,1765
"G4801110","1910","Texas","480","Dallam","1110","Dallam",2209,1778,3,3,3987
"G4801130","1910","Texas","480","Dallas","1130","Dallas",57471,53867,12100,12255,111338
"G4801150","1910","Texas","480","Dawson","1150","Dawson",1247,1071,2,0,2318
"G4801170","1910","Texas","480","Deaf Smith","1170","Deaf Smith",2040,1832,55,13,3872
"G4801190","1910","Texas","480","Delta","1190","Delta",7082,6675,418,391,13757
"G4801210","1910","Texas","480","Denton","1210","Denton",15035,14006,1115,1095,29041
"G4801230","1910","Texas","480","De Witt","1230","De Witt",9613,9134,2236,2517,18747
"G4801250","1910","Texas","480","Dickens","1250","Dickens",1660,1430,0,2,3090
"G4801270","1910","Texas","480","Dimmit","1270","Dimmit",1883,1548,12,17,3431
"G4801290","1910","Texas","480","Donley","1290","Donley",2740,2505,15,23,5245
"G4801310","1910","Texas","480","Duval","1310","Duval",4586,4370,2,6,8956
"G4801330","1910","Texas","480","Eastland","1330","Eastland",12047,11317,27,30,23364
"G4801350","1910","Texas","480","Ector","1350","Ector",629,549,0,0,1178
"G4801370","1910","Texas","480","Edwards","1370","Edwards",2102,1662,4,0,3764
"G4801390","1910","Texas","480","Ellis","1390","Ellis",22791,21215,4940,4683,44006
"G4801410","1910","Texas","480","El Paso","1410","El Paso",25903,24826,768,794,50729
"G4801430","1910","Texas","480","Erath","1430","Erath",16468,15038,318,271,31506
"G4801450","1910","Texas","480","Falls","1450","Falls",12004,11031,6267,6345,23035
"G4801470","1910","Texas","480","Fannin","1470","Fannin",20214,19221,2738,2628,39435
"G4801490","1910","Texas","480","Fayette","1490","Fayette",11224,11210,3655,3706,22434
"G4801510","1910","Texas","480","Fisher","1510","Fisher",6663,5924,7,2,12587
"G4801530","1910","Texas","480","Floyd","1530","Floyd",2407,2231,0,0,4638
"G4801550","1910","Texas","480","Foard","1550","Foard",3079,2641,2,4,5720
"G4801570","1910","Texas","480","Fort Bend","1570","Fort Bend",3747,2999,6266,5156,6746
"G4801590","1910","Texas","480","Franklin","1590","Franklin",4457,4139,378,357,8596
"G4801610","1910","Texas","480","Freestone","1610","Freestone",6176,5609,4344,4428,11785
"G4801630","1910","Texas","480","Frio","1630","Frio",4569,4175,85,66,8744
"G4801650","1910","Texas","480","Gaines","1650","Gaines",710,545,0,0,1255
"G4801670","1910","Texas","480","Galveston","1670","Galveston",19379,16265,4270,4477,35644
"G4801690","1910","Texas","480","Garza","1690","Garza",1231,728,27,9,1959
"G4801710","1910","Texas","480","Gillespie","1710","Gillespie",4785,4546,64,52,9331
"G4801730","1910","Texas","480","Glasscock","1730","Glasscock",606,532,4,1,1138
"G4801750","1910","Texas","480","Goliad","1750","Goliad",4464,3944,738,763,8408
"G4801770","1910","Texas","480","Gonzales","1770","Gonzales",10299,9543,4125,4087,19842
"G4801790","1910","Texas","480","Gray","1790","Gray",1798,1605,2,0,3403
"G4801810","1910","Texas","480","Grayson","1810","Grayson",29819,28402,3859,3894,58221
"G4801830","1910","Texas","480","Gregg","1830","Gregg",3287,3056,3770,4011,6343
"G4801850","1910","Texas","480","Grimes","1850","Grimes",5842,5501,4802,5056,11343
"G4801870","1910","Texas","480","Guadalupe","1870","Guadalupe",10135,9084,2829,2852,19219
"G4801890","1910","Texas","480","Hale","1890","Hale",4055,3506,3,2,7561
"G4801910","1910","Texas","480","Hall","1910","Hall",4359,3918,2,0,8277
"G4801930","1910","Texas","480","Hamilton","1930","Hamilton",7678,7629,3,5,15307
"G4801950","1910","Texas","480","Hansford","1950","Hansford",542,390,0,0,932
"G4801970","1910","Texas","480","Hardeman","1970","Hardeman",6015,5156,25,15,11171
"G4801990","1910","Texas","480","Hardin","1990","Hardin",5741,4656,1439,1111,10397
"G4802010","1910","Texas","480","Harris","2010","Harris",44553,40078,14935,16015,84631
"G4802030","1910","Texas","480","Harrison","2030","Harrison",6930,6614,11554,12144,13544
"G4802050","1910","Texas","480","Hartley","2050","Hartley",706,589,1,2,1295
"G4802070","1910","Texas","480","Haskell","2070","Haskell",8462,7703,56,28,16165
"G4802090","1910","Texas","480","Hays","2090","Hays",6994,6358,1029,1136,13352
"G4802110","1910","Texas","480","Hemphill","2110","Hemphill",1708,1462,0,0,3170
"G4802130","1910","Texas","480","Henderson","2130","Henderson",8355,7599,2150,2027,15954
"G4802150","1910","Texas","480","Hidalgo","2150","Hidalgo",7330,6329,33,29,13659
"G4802170","1910","Texas","480","Hill","2170","Hill",21791,20108,2450,2406,41899
"G4802190","1910","Texas","480","Hockley","2190","Hockley",79,58,0,0,137
"G4802210","1910","Texas","480","Hood","2210","Hood",5047,4749,103,109,9796
"G4802230","1910","Texas","480","Hopkins","2230","Hopkins",14400,13355,1670,1613,27755
"G4802250","1910","Texas","480","Houston","2250","Houston",8873,8143,6347,6201,17016
"G4802270","1910","Texas","480","Howard","2270","Howard",4709,4166,3,1,8875
"G4802310","1910","Texas","480","Hunt","2310","Hunt",22495,21036,2245,2334,43531
"G4802330","1910","Texas","480","Hutchinson","2330","Hutchinson",489,402,0,1,891
"G4802350","1910","Texas","480","Irion","2350","Irion",668,614,1,0,1282
"G4802370","1910","Texas","480","Jack","2370","Jack",6103,5596,58,60,11699
"G4802390","1910","Texas","480","Jackson","2390","Jackson",2332,2025,1020,1094,4357
"G4802410","1910","Texas","480","Jasper","2410","Jasper",5004,4265,2520,2211,9269
"G4802430","1910","Texas","480","Jeff Davis","2430","Jeff Davis",865,766,29,18,1631
"G4802450","1910","Texas","480","Jefferson","2450","Jefferson",15349,12133,5551,5125,27482
"G4802510","1910","Texas","480","Johnson","2510","Johnson",16792,16031,787,850,32823
"G4802530","1910","Texas","480","Jones","2530","Jones",12565,11475,146,113,24040
"G4802550","1910","Texas","480","Karnes","2550","Karnes",7429,6720,389,404,14149
"G4802570","1910","Texas","480","Kaufman","2570","Kaufman",13906,13043,4233,4141,26949
"G4802590","1910","Texas","480","Kendall","2590","Kendall",2192,2072,112,141,4264
"G4802630","1910","Texas","480","Kent","2630","Kent",1438,1216,1,0,2654
"G4802650","1910","Texas","480","Kerr","2650","Kerr",2691,2564,131,117,5255
"G4802670","1910","Texas","480","Kimble","2670","Kimble",1715,1546,0,0,3261
"G4802690","1910","Texas","480","King","2690","King",455,347,7,1,802
"G4802710","1910","Texas","480","Kinney","2710","Kinney",1751,1292,73,85,3043
"G4802750","1910","Texas","480","Knox","2750","Knox",5154,4454,13,4,9608
"G4802770","1910","Texas","480","Lamar","2770","Lamar",18244,17304,5420,5573,35548
"G4802790","1910","Texas","480","Lamb","2790","Lamb",312,227,0,1,539
"G4802810","1910","Texas","480","Lampasas","2810","Lampasas",4700,4395,214,222,9095
"G4802830","1910","Texas","480","La Salle","2830","La Salle",2451,2203,47,46,4654
"G4802850","1910","Texas","480","Lavaca","2850","Lavaca",11118,10916,2163,2221,22034
"G4802870","1910","Texas","480","Lee","2870","Lee",4656,4437,2001,2038,9093
"G4802890","1910","Texas","480","Leon","2890","Leon",5015,4690,3512,3366,9705
"G4802910","1910","Texas","480","Liberty","2910","Liberty",4066,3218,1827,1574,7284
"G4802930","1910","Texas","480","Limestone","2930","Limestone",13124,12231,4858,4389,25355
"G4802950","1910","Texas","480","Lipscomb","2950","Lipscomb",1391,1240,1,2,2631
"G4802970","1910","Texas","480","Live Oak","2970","Live Oak",1773,1633,21,15,3406
"G4802990","1910","Texas","480","Llano","2990","Llano",3342,3115,35,27,6457
"G4803010","1910","Texas","480","Loving","3010","Loving",131,117,1,0,248
"G4803030","1910","Texas","480","Lubbock","3030","Lubbock",1981,1637,4,1,3618
"G4803050","1910","Texas","480","Lynn","3050","Lynn",968,745,0,0,1713
"G4803070","1910","Texas","480","McCulloch","3070","Mcculloch",6905,6311,108,81,13216
