GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A30001,A30002,A30003,A30004,A5A001
"G3800130","1910","North Dakota","380","Burke","0130","Burke",4995,4062,2,2,9057
"G3800150","1910","North Dakota","380","Burleigh","0150","Burleigh",7461,5484,49,5,12945
"G3800170","1910","North Dakota","380","Cass","0170","Cass",18219,15584,67,53,33803
"G3800190","1910","North Dakota","380","Cavalier","0190","Cavalier",8438,7024,9,5,15462
"G3800210","1910","North Dakota","380","Dickey","0210","Dickey",5369,4464,2,4,9833
"G3800230","1910","North Dakota","380","Divide","0230","Divide",3522,2490,2,1,6012
"G3800250","1910","North Dakota","380","Dunn","0250","Dunn",2870,2195,0,0,5065
"G3800270","1910","North Dakota","380","Eddy","0270","Eddy",2727,2071,2,0,4798
"G3800290","1910","North Dakota","380","Emmons","0290","Emmons",5215,4566,6,3,9781
"G3800310","1910","North Dakota","380","Foster","0310","Foster",3020,2290,1,2,5310
"G3800350","1910","North Dakota","380","Grand Forks","0350","Grand Forks",14820,13002,35,25,27822
"G3800390","1910","North Dakota","380","Griggs","0390","Griggs",3512,2747,7,8,6259
"G3800410","1910","North Dakota","380","Hettinger","0410","Hettinger",3762,2787,4,4,6549
"G3800430","1910","North Dakota","380","Kidder","0430","Kidder",3340,2611,2,9,5951
"G3800450","1910","North Dakota","380","La Moure","0450","La Moure",5936,4783,5,0,10719
"G3800470","1910","North Dakota","380","Logan","0470","Logan",3211,2956,1,0,6167
"G3800490","1910","North Dakota","380","McHenry","0490","Mchenry",9557,8053,8,6,17610
"G3800510","1910","North Dakota","380","McIntosh","0510","Mcintosh",3796,3452,2,1,7248
"G3800530","1910","North Dakota","380","McKenzie","0530","Mckenzie",3388,2330,1,1,5718
"G3800550","1910","North Dakota","380","McLean","0550","Mclean",7640,6221,4,0,13861
"G3800570","1910","North Dakota","380","Mercer","0570","Mercer",2504,2109,0,0,4613
"G3800590","1910","North Dakota","380","Morton","0590","Morton",13644,10345,9,3,23989
"G3800610","1910","North Dakota","380","Mountrail","0610","Mountrail",4770,3630,1,0,8400
"G3800630","1910","North Dakota","380","Nelson","0630","Nelson",5672,4467,1,0,10139
"G3800650","1910","North Dakota","380","Oliver","0650","Oliver",1953,1624,0,0,3577
"G3800670","1910","North Dakota","380","Pembina","0670","Pembina",7571,6787,3,2,14358
"G3800690","1910","North Dakota","380","Pierce","0690","Pierce",5364,4351,12,13,9715
"G3800710","1910","North Dakota","380","Ramsey","0710","Ramsey",8687,6454,27,17,15141
"G3800730","1910","North Dakota","380","Ransom","0730","Ransom",5632,4705,7,1,10337
"G3800750","1910","North Dakota","380","Renville","0750","Renville",4304,3536,0,0,7840
"G3800770","1910","North Dakota","380","Richland","0770","Richland",10475,9048,6,5,19523
"G3800790","1910","North Dakota","380","Rolette","0790","Rolette",4106,3317,3,3,7423
"G3800810","1910","North Dakota","380","Sargent","0810","Sargent",5098,4054,0,1,9152
"G3800830","1910","North Dakota","380","Sheridan","0830","Sheridan",4312,3791,0,0,8103
"G3800890","1910","North Dakota","380","Stark","0890","Stark",6841,5652,2,4,12493
"G3800910","1910","North Dakota","380","Steele","0910","Steele",4252,3361,3,0,7613
"G3800930","1910","North Dakota","380","Stutsman","0930","Stutsman",10008,8170,6,2,18178
"G3800950","1910","North Dakota","380","Towner","0950","Towner",4954,3987,13,6,8941
"G3800970","1910","North Dakota","380","Traill","0970","Traill",6745,5798,2,0,12543
"G3800990","1910","North Dakota","380","Walsh","0990","Walsh",10317,9155,2,3,19472
"G3801010","1910","North Dakota","380","Ward","1010","Ward",13688,11489,45,22,25177
"G3801030","1910","North Dakota","380","Wells","1030","Wells",6458,5353,2,1,11811
"G3801050","1910","North Dakota","380","Williams","1050","Williams",8148,5957,14,10,14105
"G3900010","1910","Ohio","390","Adams","0010","Adams",12639,11931,88,96,24570
"G3900030","1910","Ohio","390","Allen","0030","Allen",27972,27572,564,466,55544
"G3900050","1910","Ohio","390","Ashland","0050","Ashland",11433,11517,14,11,22950
"G3900070","1910","Ohio","390","Ashtabula","0070","Ashtabula",30266,29057,113,104,59323
"G3900090","1910","Ohio","390","Athens","0090","Athens",24035,22517,686,554,46552
"G3900110","1910","Ohio","390","Auglaize","0110","Auglaize",15892,15317,17,19,31209
"G3900130","1910","Ohio","390","Belmont","0130","Belmont",39251,35819,954,828,75070
"G3900150","1910","Ohio","390","Brown","0150","Brown",11840,11704,674,614,23544
"G3900170","1910","Ohio","390","Butler","0170","Butler",34975,33504,929,852,68479
"G3900190","1910","Ohio","390","Carroll","0190","Carroll",8038,7698,10,15,15736
"G3900210","1910","Ohio","390","Champaign","0210","Champaign",12509,12425,708,702,24934
"G3900230","1910","Ohio","390","Clark","0230","Clark",30905,29934,2937,2646,60839
"G3900250","1910","Ohio","390","Clermont","0250","Clermont",14086,14599,435,430,28685
"G3900270","1910","Ohio","390","Clinton","0270","Clinton",11323,11417,479,460,22740
"G3900290","1910","Ohio","390","Columbiana","0290","Columbiana",38435,37204,499,468,75639
"G3900310","1910","Ohio","390","Coshocton","0310","Coshocton",15056,14966,44,53,30022
"G3900330","1910","Ohio","390","Crawford","0330","Crawford",17394,16564,52,25,33958
"G3900350","1910","Ohio","390","Cuyahoga","0350","Cuyahoga",323745,304608,4519,4244,628353
"G3900370","1910","Ohio","390","Darke","0370","Darke",21779,20778,192,184,42557
"G3900390","1910","Ohio","390","Defiance","0390","Defiance",12351,12124,14,9,24475
"G3900410","1910","Ohio","390","Delaware","0410","Delaware",13103,13403,291,380,26506
"G3900430","1910","Ohio","390","Erie","0430","Erie",19794,18221,173,138,38015
"G3900450","1910","Ohio","390","Fairfield","0450","Fairfield",19842,18905,307,142,38747
"G3900470","1910","Ohio","390","Fayette","0470","Fayette",10386,10127,647,584,20513
"G3900490","1910","Ohio","390","Franklin","0490","Franklin",104900,102592,7483,6523,207492
"G3900510","1910","Ohio","390","Fulton","0510","Fulton",12251,11657,2,4,23908
"G3900530","1910","Ohio","390","Gallia","0530","Gallia",12104,11763,983,892,23867
"G3900550","1910","Ohio","390","Geauga","0550","Geauga",7602,7059,8,1,14661
"G3900570","1910","Ohio","390","Greene","0570","Greene",12854,12906,1997,1973,25760
"G3900590","1910","Ohio","390","Guernsey","0590","Guernsey",21884,20343,257,232,42227
"G3900610","1910","Ohio","390","Hamilton","0610","Hamilton",214158,222239,12167,12133,436397
"G3900630","1910","Ohio","390","Hancock","0630","Hancock",18631,18978,125,124,37609
"G3900650","1910","Ohio","390","Hardin","0650","Hardin",15203,14645,299,257,29848
"G3900670","1910","Ohio","390","Harrison","0670","Harrison",9200,9264,284,328,18464
"G3900690","1910","Ohio","390","Henry","0690","Henry",12842,12269,4,4,25111
"G3900710","1910","Ohio","390","Highland","0710","Highland",13582,13737,708,671,27319
"G3900730","1910","Ohio","390","Hocking","0730","Hocking",12143,11363,80,63,23506
"G3900750","1910","Ohio","390","Holmes","0750","Holmes",9101,8800,3,5,17901
"G3900770","1910","Ohio","390","Huron","0770","Huron",17150,16771,158,126,33921
"G3900790","1910","Ohio","390","Jackson","0790","Jackson",15245,14836,369,339,30081
"G3900810","1910","Ohio","390","Jefferson","0810","Jefferson",34678,29090,826,821,63768
"G3900830","1910","Ohio","390","Knox","0830","Knox",14906,14951,166,157,29857
"G3900850","1910","Ohio","390","Lake","0850","Lake",11394,11291,124,113,22685
"G3900870","1910","Ohio","390","Lawrence","0870","Lawrence",18840,18856,957,832,37696
"G3900890","1910","Ohio","390","Licking","0890","Licking",28221,26929,219,213,55150
"G3900910","1910","Ohio","390","Logan","0910","Logan",14816,14490,401,376,29306
"G3900930","1910","Ohio","390","Lorain","0930","Lorain",39900,34595,740,781,74495
"G3900950","1910","Ohio","390","Lucas","0950","Lucas",96377,94380,958,960,190757
"G3900970","1910","Ohio","390","Madison","0970","Madison",9832,9323,410,335,19155
"G3900990","1910","Ohio","390","Mahoning","0990","Mahoning",63221,50825,1148,935,114046
"G3901010","1910","Ohio","390","Marion","1010","Marion",17124,16615,124,108,33739
"G3901030","1910","Ohio","390","Medina","1030","Medina",11980,11504,60,54,23484
"G3901050","1910","Ohio","390","Meigs","1050","Meigs",12484,12420,353,337,24904
"G3901070","1910","Ohio","390","Mercer","1070","Mercer",14055,13366,66,49,27421
"G3901090","1910","Ohio","390","Miami","1090","Miami",21903,22033,563,546,43936
"G3901110","1910","Ohio","390","Monroe","1110","Monroe",12143,12010,45,45,24153
"G3901130","1910","Ohio","390","Montgomery","1130","Montgomery",82143,76110,2929,2552,158253
"G3901150","1910","Ohio","390","Morgan","1150","Morgan",7926,8024,84,63,15950
"G3901170","1910","Ohio","390","Morrow","1170","Morrow",8511,8248,27,29,16759
"G3901190","1910","Ohio","390","Muskingum","1190","Muskingum",27637,28150,820,866,55787
"G3901210","1910","Ohio","390","Noble","1210","Noble",9460,9096,20,24,18556
"G3901230","1910","Ohio","390","Ottawa","1230","Ottawa",11655,10673,22,9,22328
"G3901250","1910","Ohio","390","Paulding","1250","Paulding",11535,10693,274,228,22228
"G3901270","1910","Ohio","390","Perry","1270","Perry",18081,16751,298,265,34832
"G3901290","1910","Ohio","390","Pickaway","1290","Pickaway",13160,12303,415,280,25463
"G3901310","1910","Ohio","390","Pike","1310","Pike",7828,7178,435,282,15006
"G3901330","1910","Ohio","390","Portage","1330","Portage",15402,14709,100,92,30111
"G3901350","1910","Ohio","390","Preble","1350","Preble",11854,11715,149,116,23569
"G3901370","1910","Ohio","390","Putnam","1370","Putnam",15187,14759,12,14,29946
"G3901390","1910","Ohio","390","Richland","1390","Richland",24006,23406,184,69,47412
"G3901410","1910","Ohio","390","Ross","1410","Ross",18810,18876,1230,1152,37686
"G3901430","1910","Ohio","390","Sandusky","1430","Sandusky",17711,17310,72,74,35021
"G3901450","1910","Ohio","390","Scioto","1450","Scioto",24136,23306,603,413,47442
"G3901470","1910","Ohio","390","Seneca","1470","Seneca",21314,20947,82,75,42261
"G3901490","1910","Ohio","390","Shelby","1490","Shelby",12408,12024,114,117,24432
"G3901510","1910","Ohio","390","Stark","1510","Stark",63703,58519,416,336,122222
"G3901530","1910","Ohio","390","Summit","1530","Summit",57177,50303,417,340,107480
"G3901550","1910","Ohio","390","Trumbull","1550","Trumbull",27065,25490,110,98,52555
"G3901570","1910","Ohio","390","Tuscarawas","1570","Tuscarawas",29155,27676,108,86,56831
"G3901590","1910","Ohio","390","Union","1590","Union",10892,10715,141,123,21607
"G3901610","1910","Ohio","390","Van Wert","1610","Van Wert",14676,14116,166,161,28792
"G3901630","1910","Ohio","390","Vinton","1630","Vinton",6636,6247,117,96,12883
"G3901650","1910","Ohio","390","Warren","1650","Warren",11896,11872,385,344,23768
"G3901670","1910","Ohio","390","Washington","1670","Washington",21929,22112,702,676,44041
"G3901690","1910","Ohio","390","Wayne","1690","Wayne",19125,18858,40,30,37983
"G3901710","1910","Ohio","390","Williams","1710","Williams",12836,12357,1,4,25193
"G3901730","1910","Ohio","390","Wood","1730","Wood",23904,22276,77,73,46180
"G3901750","1910","Ohio","390","Wyandot","1750","Wyandot",10551,10185,12,9,20736
"G4000010","1910","Oklahoma","400","Adair","0010","Adair",3442,3195,16,6,6637
"G4000030","1910","Oklahoma","400","Alfalfa","0030","Alfalfa",9518,8615,3,2,18133
"G4000050","1910","Oklahoma","400","Atoka","0050","Atoka",5799,4937,1161,948,10736
"G4000070","1910","Oklahoma","400","Beaver","0070","Beaver",7393,6226,7,5,13619
"G4000090","1910","Oklahoma","400","Beckham","0090","Beckham",10351,9316,0,2,19667
"G4000110","1910","Oklahoma","400","Blaine","0110","Blaine",8252,7271,729,705,15523
"G4000130","1910","Oklahoma","400","Bryan","0130","Bryan",13546,12145,1177,1007,25691
"G4000150","1910","Oklahoma","400","Caddo","0150","Caddo",17575,15323,637,541,32898
"G4000170","1910","Oklahoma","400","Canadian","0170","Canadian",11979,10283,452,371,22262
"G4000190","1910","Oklahoma","400","Carter","0190","Carter",10550,9533,2195,2120,20083
"G4000210","1910","Oklahoma","400","Cherokee","0210","Cherokee",6091,5376,499,496,11467
"G4000230","1910","Oklahoma","400","Choctaw","0230","Choctaw",8656,7555,2163,2140,16211
"G4000250","1910","Oklahoma","400","Cimarron","0250","Cimarron",2555,1995,1,1,4550
"G4000270","1910","Oklahoma","400","Cleveland","0270","Cleveland",9439,8571,219,237,18010
"G4000290","1910","Oklahoma","400","Coal","0290","Coal",7567,6664,508,468,14231
"G4000310","1910","Oklahoma","400","Comanche","0310","Comanche",21319,17823,521,441,39142
"G4000350","1910","Oklahoma","400","Craig","0350","Craig",7005,5930,609,566,12935
"G4000370","1910","Oklahoma","400","Creek","0370","Creek",12371,10364,1485,1293,22735
"G4000390","1910","Oklahoma","400","Custer","0390","Custer",11892,10693,153,138,22585
"G4000410","1910","Oklahoma","400","Delaware","0410","Delaware",4223,3604,17,21,7827
"G4000430","1910","Oklahoma","400","Dewey","0430","Dewey",7346,6510,31,21,13856
"G4000450","1910","Oklahoma","400","Ellis","0450","Ellis",8173,7196,1,1,15369
"G4000470","1910","Oklahoma","400","Garfield","0470","Garfield",16871,15353,423,399,32224
"G4000490","1910","Oklahoma","400","Garvin","0490","Garvin",12324,10797,1150,1168,23121
"G4000510","1910","Oklahoma","400","Grady","0510","Grady",14697,12999,918,813,27696
"G4000530","1910","Oklahoma","400","Grant","0530","Grant",9995,8751,6,8,18746
"G4000550","1910","Oklahoma","400","Greer","0550","Greer",8586,7717,80,66,16303
"G4000570","1910","Oklahoma","400","Harmon","0570","Harmon",5916,5412,0,0,11328
"G4000590","1910","Oklahoma","400","Harper","0590","Harper",4429,3749,2,2,8178
"G4000610","1910","Oklahoma","400","Haskell","0610","Haskell",9286,8204,204,181,17490
"G4000630","1910","Oklahoma","400","Hughes","0630","Hughes",11065,9804,900,837,20869
"G4000650","1910","Oklahoma","400","Jackson","0650","Jackson",12867,10755,70,44,23622
"G4000670","1910","Oklahoma","400","Jefferson","0670","Jefferson",9168,7681,228,169,16849
"G4000690","1910","Oklahoma","400","Johnston","0690","Johnston",7748,7183,451,433,14931
"G4000710","1910","Oklahoma","400","Kay","0710","Kay",13771,12114,54,55,25885
"G4000730","1910","Oklahoma","400","Kingfisher","0730","Kingfisher",8590,7721,1215,1177,16311
"G4000750","1910","Oklahoma","400","Kiowa","0750","Kiowa",14093,12500,183,134,26593
"G4000770","1910","Oklahoma","400","Latimer","0770","Latimer",5393,4656,358,260,10049
"G4000790","1910","Oklahoma","400","Le Flore","0790","Le Flore",13716,12279,964,817,25995
"G4000810","1910","Oklahoma","400","Lincoln","0810","Lincoln",15944,14634,2031,1914,30578
"G4000830","1910","Oklahoma","400","Logan","0830","Logan",12367,11143,4107,4089,23510
"G4000850","1910","Oklahoma","400","Love","0850","Love",4675,3990,535,486,8665
"G4000870","1910","Oklahoma","400","McClain","0870","Mcclain",7610,6534,573,508,14144
"G4000890","1910","Oklahoma","400","McCurtain","0890","Mccurtain",7358,6211,2383,2193,13569
"G4000910","1910","Oklahoma","400","McIntosh","0910","Mcintosh",7028,6232,2739,2544,13260
"G4000930","1910","Oklahoma","400","Major","0930","Major",8057,7101,57,33,15158
"G4000950","1910","Oklahoma","400","Marshall","0950","Marshall",5530,4974,156,163,10504
"G4000970","1910","Oklahoma","400","Mayes","0970","Mayes",5260,4415,410,389,9675
"G4000990","1910","Oklahoma","400","Murray","0990","Murray",6146,5701,199,224,11847
"G4001010","1910","Oklahoma","400","Muskogee","1010","Muskogee",18057,15346,8375,8079,33403
"G4001030","1910","Oklahoma","400","Noble","1030","Noble",7370,6517,339,303,13887
"G4001050","1910","Oklahoma","400","Nowata","1050","Nowata",5835,4668,989,965,10503
"G4001070","1910","Oklahoma","400","Okfuskee","1070","Okfuskee",5923,5266,4177,3896,11189
"G4001090","1910","Oklahoma","400","Oklahoma","1090","Oklahoma",41885,33891,4931,4296,75776
"G4001110","1910","Oklahoma","400","Okmulgee","1110","Okmulgee",7624,6389,3115,2818,14013
"G4001130","1910","Oklahoma","400","Osage","1130","Osage",10304,7938,234,157,18242
"G4001150","1910","Oklahoma","400","Ottawa","1150","Ottawa",7114,6227,6,5,13341
"G4001170","1910","Oklahoma","400","Pawnee","1170","Pawnee",8434,7422,445,361,15856
"G4001190","1910","Oklahoma","400","Payne","1190","Payne",11701,10512,785,671,22213
"G4001210","1910","Oklahoma","400","Pittsburg","1210","Pittsburg",22264,18727,3122,2122,40991
"G4001230","1910","Oklahoma","400","Pontotoc","1230","Pontotoc",11725,10701,569,440,22426
"G4001250","1910","Oklahoma","400","Pottowatomie","1250","Pottowatomie",21123,19256,1081,936,40379
"G4001270","1910","Oklahoma","400","Pushmataha","1270","Pushmataha",4775,4034,192,193,8809
"G4001290","1910","Oklahoma","400","Roger Mills","1290","Roger Mills",6793,6000,0,0,12793
"G4001310","1910","Oklahoma","400","Rogers","1310","Rogers",7498,6492,339,281,13990
"G4001330","1910","Oklahoma","400","Seminole","1330","Seminole",7635,6619,2106,1975,14254
"G4001350","1910","Oklahoma","400","Sequoyah","1350","Sequoyah",10037,8914,1619,1559,18951
