GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFQ001
"G1301450","1930","Georgia","130","Harris","1450","Harris",3447
"G1301470","1930","Georgia","130","Hart","1470","Hart",11281
"G1301490","1930","Georgia","130","Heard","1490","Heard",6733
"G1301510","1930","Georgia","130","Henry","1510","Henry",8010
"G1301530","1930","Georgia","130","Houston","1530","Houston",3652
"G1301550","1930","Georgia","130","Irwin","1550","Irwin",7655
"G1301570","1930","Georgia","130","Jackson","1570","Jackson",17543
"G1301590","1930","Georgia","130","Jasper","1590","Jasper",3357
"G1301610","1930","Georgia","130","Jeff Davis","1610","Jeff Davis",6453
"G1301630","1930","Georgia","130","Jefferson","1630","Jefferson",8685
"G1301650","1930","Georgia","130","Jenkins","1650","Jenkins",5443
"G1301670","1930","Georgia","130","Johnson","1670","Johnson",7720
"G1301690","1930","Georgia","130","Jones","1690","Jones",3217
"G1301710","1930","Georgia","130","Lamar","1710","Lamar",5272
"G1301730","1930","Georgia","130","Lanier","1730","Lanier",3250
"G1301750","1930","Georgia","130","Laurens","1750","Laurens",19157
"G1301770","1930","Georgia","130","Lee","1770","Lee",1836
"G1301790","1930","Georgia","130","Liberty","1790","Liberty",2621
"G1301810","1930","Georgia","130","Lincoln","1810","Lincoln",3754
"G1301830","1930","Georgia","130","Long","1830","Long",2392
"G1301850","1930","Georgia","130","Lowndes","1850","Lowndes",16211
"G1301870","1930","Georgia","130","Lumpkin","1870","Lumpkin",4739
"G1301890","1930","Georgia","130","McDuffie","1890","Mcduffie",4442
"G1301910","1930","Georgia","130","McIntosh","1910","Mcintosh",1880
"G1301930","1930","Georgia","130","Macon","1930","Macon",5451
"G1301950","1930","Georgia","130","Madison","1950","Madison",12087
"G1301970","1930","Georgia","130","Marion","1970","Marion",3053
"G1301990","1930","Georgia","130","Meriwether","1990","Meriwether",10671
"G1302010","1930","Georgia","130","Miller","2010","Miller",5993
"G1302015","1930","Georgia","130","Milton","2015","Milton",6297
"G1302050","1930","Georgia","130","Mitchell","2050","Mitchell",11758
"G1302070","1930","Georgia","130","Monroe","2070","Monroe",4856
"G1302090","1930","Georgia","130","Montgomery","2090","Montgomery",5553
"G1302110","1930","Georgia","130","Morgan","2110","Morgan",5289
"G1302130","1930","Georgia","130","Murray","2130","Murray",8882
"G1302150","1930","Georgia","130","Muscogee","2150","Muscogee",36889
"G1302170","1930","Georgia","130","Newton","2170","Newton",10512
"G1302190","1930","Georgia","130","Oconee","2190","Oconee",5681
"G1302210","1930","Georgia","130","Oglethorpe","2210","Oglethorpe",6503
"G1302230","1930","Georgia","130","Paulding","2230","Paulding",11203
"G1302250","1930","Georgia","130","Peach","2250","Peach",3703
"G1302270","1930","Georgia","130","Pickens","2270","Pickens",8892
"G1302290","1930","Georgia","130","Pierce","2290","Pierce",9277
"G1302310","1930","Georgia","130","Pike","2310","Pike",5452
"G1302330","1930","Georgia","130","Polk","2330","Polk",20390
"G1302350","1930","Georgia","130","Pulaski","2350","Pulaski",3949
"G1302370","1930","Georgia","130","Putnam","2370","Putnam",3155
"G1302390","1930","Georgia","130","Quitman","2390","Quitman",1178
"G1302410","1930","Georgia","130","Rabun","2410","Rabun",6167
"G1302430","1930","Georgia","130","Randolph","2430","Randolph",5623
"G1302450","1930","Georgia","130","Richmond","2450","Richmond",42613
"G1302470","1930","Georgia","130","Rockdale","2470","Rockdale",4806
"G1302490","1930","Georgia","130","Schley","2490","Schley",2027
"G1302510","1930","Georgia","130","Screven","2510","Screven",8882
"G1302530","1930","Georgia","130","Seminole","2530","Seminole",4491
"G1302550","1930","Georgia","130","Spalding","2550","Spalding",15339
"G1302570","1930","Georgia","130","Stephens","2570","Stephens",9653
"G1302590","1930","Georgia","130","Stewart","2590","Stewart",3184
"G1302610","1930","Georgia","130","Sumter","2610","Sumter",9410
"G1302630","1930","Georgia","130","Talbot","2630","Talbot",2630
"G1302650","1930","Georgia","130","Taliaferro","2650","Taliaferro",1950
"G1302670","1930","Georgia","130","Tattnall","2670","Tattnall",12083
"G1302690","1930","Georgia","130","Taylor","2690","Taylor",5375
"G1302710","1930","Georgia","130","Telfair","2710","Telfair",10138
"G1302730","1930","Georgia","130","Terrell","2730","Terrell",5308
"G1302750","1930","Georgia","130","Thomas","2750","Thomas",16756
"G1302770","1930","Georgia","130","Tift","2770","Tift",11194
"G1302790","1930","Georgia","130","Toombs","2790","Toombs",12275
"G1302810","1930","Georgia","130","Towns","2810","Towns",4346
"G1302830","1930","Georgia","130","Treutlen","2830","Treutlen",5015
"G1302850","1930","Georgia","130","Troup","2850","Troup",21657
"G1302870","1930","Georgia","130","Turner","2870","Turner",7330
"G1302890","1930","Georgia","130","Twiggs","2890","Twiggs",3037
"G1302910","1930","Georgia","130","Union","2910","Union",6293
"G1302930","1930","Georgia","130","Upson","2930","Upson",12565
"G1302950","1930","Georgia","130","Walker","2950","Walker",23847
"G1302970","1930","Georgia","130","Walton","2970","Walton",14351
"G1302990","1930","Georgia","130","Ware","2990","Ware",18342
"G1303010","1930","Georgia","130","Warren","3010","Warren",3830
"G1303030","1930","Georgia","130","Washington","3030","Washington",10898
"G1303050","1930","Georgia","130","Wayne","3050","Wayne",9651
"G1303070","1930","Georgia","130","Webster","3070","Webster",1994
"G1303090","1930","Georgia","130","Wheeler","3090","Wheeler",6211
"G1303110","1930","Georgia","130","White","3110","White",5669
"G1303130","1930","Georgia","130","Whitfield","3130","Whitfield",19424
"G1303150","1930","Georgia","130","Wilcox","3150","Wilcox",7966
"G1303170","1930","Georgia","130","Wilkes","3170","Wilkes",5856
"G1303190","1930","Georgia","130","Wilkinson","3190","Wilkinson",5730
"G1303210","1930","Georgia","130","Worth","3210","Worth",11519
"G1550015","1930","Hawaii Territory","155","Hawaii","0015","Hawaii",
"G1550035","1930","Hawaii Territory","155","Honolulu","0035","Honolulu",
"G1550075","1930","Hawaii Territory","155","Kauai","0075","Kauai",
"G1550095","1930","Hawaii Territory","155","Maui","0095","Maui",
"G1600010","1930","Idaho","160","Ada","0010","Ada",37583
"G1600030","1930","Idaho","160","Adams","0030","Adams",2866
"G1600050","1930","Idaho","160","Bannock","0050","Bannock",29857
"G1600070","1930","Idaho","160","Bear Lake","0070","Bear Lake",7844
"G1600090","1930","Idaho","160","Benewah","0090","Benewah",5947
"G1600110","1930","Idaho","160","Bingham","0110","Bingham",17422
"G1600130","1930","Idaho","160","Blaine","0130","Blaine",3743
"G1600150","1930","Idaho","160","Boise","0150","Boise",1841
"G1600170","1930","Idaho","160","Bonner","0170","Bonner",13115
"G1600190","1930","Idaho","160","Bonneville","0190","Bonneville",19115
"G1600210","1930","Idaho","160","Boundary","0210","Boundary",4358
"G1600230","1930","Idaho","160","Butte","0230","Butte",1914
"G1600250","1930","Idaho","160","Camas","0250","Camas",1408
"G1600270","1930","Idaho","160","Canyon","0270","Canyon",30725
"G1600290","1930","Idaho","160","Caribou","0290","Caribou",2119
"G1600310","1930","Idaho","160","Cassia","0310","Cassia",13050
"G1600330","1930","Idaho","160","Clark","0330","Clark",1089
"G1600350","1930","Idaho","160","Clearwater","0350","Clearwater",6503
"G1600370","1930","Idaho","160","Custer","0370","Custer",3151
"G1600390","1930","Idaho","160","Elmore","0390","Elmore",4425
"G1600410","1930","Idaho","160","Franklin","0410","Franklin",9305
"G1600430","1930","Idaho","160","Fremont","0430","Fremont",9842
"G1600450","1930","Idaho","160","Gem","0450","Gem",7407
"G1600470","1930","Idaho","160","Gooding","0470","Gooding",7543
"G1600490","1930","Idaho","160","Idaho","0490","Idaho",9859
"G1600510","1930","Idaho","160","Jefferson","0510","Jefferson",9141
"G1600530","1930","Idaho","160","Jerome","0530","Jerome",8304
"G1600550","1930","Idaho","160","Kootenai","0550","Kootenai",19331
"G1600570","1930","Idaho","160","Latah","0570","Latah",17735
"G1600590","1930","Idaho","160","Lemhi","0590","Lemhi",4628
"G1600610","1930","Idaho","160","Lewis","0610","Lewis",5089
"G1600630","1930","Idaho","160","Lincoln","0630","Lincoln",3170
"G1600650","1930","Idaho","160","Madison","0650","Madison",8052
"G1600670","1930","Idaho","160","Minidoka","0670","Minidoka",8325
"G1600690","1930","Idaho","160","Nez Perce","0690","Nez Perce",16818
"G1600710","1930","Idaho","160","Oneida","0710","Oneida",5867
"G1600730","1930","Idaho","160","Owyhee","0730","Owyhee",3927
"G1600750","1930","Idaho","160","Payette","0750","Payette",7303
"G1600770","1930","Idaho","160","Power","0770","Power",4283
"G1600790","1930","Idaho","160","Shoshone","0790","Shoshone",18974
"G1600810","1930","Idaho","160","Teton","0810","Teton",3568
"G1600830","1930","Idaho","160","Twin Falls","0830","Twin Falls",29604
"G1600850","1930","Idaho","160","Valley","0850","Valley",3471
"G1600870","1930","Idaho","160","Washington","0870","Washington",7941
"G1600875","1930","Idaho","160","Yellowstone National Park","0875","Yellowstone National Park",
"G1700010","1930","Illinois","170","Adams","0010","Adams",61405
"G1700030","1930","Illinois","170","Alexander","0030","Alexander",15914
"G1700050","1930","Illinois","170","Bond","0050","Bond",14341
"G1700070","1930","Illinois","170","Boone","0070","Boone",15021
"G1700090","1930","Illinois","170","Brown","0090","Brown",7888
"G1700110","1930","Illinois","170","Bureau","0110","Bureau",38384
"G1700130","1930","Illinois","170","Calhoun","0130","Calhoun",8034
"G1700150","1930","Illinois","170","Carroll","0150","Carroll",18260
"G1700170","1930","Illinois","170","Cass","0170","Cass",16519
"G1700190","1930","Illinois","170","Champaign","0190","Champaign",62198
"G1700210","1930","Illinois","170","Christian","0210","Christian",37382
"G1700230","1930","Illinois","170","Clark","0230","Clark",17856
"G1700250","1930","Illinois","170","Clay","0250","Clay",16141
"G1700270","1930","Illinois","170","Clinton","0270","Clinton",21196
"G1700290","1930","Illinois","170","Coles","0290","Coles",37135
"G1700310","1930","Illinois","170","Cook","0310","Cook",3708281
"G1700330","1930","Illinois","170","Crawford","0330","Crawford",21081
"G1700350","1930","Illinois","170","Cumberland","0350","Cumberland",10419
"G1700370","1930","Illinois","170","DeKalb","0370","De Kalb",32367
"G1700390","1930","Illinois","170","De Witt","0390","De Witt",18541
"G1700410","1930","Illinois","170","Douglas","0410","Douglas",17886
"G1700430","1930","Illinois","170","Du Page","0430","Du Page",91410
"G1700450","1930","Illinois","170","Edgar","0450","Edgar",24708
"G1700470","1930","Illinois","170","Edwards","0470","Edwards",8236
"G1700490","1930","Illinois","170","Effingham","0490","Effingham",18991
"G1700510","1930","Illinois","170","Fayette","0510","Fayette",23421
"G1700530","1930","Illinois","170","Ford","0530","Ford",15442
"G1700550","1930","Illinois","170","Franklin","0550","Franklin",59312
"G1700570","1930","Illinois","170","Fulton","0570","Fulton",43849
"G1700590","1930","Illinois","170","Gallatin","0590","Gallatin",9865
"G1700610","1930","Illinois","170","Greene","0610","Greene",20366
"G1700630","1930","Illinois","170","Grundy","0630","Grundy",18196
"G1700650","1930","Illinois","170","Hamilton","0650","Hamilton",12995
"G1700670","1930","Illinois","170","Hancock","0670","Hancock",26385
"G1700690","1930","Illinois","170","Hardin","0690","Hardin",6889
"G1700710","1930","Illinois","170","Henderson","0710","Henderson",8733
"G1700730","1930","Illinois","170","Henry","0730","Henry",43397
"G1700750","1930","Illinois","170","Iroquois","0750","Iroquois",32806
"G1700770","1930","Illinois","170","Jackson","0770","Jackson",33071
"G1700790","1930","Illinois","170","Jasper","0790","Jasper",12787
"G1700810","1930","Illinois","170","Jefferson","0810","Jefferson",30420
"G1700830","1930","Illinois","170","Jersey","0830","Jersey",12501
"G1700850","1930","Illinois","170","Jo Daviess","0850","Jo Daviess",20187
"G1700870","1930","Illinois","170","Johnson","0870","Johnson",10032
"G1700890","1930","Illinois","170","Kane","0890","Kane",122897
"G1700910","1930","Illinois","170","Kankakee","0910","Kankakee",49084
"G1700930","1930","Illinois","170","Kendall","0930","Kendall",10517
"G1700950","1930","Illinois","170","Knox","0950","Knox",49859
"G1700970","1930","Illinois","170","Lake","0970","Lake",101130
"G1700990","1930","Illinois","170","La Salle","0990","La Salle",96905
"G1701010","1930","Illinois","170","Lawrence","1010","Lawrence",21609
"G1701030","1930","Illinois","170","Lee","1030","Lee",31900
"G1701050","1930","Illinois","170","Livingston","1050","Livingston",38481
"G1701070","1930","Illinois","170","Logan","1070","Logan",28493
"G1701090","1930","Illinois","170","McDonough","1090","Mcdonough",27202
"G1701110","1930","Illinois","170","McHenry","1110","Mchenry",35006
"G1701130","1930","Illinois","170","McLean","1130","Mclean",72124
"G1701150","1930","Illinois","170","Macon","1150","Macon",79731
"G1701170","1930","Illinois","170","Macoupin","1170","Macoupin",48649
"G1701190","1930","Illinois","170","Madison","1190","Madison",136588
"G1701210","1930","Illinois","170","Marion","1210","Marion",34459
"G1701230","1930","Illinois","170","Marshall","1230","Marshall",12984
"G1701250","1930","Illinois","170","Mason","1250","Mason",15108
"G1701270","1930","Illinois","170","Massac","1270","Massac",12362
"G1701290","1930","Illinois","170","Menard","1290","Menard",10489
"G1701310","1930","Illinois","170","Mercer","1310","Mercer",16617
"G1701330","1930","Illinois","170","Monroe","1330","Monroe",12366
"G1701350","1930","Illinois","170","Montgomery","1350","Montgomery",35018
"G1701370","1930","Illinois","170","Morgan","1370","Morgan",33112
"G1701390","1930","Illinois","170","Moultrie","1390","Moultrie",13247
"G1701410","1930","Illinois","170","Ogle","1410","Ogle",28050
"G1701430","1930","Illinois","170","Peoria","1430","Peoria",137812
"G1701450","1930","Illinois","170","Perry","1450","Perry",22118
"G1701470","1930","Illinois","170","Piatt","1470","Piatt",15579
"G1701490","1930","Illinois","170","Pike","1490","Pike",24304
"G1701510","1930","Illinois","170","Pope","1510","Pope",7829
"G1701530","1930","Illinois","170","Pulaski","1530","Pulaski",9884
"G1701550","1930","Illinois","170","Putnam","1550","Putnam",5230
"G1701570","1930","Illinois","170","Randolph","1570","Randolph",27794
"G1701590","1930","Illinois","170","Richland","1590","Richland",14050
"G1701610","1930","Illinois","170","Rock Island","1610","Rock Island",95971
"G1701630","1930","Illinois","170","St Clair","1630","St Clair",141849
"G1701650","1930","Illinois","170","Saline","1650","Saline",35558
"G1701670","1930","Illinois","170","Sangamon","1670","Sangamon",108046
"G1701690","1930","Illinois","170","Schuyler","1690","Schuyler",11674
"G1701710","1930","Illinois","170","Scott","1710","Scott",8521
"G1701730","1930","Illinois","170","Shelby","1730","Shelby",25447
"G1701750","1930","Illinois","170","Stark","1750","Stark",9175
"G1701770","1930","Illinois","170","Stephenson","1770","Stephenson",39494
"G1701790","1930","Illinois","170","Tazewell","1790","Tazewell",46011
"G1701810","1930","Illinois","170","Union","1810","Union",19723
"G1701830","1930","Illinois","170","Vermilion","1830","Vermilion",86059
"G1701850","1930","Illinois","170","Wabash","1850","Wabash",13193
"G1701870","1930","Illinois","170","Warren","1870","Warren",21245
"G1701890","1930","Illinois","170","Washington","1890","Washington",16272
"G1701910","1930","Illinois","170","Wayne","1910","Wayne",19129
"G1701930","1930","Illinois","170","White","1930","White",17955
"G1701950","1930","Illinois","170","Whiteside","1950","Whiteside",38777
"G1701970","1930","Illinois","170","Will","1970","Will",106235
"G1701990","1930","Illinois","170","Williamson","1990","Williamson",52513
