GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AZ2001
"G3701890","1900","North Carolina","370","Watauga","1890","Watauga",13026
"G3701910","1900","North Carolina","370","Wayne","1910","Wayne",17934
"G3701930","1900","North Carolina","370","Wilkes","1930","Wilkes",24435
"G3701950","1900","North Carolina","370","Wilson","1950","Wilson",13691
"G3701970","1900","North Carolina","370","Yadkin","1970","Yadkin",12895
"G3701990","1900","North Carolina","370","Yancey","1990","Yancey",11181
"G3800030","1900","North Dakota","380","Barnes","0030","Barnes",13156
"G3800050","1900","North Dakota","380","Benson","0050","Benson",7139
"G3800070","1900","North Dakota","380","Billings","0070","Billings",971
"G3800090","1900","North Dakota","380","Bottineau","0090","Bottineau",7530
"G3800150","1900","North Dakota","380","Burleigh","0150","Burleigh",6022
"G3800170","1900","North Dakota","380","Cass","0170","Cass",28550
"G3800190","1900","North Dakota","380","Cavalier","0190","Cavalier",12530
"G3800210","1900","North Dakota","380","Dickey","0210","Dickey",6060
"G3800270","1900","North Dakota","380","Eddy","0270","Eddy",3321
"G3800290","1900","North Dakota","380","Emmons","0290","Emmons",4331
"G3800310","1900","North Dakota","380","Foster","0310","Foster",3767
"G3800350","1900","North Dakota","380","Grand Forks","0350","Grand Forks",24421
"G3800390","1900","North Dakota","380","Griggs","0390","Griggs",4736
"G3800430","1900","North Dakota","380","Kidder","0430","Kidder",1751
"G3800450","1900","North Dakota","380","La Moure","0450","La Moure",6048
"G3800470","1900","North Dakota","380","Logan","0470","Logan",1625
"G3800490","1900","North Dakota","380","McHenry","0490","Mchenry",5248
"G3800510","1900","North Dakota","380","McIntosh","0510","Mcintosh",4818
"G3800550","1900","North Dakota","380","McLean","0550","Mclean",3808
"G3800570","1900","North Dakota","380","Mercer","0570","Mercer",1738
"G3800590","1900","North Dakota","380","Morton","0590","Morton",8052
"G3800630","1900","North Dakota","380","Nelson","0630","Nelson",7316
"G3800650","1900","North Dakota","380","Oliver","0650","Oliver",990
"G3800670","1900","North Dakota","380","Pembina","0670","Pembina",17769
"G3800690","1900","North Dakota","380","Pierce","0690","Pierce",4748
"G3800710","1900","North Dakota","380","Ramsey","0710","Ramsey",9186
"G3800730","1900","North Dakota","380","Ransom","0730","Ransom",6905
"G3800770","1900","North Dakota","380","Richland","0770","Richland",17369
"G3800790","1900","North Dakota","380","Rolette","0790","Rolette",5445
"G3800810","1900","North Dakota","380","Sargent","0810","Sargent",5996
"G3800890","1900","North Dakota","380","Stark","0890","Stark",7611
"G3800910","1900","North Dakota","380","Steele","0910","Steele",5887
"G3800930","1900","North Dakota","380","Stutsman","0930","Stutsman",9139
"G3800950","1900","North Dakota","380","Towner","0950","Towner",6490
"G3800970","1900","North Dakota","380","Traill","0970","Traill",13105
"G3800990","1900","North Dakota","380","Walsh","0990","Walsh",20284
"G3801010","1900","North Dakota","380","Ward","1010","Ward",7874
"G3801030","1900","North Dakota","380","Wells","1030","Wells",8310
"G3801050","1900","North Dakota","380","Williams","1050","Williams",1368
"G3809015","1900","North Dakota","380","Devils Lake Indian Reservation","9015","Devils Lake Indian Reservation",
"G3809035","1900","North Dakota","380","Fort Berthold Indian Reservation","9035","Fort Berthold Indian Reservation",
"G3809055","1900","North Dakota","380","Standing Rock Indian Reservation","9055","Standing Rock Indian Reservation",298
"G3809075","1900","North Dakota","380","Turtle Mountain Indian Reservation","9075","Turtle Mountain Indian Reservation",
"G3900010","1900","Ohio","390","Adams","0010","Adams",26051
"G3900030","1900","Ohio","390","Allen","0030","Allen",47126
"G3900050","1900","Ohio","390","Ashland","0050","Ashland",21170
"G3900070","1900","Ohio","390","Ashtabula","0070","Ashtabula",51204
"G3900090","1900","Ohio","390","Athens","0090","Athens",37398
"G3900110","1900","Ohio","390","Auglaize","0110","Auglaize",31167
"G3900130","1900","Ohio","390","Belmont","0130","Belmont",59006
"G3900150","1900","Ohio","390","Brown","0150","Brown",26562
"G3900170","1900","Ohio","390","Butler","0170","Butler",55683
"G3900190","1900","Ohio","390","Carroll","0190","Carroll",16779
"G3900210","1900","Ohio","390","Champaign","0210","Champaign",25176
"G3900230","1900","Ohio","390","Clark","0230","Clark",53693
"G3900250","1900","Ohio","390","Clermont","0250","Clermont",30427
"G3900270","1900","Ohio","390","Clinton","0270","Clinton",23001
"G3900290","1900","Ohio","390","Columbiana","0290","Columbiana",67766
"G3900310","1900","Ohio","390","Coshocton","0310","Coshocton",29245
"G3900330","1900","Ohio","390","Crawford","0330","Crawford",33855
"G3900350","1900","Ohio","390","Cuyahoga","0350","Cuyahoga",432810
"G3900370","1900","Ohio","390","Darke","0370","Darke",42111
"G3900390","1900","Ohio","390","Defiance","0390","Defiance",26324
"G3900410","1900","Ohio","390","Delaware","0410","Delaware",25819
"G3900430","1900","Ohio","390","Erie","0430","Erie",37224
"G3900450","1900","Ohio","390","Fairfield","0450","Fairfield",33857
"G3900470","1900","Ohio","390","Fayette","0470","Fayette",20325
"G3900490","1900","Ohio","390","Franklin","0490","Franklin",155213
"G3900510","1900","Ohio","390","Fulton","0510","Fulton",22780
"G3900530","1900","Ohio","390","Gallia","0530","Gallia",25635
"G3900550","1900","Ohio","390","Geauga","0550","Geauga",14728
"G3900570","1900","Ohio","390","Greene","0570","Greene",27554
"G3900590","1900","Ohio","390","Guernsey","0590","Guernsey",33952
"G3900610","1900","Ohio","390","Hamilton","0610","Hamilton",391764
"G3900630","1900","Ohio","390","Hancock","0630","Hancock",41605
"G3900650","1900","Ohio","390","Hardin","0650","Hardin",30661
"G3900670","1900","Ohio","390","Harrison","0670","Harrison",19856
"G3900690","1900","Ohio","390","Henry","0690","Henry",27252
"G3900710","1900","Ohio","390","Highland","0710","Highland",29406
"G3900730","1900","Ohio","390","Hocking","0730","Hocking",24144
"G3900750","1900","Ohio","390","Holmes","0750","Holmes",19511
"G3900770","1900","Ohio","390","Huron","0770","Huron",32129
"G3900790","1900","Ohio","390","Jackson","0790","Jackson",33489
"G3900810","1900","Ohio","390","Jefferson","0810","Jefferson",42782
"G3900830","1900","Ohio","390","Knox","0830","Knox",27482
"G3900850","1900","Ohio","390","Lake","0850","Lake",21422
"G3900870","1900","Ohio","390","Lawrence","0870","Lawrence",37881
"G3900890","1900","Ohio","390","Licking","0890","Licking",46665
"G3900910","1900","Ohio","390","Logan","0910","Logan",29472
"G3900930","1900","Ohio","390","Lorain","0930","Lorain",53503
"G3900950","1900","Ohio","390","Lucas","0950","Lucas",151755
"G3900970","1900","Ohio","390","Madison","0970","Madison",19615
"G3900990","1900","Ohio","390","Mahoning","0990","Mahoning",69101
"G3901010","1900","Ohio","390","Marion","1010","Marion",28501
"G3901030","1900","Ohio","390","Medina","1030","Medina",21817
"G3901050","1900","Ohio","390","Meigs","1050","Meigs",27651
"G3901070","1900","Ohio","390","Mercer","1070","Mercer",27878
"G3901090","1900","Ohio","390","Miami","1090","Miami",41945
"G3901110","1900","Ohio","390","Monroe","1110","Monroe",26946
"G3901130","1900","Ohio","390","Montgomery","1130","Montgomery",126121
"G3901150","1900","Ohio","390","Morgan","1150","Morgan",17774
"G3901170","1900","Ohio","390","Morrow","1170","Morrow",17823
"G3901190","1900","Ohio","390","Muskingum","1190","Muskingum",51929
"G3901210","1900","Ohio","390","Noble","1210","Noble",19428
"G3901230","1900","Ohio","390","Ottawa","1230","Ottawa",22171
"G3901250","1900","Ohio","390","Paulding","1250","Paulding",26758
"G3901270","1900","Ohio","390","Perry","1270","Perry",31285
"G3901290","1900","Ohio","390","Pickaway","1290","Pickaway",26226
"G3901310","1900","Ohio","390","Pike","1310","Pike",17413
"G3901330","1900","Ohio","390","Portage","1330","Portage",28993
"G3901350","1900","Ohio","390","Preble","1350","Preble",23386
"G3901370","1900","Ohio","390","Putnam","1370","Putnam",32467
"G3901390","1900","Ohio","390","Richland","1390","Richland",44082
"G3901410","1900","Ohio","390","Ross","1410","Ross",38272
"G3901430","1900","Ohio","390","Sandusky","1430","Sandusky",34112
"G3901450","1900","Ohio","390","Scioto","1450","Scioto",39877
"G3901470","1900","Ohio","390","Seneca","1470","Seneca",40961
"G3901490","1900","Ohio","390","Shelby","1490","Shelby",24327
"G3901510","1900","Ohio","390","Stark","1510","Stark",94346
"G3901530","1900","Ohio","390","Summit","1530","Summit",71126
"G3901550","1900","Ohio","390","Trumbull","1550","Trumbull",46342
"G3901570","1900","Ohio","390","Tuscarawas","1570","Tuscarawas",53480
"G3901590","1900","Ohio","390","Union","1590","Union",21958
"G3901610","1900","Ohio","390","Van Wert","1610","Van Wert",29983
"G3901630","1900","Ohio","390","Vinton","1630","Vinton",15239
"G3901650","1900","Ohio","390","Warren","1650","Warren",24635
"G3901670","1900","Ohio","390","Washington","1670","Washington",46644
"G3901690","1900","Ohio","390","Wayne","1690","Wayne",37800
"G3901710","1900","Ohio","390","Williams","1710","Williams",24899
"G3901730","1900","Ohio","390","Wood","1730","Wood",51414
"G3901750","1900","Ohio","390","Wyandot","1750","Wyandot",21059
"G4050015","1900","Oklahoma Territory","405","Beaver","0015","Beaver",3033
"G4050035","1900","Oklahoma Territory","405","Blaine","0035","Blaine",8628
"G4050055","1900","Oklahoma Territory","405","Canadian","0055","Canadian",14992
"G4050075","1900","Oklahoma Territory","405","Cleveland","0075","Cleveland",15763
"G4050095","1900","Oklahoma Territory","405","Custer","0095","Custer",11772
"G4050115","1900","Oklahoma Territory","405","Day","0115","Day",2173
"G4050155","1900","Oklahoma Territory","405","Dewey","0155","Dewey",8514
"G4050175","1900","Oklahoma Territory","405","Garfield","0175","Garfield",21704
"G4050195","1900","Oklahoma Territory","405","Grant","0195","Grant",17181
"G4050215","1900","Oklahoma Territory","405","Greer","0215","Greer",17912
"G4050235","1900","Oklahoma Territory","405","Kay","0235","Kay",21782
"G4050255","1900","Oklahoma Territory","405","Kingfisher","0255","Kingfisher",15906
"G4050275","1900","Oklahoma Territory","405","Lincoln","0275","Lincoln",24513
"G4050295","1900","Oklahoma Territory","405","Logan","0295","Logan",20455
"G4050315","1900","Oklahoma Territory","405","Noble","0315","Noble",12680
"G4050335","1900","Oklahoma Territory","405","Oklahoma","0335","Oklahoma",22950
"G4050355","1900","Oklahoma Territory","405","Pawnee","0355","Pawnee",11628
"G4050375","1900","Oklahoma Territory","405","Payne","0375","Payne",20378
"G4050395","1900","Oklahoma Territory","405","Pottowatomie","0395","Pottowatomie",24612
"G4050415","1900","Oklahoma Territory","405","Roger Mills","0415","Roger Mills",6104
"G4050435","1900","Oklahoma Territory","405","Washita","0435","Washita",14682
"G4050455","1900","Oklahoma Territory","405","Woods","0455","Woods",34807
"G4050475","1900","Oklahoma Territory","405","Woodward","0475","Woodward",7457
"G4059015","1900","Oklahoma Territory","405","Kaw Indian Reservation","9015","Kaw Indian Reservation",527
"G4059035","1900","Oklahoma Territory","405","Kiowa Comanche And Apache Indian Reservations","9035","Kiowa Comanche And Apache Indian Reservations",1658
"G4059055","1900","Oklahoma Territory","405","Osage Indian Reservation","9055","Osage Indian Reservation",5164
"G4059075","1900","Oklahoma Territory","405","Wichita Indian Reservation","9075","Wichta Indian Reservation",549
"G4059095","1900","Oklahoma Territory","405","Ponca And Otoe Indian Reservation","9095","Ponca And Otoe Indian Reservation",
"G4100010","1900","Oregon","410","Baker","0010","Baker",14916
"G4100030","1900","Oregon","410","Benton","0030","Benton",6673
"G4100050","1900","Oregon","410","Clackamas","0050","Clackamas",19555
"G4100070","1900","Oregon","410","Clatsop","0070","Clatsop",12074
"G4100090","1900","Oregon","410","Columbia","0090","Columbia",6201
"G4100110","1900","Oregon","410","Coos","0110","Coos",10176
"G4100130","1900","Oregon","410","Crook","0130","Crook",3411
"G4100150","1900","Oregon","410","Curry","0150","Curry",1712
"G4100190","1900","Oregon","410","Douglas","0190","Douglas",14373
"G4100210","1900","Oregon","410","Gilliam","0210","Gilliam",3114
"G4100230","1900","Oregon","410","Grant","0230","Grant",5825
"G4100250","1900","Oregon","410","Harney","0250","Harney",2555
"G4100290","1900","Oregon","410","Jackson","0290","Jackson",13644
"G4100330","1900","Oregon","410","Josephine","0330","Josephine",7444
"G4100350","1900","Oregon","410","Klamath","0350","Klamath",2929
"G4100370","1900","Oregon","410","Lake","0370","Lake",2796
"G4100390","1900","Oregon","410","Lane","0390","Lane",19458
"G4100410","1900","Oregon","410","Lincoln","0410","Lincoln",3091
"G4100430","1900","Oregon","410","Linn","0430","Linn",18467
"G4100450","1900","Oregon","410","Malheur","0450","Malheur",4057
"G4100470","1900","Oregon","410","Marion","0470","Marion",26837
"G4100490","1900","Oregon","410","Morrow","0490","Morrow",4130
"G4100510","1900","Oregon","410","Multnomah","0510","Multnomah",93030
"G4100530","1900","Oregon","410","Polk","0530","Polk",9746
"G4100550","1900","Oregon","410","Sherman","0550","Sherman",3444
"G4100570","1900","Oregon","410","Tillamook","0570","Tillamook",4415
"G4100590","1900","Oregon","410","Umatilla","0590","Umatilla",16777
"G4100610","1900","Oregon","410","Union","0610","Union",15764
"G4100630","1900","Oregon","410","Wallowa","0630","Wallowa",5536
"G4100650","1900","Oregon","410","Wasco","0650","Wasco",12416
"G4100670","1900","Oregon","410","Washington","0670","Washington",14415
"G4100690","1900","Oregon","410","Wheeler","0690","Wheeler",2436
"G4100710","1900","Oregon","410","Yamhill","0710","Yamhill",13165
"G4109015","1900","Oregon","410","Grand Ronde Reservation","9015","Grand Ronde Reservation",
"G4109035","1900","Oregon","410","Klamath Reservation","9035","Klamath Reservation",
"G4109055","1900","Oregon","410","Siletz Reservation","9055","Siletz Reservation",
"G4109075","1900","Oregon","410","Umatilla Reservation","9075","Umatilla Reservation",
"G4109095","1900","Oregon","410","Warm Springs Reservation","9095","Warm Springs Reservation",
"G4200010","1900","Pennsylvania","420","Adams","0010","Adams",34152
"G4200030","1900","Pennsylvania","420","Allegheny","0030","Allegheny",747030
"G4200050","1900","Pennsylvania","420","Armstrong","0050","Armstrong",52161
"G4200070","1900","Pennsylvania","420","Beaver","0070","Beaver",55446
"G4200090","1900","Pennsylvania","420","Bedford","0090","Bedford",38968
"G4200110","1900","Pennsylvania","420","Berks","0110","Berks",158892
"G4200130","1900","Pennsylvania","420","Blair","0130","Blair",84311
"G4200150","1900","Pennsylvania","420","Bradford","0150","Bradford",59094
"G4200170","1900","Pennsylvania","420","Bucks","0170","Bucks",68788
"G4200190","1900","Pennsylvania","420","Butler","0190","Butler",56843
"G4200210","1900","Pennsylvania","420","Cambria","0210","Cambria",104308
"G4200230","1900","Pennsylvania","420","Cameron","0230","Cameron",7008
"G4200250","1900","Pennsylvania","420","Carbon","0250","Carbon",44493
