GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AZ2001
"G4600250","1900","South Dakota","460","Clark","0250","Clark",6937
"G4600270","1900","South Dakota","460","Clay","0270","Clay",9315
"G4600290","1900","South Dakota","460","Codington","0290","Codington",8765
"G4600330","1900","South Dakota","460","Custer","0330","Custer",2721
"G4600350","1900","South Dakota","460","Davison","0350","Davison",7477
"G4600370","1900","South Dakota","460","Day","0370","Day",12136
"G4600390","1900","South Dakota","460","Deuel","0390","Deuel",6656
"G4600430","1900","South Dakota","460","Douglas","0430","Douglas",5011
"G4600450","1900","South Dakota","460","Edmunds","0450","Edmunds",4916
"G4600470","1900","South Dakota","460","Fall River","0470","Fall River",3508
"G4600490","1900","South Dakota","460","Faulk","0490","Faulk",3542
"G4600510","1900","South Dakota","460","Grant","0510","Grant",9103
"G4600530","1900","South Dakota","460","Gregory","0530","Gregory",2200
"G4600570","1900","South Dakota","460","Hamlin","0570","Hamlin",5945
"G4600590","1900","South Dakota","460","Hand","0590","Hand",4524
"G4600610","1900","South Dakota","460","Hanson","0610","Hanson",4946
"G4600650","1900","South Dakota","460","Hughes","0650","Hughes",3666
"G4600670","1900","South Dakota","460","Hutchinson","0670","Hutchinson",11896
"G4600690","1900","South Dakota","460","Hyde","0690","Hyde",1492
"G4600730","1900","South Dakota","460","Jerauld","0730","Jerauld",2798
"G4600770","1900","South Dakota","460","Kingsbury","0770","Kingsbury",9854
"G4600790","1900","South Dakota","460","Lake","0790","Lake",9135
"G4600810","1900","South Dakota","460","Lawrence","0810","Lawrence",17670
"G4600830","1900","South Dakota","460","Lincoln","0830","Lincoln",12152
"G4600850","1900","South Dakota","460","Lyman","0850","Lyman",2153
"G4600870","1900","South Dakota","460","McCook","0870","Mccook",8688
"G4600890","1900","South Dakota","460","McPherson","0890","Mcpherson",6327
"G4600910","1900","South Dakota","460","Marshall","0910","Marshall",5565
"G4600930","1900","South Dakota","460","Meade","0930","Meade",4865
"G4600955","1900","South Dakota","460","Meyer","0955","Meyer",
"G4600970","1900","South Dakota","460","Miner","0970","Miner",5863
"G4600990","1900","South Dakota","460","Minnehaha","0990","Minnehaha",23878
"G4601010","1900","South Dakota","460","Moody","1010","Moody",7882
"G4601030","1900","South Dakota","460","Pennington","1030","Pennington",5491
"G4601070","1900","South Dakota","460","Potter","1070","Potter",2988
"G4601090","1900","South Dakota","460","Roberts","1090","Roberts",11379
"G4601110","1900","South Dakota","460","Sanborn","1110","Sanborn",4462
"G4601150","1900","South Dakota","460","Spink","1150","Spink",9486
"G4601170","1900","South Dakota","460","Stanley","1170","Stanley",1276
"G4601190","1900","South Dakota","460","Sully","1190","Sully",1709
"G4601250","1900","South Dakota","460","Turner","1250","Turner",13174
"G4601270","1900","South Dakota","460","Union","1270","Union",11147
"G4601290","1900","South Dakota","460","Walworth","1290","Walworth",3833
"G4601330","1900","South Dakota","460","Washington","1330","Washington",
"G4601350","1900","South Dakota","460","Yankton","1350","Yankton",12577
"G4609015","1900","South Dakota","460","Cheyenne River Indian Reservation","9015","Cheyenne River Indian Reservation",174
"G4609035","1900","South Dakota","460","Crow Creek Indian Reservation","9035","Crow Creek Indian Reservation",
"G4609055","1900","South Dakota","460","Lower Brule Indian Reservation","9055","Lower Brule Indian Reservation",
"G4609075","1900","South Dakota","460","Pine Ridge Indian Reservation","9075","Pine Ridge Indian Reservation",317
"G4609095","1900","South Dakota","460","Rosebud Indian Reservation","9095","Rosebud Indian Reservation",344
"G4609115","1900","South Dakota","460","Standing Rock Indian Reservation (South Dakota","9115","Standing Rock Indian Reservation (South Dakota",30
"G4700010","1900","Tennessee","470","Anderson","0010","Anderson",16516
"G4700030","1900","Tennessee","470","Bedford","0030","Bedford",17577
"G4700050","1900","Tennessee","470","Benton","0050","Benton",11348
"G4700070","1900","Tennessee","470","Bledsoe","0070","Bledsoe",6151
"G4700090","1900","Tennessee","470","Blount","0090","Blount",17591
"G4700110","1900","Tennessee","470","Bradley","0110","Bradley",13672
"G4700130","1900","Tennessee","470","Campbell","0130","Campbell",16701
"G4700150","1900","Tennessee","470","Cannon","0150","Cannon",11266
"G4700170","1900","Tennessee","470","Carroll","0170","Carroll",18669
"G4700190","1900","Tennessee","470","Carter","0190","Carter",16026
"G4700210","1900","Tennessee","470","Cheatham","0210","Cheatham",8450
"G4700230","1900","Tennessee","470","Chester","0230","Chester",7870
"G4700250","1900","Tennessee","470","Claiborne","0250","Claiborne",19967
"G4700270","1900","Tennessee","470","Clay","0270","Clay",8053
"G4700290","1900","Tennessee","470","Cocke","0290","Cocke",17892
"G4700310","1900","Tennessee","470","Coffee","0310","Coffee",13772
"G4700330","1900","Tennessee","470","Crockett","0330","Crockett",11821
"G4700350","1900","Tennessee","470","Cumberland","0350","Cumberland",7739
"G4700370","1900","Tennessee","470","Davidson","0370","Davidson",78888
"G4700390","1900","Tennessee","470","Decatur","0390","Decatur",9219
"G4700410","1900","Tennessee","470","DeKalb","0410","De Kalb",15349
"G4700430","1900","Tennessee","470","Dickson","0430","Dickson",15716
"G4700450","1900","Tennessee","470","Dyer","0450","Dyer",18034
"G4700470","1900","Tennessee","470","Fayette","0470","Fayette",8019
"G4700490","1900","Tennessee","470","Fentress","0490","Fentress",6081
"G4700510","1900","Tennessee","470","Franklin","0510","Franklin",16953
"G4700530","1900","Tennessee","470","Gibson","0530","Gibson",29095
"G4700550","1900","Tennessee","470","Giles","0550","Giles",21629
"G4700570","1900","Tennessee","470","Grainger","0570","Grainger",14862
"G4700590","1900","Tennessee","470","Greene","0590","Greene",29027
"G4700610","1900","Tennessee","470","Grundy","0610","Grundy",7487
"G4700630","1900","Tennessee","470","Hamblen","0630","Hamblen",10916
"G4700650","1900","Tennessee","470","Hamilton","0650","Hamilton",42187
"G4700670","1900","Tennessee","470","Hancock","0670","Hancock",10874
"G4700690","1900","Tennessee","470","Hardeman","0690","Hardeman",12771
"G4700710","1900","Tennessee","470","Hardin","0710","Hardin",16568
"G4700730","1900","Tennessee","470","Hawkins","0730","Hawkins",22113
"G4700750","1900","Tennessee","470","Haywood","0750","Haywood",8109
"G4700770","1900","Tennessee","470","Henderson","0770","Henderson",15480
"G4700790","1900","Tennessee","470","Henry","0790","Henry",18209
"G4700810","1900","Tennessee","470","Hickman","0810","Hickman",13756
"G4700830","1900","Tennessee","470","Houston","0830","Houston",5420
"G4700850","1900","Tennessee","470","Humphreys","0850","Humphreys",11883
"G4700870","1900","Tennessee","470","Jackson","0870","Jackson",14569
"G4700875","1900","Tennessee","470","James","0875","James",4901
"G4700890","1900","Tennessee","470","Jefferson","0890","Jefferson",16416
"G4700910","1900","Tennessee","470","Johnson","0910","Johnson",10221
"G4700930","1900","Tennessee","470","Knox","0930","Knox",62525
"G4700950","1900","Tennessee","470","Lake","0950","Lake",5384
"G4700970","1900","Tennessee","470","Lauderdale","0970","Lauderdale",11802
"G4700990","1900","Tennessee","470","Lawrence","0990","Lawrence",14435
"G4701010","1900","Tennessee","470","Lewis","1010","Lewis",4063
"G4701030","1900","Tennessee","470","Lincoln","1030","Lincoln",20220
"G4701050","1900","Tennessee","470","Loudon","1050","Loudon",9471
"G4701070","1900","Tennessee","470","McMinn","1070","Mcminn",17165
"G4701090","1900","Tennessee","470","McNairy","1090","Mcnairy",15318
"G4701110","1900","Tennessee","470","Macon","1110","Macon",12007
"G4701130","1900","Tennessee","470","Madison","1130","Madison",19572
"G4701150","1900","Tennessee","470","Marion","1150","Marion",15176
"G4701170","1900","Tennessee","470","Marshall","1170","Marshall",14503
"G4701190","1900","Tennessee","470","Maury","1190","Maury",24539
"G4701210","1900","Tennessee","470","Meigs","1210","Meigs",6828
"G4701230","1900","Tennessee","470","Monroe","1230","Monroe",17355
"G4701250","1900","Tennessee","470","Montgomery","1250","Montgomery",19852
"G4701270","1900","Tennessee","470","Moore","1270","Moore",5237
"G4701290","1900","Tennessee","470","Morgan","1290","Morgan",8987
"G4701310","1900","Tennessee","470","Obion","1310","Obion",23444
"G4701330","1900","Tennessee","470","Overton","1330","Overton",13072
"G4701350","1900","Tennessee","470","Perry","1350","Perry",8135
"G4701370","1900","Tennessee","470","Pickett","1370","Pickett",5355
"G4701390","1900","Tennessee","470","Polk","1390","Polk",11054
"G4701410","1900","Tennessee","470","Putnam","1410","Putnam",16122
"G4701430","1900","Tennessee","470","Rhea","1430","Rhea",12440
"G4701450","1900","Tennessee","470","Roane","1450","Roane",20113
"G4701470","1900","Tennessee","470","Robertson","1470","Robertson",18207
"G4701490","1900","Tennessee","470","Rutherford","1490","Rutherford",20572
"G4701510","1900","Tennessee","470","Scott","1510","Scott",10742
"G4701530","1900","Tennessee","470","Sequatchie","1530","Sequatchie",3289
"G4701550","1900","Tennessee","470","Sevier","1550","Sevier",21456
"G4701570","1900","Tennessee","470","Shelby","1570","Shelby",68754
"G4701590","1900","Tennessee","470","Smith","1590","Smith",16018
"G4701610","1900","Tennessee","470","Stewart","1610","Stewart",12872
"G4701630","1900","Tennessee","470","Sullivan","1630","Sullivan",23370
"G4701650","1900","Tennessee","470","Sumner","1650","Sumner",19394
"G4701670","1900","Tennessee","470","Tipton","1670","Tipton",15307
"G4701690","1900","Tennessee","470","Trousdale","1690","Trousdale",3971
"G4701710","1900","Tennessee","470","Unicoi","1710","Unicoi",5721
"G4701730","1900","Tennessee","470","Union","1730","Union",12815
"G4701750","1900","Tennessee","470","Van Buren","1750","Van Buren",3071
"G4701770","1900","Tennessee","470","Warren","1770","Warren",14336
"G4701790","1900","Tennessee","470","Washington","1790","Washington",20456
"G4701810","1900","Tennessee","470","Wayne","1810","Wayne",11792
"G4701830","1900","Tennessee","470","Weakley","1830","Weakley",28318
"G4701850","1900","Tennessee","470","White","1850","White",13133
"G4701870","1900","Tennessee","470","Williamson","1870","Williamson",16765
"G4701890","1900","Tennessee","470","Wilson","1890","Wilson",19820
"G4800010","1900","Texas","480","Anderson","0010","Anderson",16399
"G4800030","1900","Texas","480","Andrews","0030","Andrews",87
"G4800050","1900","Texas","480","Angelina","0050","Angelina",11324
"G4800070","1900","Texas","480","Aransas","0070","Aransas",1527
"G4800090","1900","Texas","480","Archer","0090","Archer",2506
"G4800110","1900","Texas","480","Armstrong","0110","Armstrong",1203
"G4800130","1900","Texas","480","Atascosa","0130","Atascosa",6856
"G4800150","1900","Texas","480","Austin","0150","Austin",14483
"G4800170","1900","Texas","480","Bailey","0170","Bailey",4
"G4800190","1900","Texas","480","Bandera","0190","Bandera",5233
"G4800210","1900","Texas","480","Bastrop","0210","Bastrop",16473
"G4800230","1900","Texas","480","Baylor","0230","Baylor",3035
"G4800250","1900","Texas","480","Bee","0250","Bee",7244
"G4800270","1900","Texas","480","Bell","0270","Bell",41712
"G4800290","1900","Texas","480","Bexar","0290","Bexar",60831
"G4800310","1900","Texas","480","Blanco","0310","Blanco",4479
"G4800330","1900","Texas","480","Borden","0330","Borden",774
"G4800350","1900","Texas","480","Bosque","0350","Bosque",16545
"G4800370","1900","Texas","480","Bowie","0370","Bowie",16477
"G4800390","1900","Texas","480","Brazoria","0390","Brazoria",6642
"G4800410","1900","Texas","480","Brazos","0410","Brazos",10005
"G4800430","1900","Texas","480","Brewster","0430","Brewster",2275
"G4800450","1900","Texas","480","Briscoe","0450","Briscoe",1253
"G4800490","1900","Texas","480","Brown","0490","Brown",15813
"G4800510","1900","Texas","480","Burleson","0510","Burleson",10044
"G4800530","1900","Texas","480","Burnet","0530","Burnet",10264
"G4800550","1900","Texas","480","Caldwell","0550","Caldwell",16075
"G4800570","1900","Texas","480","Calhoun","0570","Calhoun",2124
"G4800590","1900","Texas","480","Callahan","0590","Callahan",8743
"G4800610","1900","Texas","480","Cameron","0610","Cameron",15918
"G4800630","1900","Texas","480","Camp","0630","Camp",4792
"G4800650","1900","Texas","480","Carson","0650","Carson",467
"G4800670","1900","Texas","480","Cass","0670","Cass",13933
"G4800690","1900","Texas","480","Castro","0690","Castro",400
"G4800710","1900","Texas","480","Chambers","0710","Chambers",2217
"G4800730","1900","Texas","480","Cherokee","0730","Cherokee",16953
"G4800750","1900","Texas","480","Childress","0750","Childress",2135
"G4800770","1900","Texas","480","Clay","0770","Clay",9176
"G4800790","1900","Texas","480","Cochran","0790","Cochran",25
"G4800810","1900","Texas","480","Coke","0810","Coke",3428
"G4800830","1900","Texas","480","Coleman","0830","Coleman",9986
"G4800850","1900","Texas","480","Collin","0850","Collin",47629
"G4800870","1900","Texas","480","Collingsworth","0870","Collingsworth",1231
"G4800890","1900","Texas","480","Colorado","0890","Colorado",12569
"G4800910","1900","Texas","480","Comal","0910","Comal",6748
"G4800930","1900","Texas","480","Comanche","0930","Comanche",23009
"G4800950","1900","Texas","480","Concho","0950","Concho",1413
"G4800970","1900","Texas","480","Cooke","0970","Cooke",25609
"G4800990","1900","Texas","480","Coryell","0990","Coryell",20738
"G4801010","1900","Texas","480","Cottle","1010","Cottle",1002
"G4801030","1900","Texas","480","Crane","1030","Crane",51
"G4801050","1900","Texas","480","Crockett","1050","Crockett",1583
"G4801070","1900","Texas","480","Crosby","1070","Crosby",785
"G4801110","1900","Texas","480","Dallam","1110","Dallam",146
"G4801130","1900","Texas","480","Dallas","1130","Dallas",69052
"G4801150","1900","Texas","480","Dawson","1150","Dawson",37
"G4801170","1900","Texas","480","Deaf Smith","1170","Deaf Smith",841
"G4801190","1900","Texas","480","Delta","1190","Delta",14281
"G4801210","1900","Texas","480","Denton","1210","Denton",26251
"G4801230","1900","Texas","480","De Witt","1230","De Witt",16368
"G4801250","1900","Texas","480","Dickens","1250","Dickens",1151
"G4801270","1900","Texas","480","Dimmit","1270","Dimmit",1065
"G4801290","1900","Texas","480","Donley","1290","Donley",2704
"G4801310","1900","Texas","480","Duval","1310","Duval",8471
"G4801330","1900","Texas","480","Eastland","1330","Eastland",17919
"G4801350","1900","Texas","480","Ector","1350","Ector",378
"G4801370","1900","Texas","480","Edwards","1370","Edwards",3097
"G4801390","1900","Texas","480","Ellis","1390","Ellis",45216
"G4801410","1900","Texas","480","El Paso","1410","El Paso",23860
"G4801430","1900","Texas","480","Erath","1430","Erath",29379
"G4801450","1900","Texas","480","Falls","1450","Falls",21353
"G4801470","1900","Texas","480","Fannin","1470","Fannin",46327
"G4801490","1900","Texas","480","Fayette","1490","Fayette",26148
"G4801510","1900","Texas","480","Fisher","1510","Fisher",3705
"G4801530","1900","Texas","480","Floyd","1530","Floyd",2012
"G4801550","1900","Texas","480","Foard","1550","Foard",1568
"G4801570","1900","Texas","480","Fort Bend","1570","Fort Bend",5724
"G4801590","1900","Texas","480","Franklin","1590","Franklin",7745
"G4801610","1900","Texas","480","Freestone","1610","Freestone",10608
"G4801630","1900","Texas","480","Frio","1630","Frio",4037
"G4801650","1900","Texas","480","Gaines","1650","Gaines",55
"G4801670","1900","Texas","480","Galveston","1670","Galveston",35250
"G4801690","1900","Texas","480","Garza","1690","Garza",183
"G4801710","1900","Texas","480","Gillespie","1710","Gillespie",8123
"G4801730","1900","Texas","480","Glasscock","1730","Glasscock",285
"G4801750","1900","Texas","480","Goliad","1750","Goliad",6504
"G4801770","1900","Texas","480","Gonzales","1770","Gonzales",20217
"G4801790","1900","Texas","480","Gray","1790","Gray",467
"G4801810","1900","Texas","480","Grayson","1810","Grayson",55909
"G4801830","1900","Texas","480","Gregg","1830","Gregg",5440
"G4801850","1900","Texas","480","Grimes","1850","Grimes",11779
"G4801870","1900","Texas","480","Guadalupe","1870","Guadalupe",16195
"G4801890","1900","Texas","480","Hale","1890","Hale",1676
"G4801910","1900","Texas","480","Hall","1910","Hall",1669
"G4801930","1900","Texas","480","Hamilton","1930","Hamilton",13513
"G4801950","1900","Texas","480","Hansford","1950","Hansford",166
"G4801970","1900","Texas","480","Hardeman","1970","Hardeman",3614
"G4801990","1900","Texas","480","Hardin","1990","Hardin",4101
"G4802010","1900","Texas","480","Harris","2010","Harris",43846
"G4802030","1900","Texas","480","Harrison","2030","Harrison",10174
"G4802050","1900","Texas","480","Hartley","2050","Hartley",376
"G4802070","1900","Texas","480","Haskell","2070","Haskell",2632
"G4802090","1900","Texas","480","Hays","2090","Hays",12009
"G4802110","1900","Texas","480","Hemphill","2110","Hemphill",812
"G4802130","1900","Texas","480","Henderson","2130","Henderson",15623
"G4802150","1900","Texas","480","Hidalgo","2150","Hidalgo",6727
"G4802170","1900","Texas","480","Hill","2170","Hill",38378
"G4802190","1900","Texas","480","Hockley","2190","Hockley",44
"G4802210","1900","Texas","480","Hood","2210","Hood",8905
"G4802230","1900","Texas","480","Hopkins","2230","Hopkins",24142
"G4802250","1900","Texas","480","Houston","2250","Houston",15108
"G4802270","1900","Texas","480","Howard","2270","Howard",2437
"G4802310","1900","Texas","480","Hunt","2310","Hunt",42945
"G4802330","1900","Texas","480","Hutchinson","2330","Hutchinson",303
"G4802350","1900","Texas","480","Irion","2350","Irion",843
"G4802370","1900","Texas","480","Jack","2370","Jack",10108
"G4802390","1900","Texas","480","Jackson","2390","Jackson",3904
"G4802410","1900","Texas","480","Jasper","2410","Jasper",4142
"G4802430","1900","Texas","480","Jeff Davis","2430","Jeff Davis",1107
"G4802450","1900","Texas","480","Jefferson","2450","Jefferson",10290
"G4802510","1900","Texas","480","Johnson","2510","Johnson",32670
"G4802530","1900","Texas","480","Jones","2530","Jones",7049
"G4802550","1900","Texas","480","Karnes","2550","Karnes",8048
"G4802570","1900","Texas","480","Kaufman","2570","Kaufman",27281
"G4802590","1900","Texas","480","Kendall","2590","Kendall",3868
"G4802630","1900","Texas","480","Kent","2630","Kent",899
"G4802650","1900","Texas","480","Kerr","2650","Kerr",4832
"G4802670","1900","Texas","480","Kimble","2670","Kimble",2497
"G4802690","1900","Texas","480","King","2690","King",490
"G4802710","1900","Texas","480","Kinney","2710","Kinney",2096
"G4802750","1900","Texas","480","Knox","2750","Knox",2322
"G4802770","1900","Texas","480","Lamar","2770","Lamar",37605
"G4802790","1900","Texas","480","Lamb","2790","Lamb",31
"G4802810","1900","Texas","480","Lampasas","2810","Lampasas",8253
"G4802830","1900","Texas","480","La Salle","2830","La Salle",2240
"G4802850","1900","Texas","480","Lavaca","2850","Lavaca",23184
"G4802870","1900","Texas","480","Lee","2870","Lee",10250
"G4802890","1900","Texas","480","Leon","2890","Leon",11135
"G4802910","1900","Texas","480","Liberty","2910","Liberty",5736
"G4802930","1900","Texas","480","Limestone","2930","Limestone",26218
"G4802950","1900","Texas","480","Lipscomb","2950","Lipscomb",790
"G4802970","1900","Texas","480","Live Oak","2970","Live Oak",2195
"G4802990","1900","Texas","480","Llano","2990","Llano",7262
"G4803010","1900","Texas","480","Loving","3010","Loving",33
"G4803030","1900","Texas","480","Lubbock","3030","Lubbock",293
"G4803050","1900","Texas","480","Lynn","3050","Lynn",17
"G4803070","1900","Texas","480","McCulloch","3070","Mcculloch",3929
"G4803090","1900","Texas","480","McLennan","3090","Mclennan",45345
"G4803110","1900","Texas","480","McMullen","3110","Mcmullen",991
"G4803130","1900","Texas","480","Madison","3130","Madison",7974
"G4803150","1900","Texas","480","Marion","3150","Marion",3606
"G4803170","1900","Texas","480","Martin","3170","Martin",330
"G4803190","1900","Texas","480","Mason","3190","Mason",5519
"G4803210","1900","Texas","480","Matagorda","3210","Matagorda",2306
"G4803230","1900","Texas","480","Maverick","3230","Maverick",3871
"G4803250","1900","Texas","480","Medina","3250","Medina",7427
"G4803270","1900","Texas","480","Menard","3270","Menard",1991
"G4803290","1900","Texas","480","Midland","3290","Midland",1680
"G4803310","1900","Texas","480","Milam","3310","Milam",29193
"G4803330","1900","Texas","480","Mills","3330","Mills",7838
"G4803350","1900","Texas","480","Mitchell","3350","Mitchell",2712
"G4803370","1900","Texas","480","Montague","3370","Montague",24774
"G4803390","1900","Texas","480","Montgomery","3390","Montgomery",10448
"G4803410","1900","Texas","480","Moore","3410","Moore",209
"G4803430","1900","Texas","480","Morris","3430","Morris",4878
"G4803450","1900","Texas","480","Motley","3450","Motley",1257
"G4803470","1900","Texas","480","Nacogdoches","3470","Nacogdoches",17986
"G4803490","1900","Texas","480","Navarro","3490","Navarro",34294
"G4803510","1900","Texas","480","Newton","3510","Newton",4797
"G4803530","1900","Texas","480","Nolan","3530","Nolan",2591
"G4803550","1900","Texas","480","Nueces","3550","Nueces",9844
"G4803570","1900","Texas","480","Ochiltree","3570","Ochiltree",267
"G4803590","1900","Texas","480","Oldham","3590","Oldham",348
"G4803610","1900","Texas","480","Orange","3610","Orange",4887
"G4803630","1900","Texas","480","Palo Pinto","3630","Palo Pinto",11993
"G4803650","1900","Texas","480","Panola","3650","Panola",12200
"G4803670","1900","Texas","480","Parker","3670","Parker",24956
"G4803690","1900","Texas","480","Parmer","3690","Parmer",34
"G4803710","1900","Texas","480","Pecos","3710","Pecos",2330
"G4803730","1900","Texas","480","Polk","3730","Polk",9410
"G4803750","1900","Texas","480","Potter","3750","Potter",1802
"G4803770","1900","Texas","480","Presidio","3770","Presidio",3614
"G4803790","1900","Texas","480","Rains","3790","Rains",5588
"G4803810","1900","Texas","480","Randall","3810","Randall",961
"G4803870","1900","Texas","480","Red River","3870","Red River",21468
"G4803890","1900","Texas","480","Reeves","3890","Reeves",1825
"G4803910","1900","Texas","480","Refugio","3910","Refugio",1180
"G4803930","1900","Texas","480","Roberts","3930","Roberts",611
"G4803950","1900","Texas","480","Robertson","3950","Robertson",14707
"G4803970","1900","Texas","480","Rockwall","3970","Rockwall",8129
"G4803990","1900","Texas","480","Runnels","3990","Runnels",5346
"G4804010","1900","Texas","480","Rusk","4010","Rusk",15056
"G4804030","1900","Texas","480","Sabine","4030","Sabine",4642
"G4804050","1900","Texas","480","San Augustine","4050","San Augustine",5513
"G4804070","1900","Texas","480","San Jacinto","4070","San Jacinto",4720
"G4804090","1900","Texas","480","San Patricio","4090","San Patricio",2336
"G4804110","1900","Texas","480","San Saba","4110","San Saba",7508
"G4804130","1900","Texas","480","Schleicher","4130","Schleicher",502
"G4804150","1900","Texas","480","Scurry","4150","Scurry",4157
"G4804170","1900","Texas","480","Shackelford","4170","Shackelford",2326
"G4804190","1900","Texas","480","Shelby","4190","Shelby",16335
"G4804210","1900","Texas","480","Sherman","4210","Sherman",101
"G4804230","1900","Texas","480","Smith","4230","Smith",21318
"G4804250","1900","Texas","480","Somervell","4250","Somervell",3492
"G4804270","1900","Texas","480","Starr","4270","Starr",11328
"G4804290","1900","Texas","480","Stephens","4290","Stephens",6461
"G4804310","1900","Texas","480","Sterling","4310","Sterling",1125
"G4804330","1900","Texas","480","Stonewall","4330","Stonewall",2183
"G4804350","1900","Texas","480","Sutton","4350","Sutton",1722
"G4804370","1900","Texas","480","Swisher","4370","Swisher",1227
"G4804390","1900","Texas","480","Tarrant","4390","Tarrant",46597
"G4804410","1900","Texas","480","Taylor","4410","Taylor",10315
"G4804450","1900","Texas","480","Terry","4450","Terry",48
"G4804470","1900","Texas","480","Throckmorton","4470","Throckmorton",1748
"G4804490","1900","Texas","480","Titus","4490","Titus",10144
"G4804510","1900","Texas","480","Tom Green","4510","Tom Green",5896
"G4804530","1900","Texas","480","Travis","4530","Travis",34065
"G4804550","1900","Texas","480","Trinity","4550","Trinity",8163
"G4804570","1900","Texas","480","Tyler","4570","Tyler",9510
"G4804590","1900","Texas","480","Upshur","4590","Upshur",11309
"G4804610","1900","Texas","480","Upton","4610","Upton",48
"G4804630","1900","Texas","480","Uvalde","4630","Uvalde",4518
"G4804650","1900","Texas","480","Val Verde","4650","Val Verde",5106
"G4804670","1900","Texas","480","Van Zandt","4670","Van Zandt",24115
"G4804690","1900","Texas","480","Victoria","4690","Victoria",9888
"G4804710","1900","Texas","480","Walker","4710","Walker",7492
"G4804730","1900","Texas","480","Waller","4730","Waller",6375
"G4804750","1900","Texas","480","Ward","4750","Ward",1448
"G4804770","1900","Texas","480","Washington","4770","Washington",16888
"G4804790","1900","Texas","480","Webb","4790","Webb",21641
"G4804810","1900","Texas","480","Wharton","4810","Wharton",8223
"G4804830","1900","Texas","480","Wheeler","4830","Wheeler",622
"G4804850","1900","Texas","480","Wichita","4850","Wichita",5598
"G4804870","1900","Texas","480","Wilbarger","4870","Wilbarger",5713
"G4804910","1900","Texas","480","Williamson","4910","Williamson",33736
"G4804930","1900","Texas","480","Wilson","4930","Wilson",12847
"G4804950","1900","Texas","480","Winkler","4950","Winkler",60
"G4804970","1900","Texas","480","Wise","4970","Wise",26947
"G4804990","1900","Texas","480","Wood","4990","Wood",17036
"G4805010","1900","Texas","480","Yoakum","5010","Yoakum",26
"G4805030","1900","Texas","480","Young","5030","Young",6533
"G4805050","1900","Texas","480","Zapata","5050","Zapata",4760
"G4805070","1900","Texas","480","Zavala","5070","Zavala",791
"G4900010","1900","Utah","490","Beaver","0010","Beaver",3573
"G4900030","1900","Utah","490","Box Elder","0030","Box Elder",9785
"G4900050","1900","Utah","490","Cache","0050","Cache",18127
"G4900070","1900","Utah","490","Carbon","0070","Carbon",4873
"G4900110","1900","Utah","490","Davis","0110","Davis",7983
"G4900150","1900","Utah","490","Emery","0150","Emery",4586
"G4900170","1900","Utah","490","Garfield","0170","Garfield",3384
"G4900190","1900","Utah","490","Grand","0190","Grand",1030
"G4900210","1900","Utah","490","Iron","0210","Iron",3521
"G4900230","1900","Utah","490","Juab","0230","Juab",10048
"G4900250","1900","Utah","490","Kane","0250","Kane",1745
"G4900270","1900","Utah","490","Millard","0270","Millard",5587
"G4900290","1900","Utah","490","Morgan","0290","Morgan",2028
"G4900310","1900","Utah","490","Piute","0310","Piute",1904
"G4900330","1900","Utah","490","Rich","0330","Rich",1944
"G4900350","1900","Utah","490","Salt Lake","0350","Salt Lake",77096
"G4900370","1900","Utah","490","San Juan","0370","San Juan",551
"G4900390","1900","Utah","490","Sanpete","0390","Sanpete",16286
"G4900410","1900","Utah","490","Sevier","0410","Sevier",8447
"G4900430","1900","Utah","490","Summit","0430","Summit",9312
"G4900450","1900","Utah","490","Tooele","0450","Tooele",7228
"G4900470","1900","Utah","490","Uintah","0470","Uintah",4926
"G4900490","1900","Utah","490","Utah","0490","Utah",32444
"G4900510","1900","Utah","490","Wasatch","0510","Wasatch",4578
"G4900530","1900","Utah","490","Washington","0530","Washington",4492
"G4900550","1900","Utah","490","Wayne","0550","Wayne",1900
"G4900570","1900","Utah","490","Weber","0570","Weber",25087
"G4909015","1900","Utah","490","Uintah Valley Indian Reservation","9015","Uintah Valley Indian Reservation",
"G5000010","1900","Vermont","500","Addison","0010","Addison",21842
"G5000030","1900","Vermont","500","Bennington","0030","Bennington",21536
"G5000050","1900","Vermont","500","Caledonia","0050","Caledonia",24375
"G5000070","1900","Vermont","500","Chittenden","0070","Chittenden",39443
"G5000090","1900","Vermont","500","Essex","0090","Essex",8052
"G5000110","1900","Vermont","500","Franklin","0110","Franklin",30120
"G5000130","1900","Vermont","500","Grand Isle","0130","Grand Isle",4451
"G5000150","1900","Vermont","500","Lamoille","0150","Lamoille",12280
"G5000170","1900","Vermont","500","Orange","0170","Orange",19294
"G5000190","1900","Vermont","500","Orleans","0190","Orleans",22011
"G5000210","1900","Vermont","500","Rutland","0210","Rutland",44055
"G5000230","1900","Vermont","500","Washington","0230","Washington",36570
"G5000250","1900","Vermont","500","Windham","0250","Windham",26593
"G5000270","1900","Vermont","500","Windsor","0270","Windsor",32149
"G5100010","1900","Virginia","510","Accomack","0010","Accomack",20743
"G5100030","1900","Virginia","510","Albemarle","0030","Albemarle",18135
"G5100035","1900","Virginia","510","Alexandria","0035","Alexandria",3963
"G5100050","1900","Virginia","510","Alleghany","0050","Alleghany",12315
"G5100070","1900","Virginia","510","Amelia","0070","Amelia",3052
"G5100090","1900","Virginia","510","Amherst","0090","Amherst",10807
"G5100110","1900","Virginia","510","Appomattox","0110","Appomattox",5731
