GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLOCKA,BLCK_GRPA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015
"G4600330","1980","2","4","South Dakota","46",,"Custer","033",,,,,,,,,,,,,"CUSTER COUNTY",5804,4,163,0,0,0,1,0,0,1,0,0,0,0,27
"G4600350","1980","2","4","South Dakota","46",,"Davison","035",,,,,,,,,,,,,"DAVISON COUNTY",17602,22,125,0,0,4,7,11,10,4,2,2,0,0,31
"G4600370","1980","2","4","South Dakota","46",,"Day","037",,,,,,,,,,,,,"DAY COUNTY",7669,1,455,0,0,0,0,1,2,1,1,0,0,0,3
"G4600390","1980","2","4","South Dakota","46",,"Deuel","039",,,,,,,,,,,,,"DEUEL COUNTY",5261,8,5,0,0,4,0,0,3,0,0,0,0,0,8
"G4600410","1980","2","4","South Dakota","46",,"Dewey","041",,,,,,,,,,,,,"DEWEY COUNTY",2227,4,3107,0,0,1,0,0,3,0,0,0,0,0,24
"G4600430","1980","2","4","South Dakota","46",,"Douglas","043",,,,,,,,,,,,,"DOUGLAS COUNTY",4166,0,13,0,0,0,0,0,0,0,0,0,0,0,2
"G4600450","1980","2","4","South Dakota","46",,"Edmunds","045",,,,,,,,,,,,,"EDMUNDS COUNTY",5142,1,6,0,0,0,0,6,2,0,0,0,1,0,1
"G4600470","1980","2","4","South Dakota","46",,"Fall River","047",,,,,,,,,,,,,"FALL RIVER COUNTY",7912,14,432,1,0,3,4,10,2,3,0,0,1,1,56
"G4600490","1980","2","4","South Dakota","46",,"Faulk","049",,,,,,,,,,,,,"FAULK COUNTY",3314,0,11,0,0,1,0,1,0,0,0,0,0,0,0
"G4600510","1980","2","4","South Dakota","46",,"Grant","051",,,,,,,,,,,,,"GRANT COUNTY",8937,11,33,0,0,0,1,6,6,0,11,0,0,0,8
"G4600530","1980","2","4","South Dakota","46",,"Gregory","053",,,,,,,,,,,,,"GREGORY COUNTY",5768,0,236,0,0,2,0,0,0,2,1,0,0,0,6
"G4600550","1980","2","4","South Dakota","46",,"Haakon","055",,,,,,,,,,,,,"HAAKON COUNTY",2753,1,31,0,0,4,0,0,0,1,0,0,0,0,4
"G4600570","1980","2","4","South Dakota","46",,"Hamlin","057",,,,,,,,,,,,,"HAMLIN COUNTY",5228,2,26,0,0,0,0,2,2,1,0,0,0,0,0
"G4600590","1980","2","4","South Dakota","46",,"Hand","059",,,,,,,,,,,,,"HAND COUNTY",4933,2,1,0,0,3,0,0,2,0,0,0,0,0,7
"G4600610","1980","2","4","South Dakota","46",,"Hanson","061",,,,,,,,,,,,,"HANSON COUNTY",3397,0,11,0,0,0,0,1,0,1,0,0,0,0,5
"G4600630","1980","2","4","South Dakota","46",,"Harding","063",,,,,,,,,,,,,"HARDING COUNTY",1678,0,17,0,0,0,0,0,0,0,0,0,0,0,5
"G4600650","1980","2","4","South Dakota","46",,"Hughes","065",,,,,,,,,,,,,"HUGHES COUNTY",13243,11,889,0,0,9,3,3,15,12,6,6,0,0,23
"G4600670","1980","2","4","South Dakota","46",,"Hutchinson","067",,,,,,,,,,,,,"HUTCHINSON COUNTY",9299,7,22,0,0,0,0,2,1,3,1,0,1,0,14
"G4600690","1980","2","4","South Dakota","46",,"Hyde","069",,,,,,,,,,,,,"HYDE COUNTY",1975,1,89,0,0,0,0,3,0,0,0,0,0,0,1
"G4600710","1980","2","4","South Dakota","46",,"Jackson","071",,,,,,,,,,,,,"JACKSON COUNTY",1935,2,1491,0,0,1,0,0,0,0,0,0,0,0,8
"G4600730","1980","2","4","South Dakota","46",,"Jerauld","073",,,,,,,,,,,,,"JERAULD COUNTY",2925,0,2,0,0,0,0,0,1,1,0,0,0,0,0
"G4600750","1980","2","4","South Dakota","46",,"Jones","075",,,,,,,,,,,,,"JONES COUNTY",1451,0,9,0,0,0,0,0,0,1,0,2,0,0,0
"G4600770","1980","2","4","South Dakota","46",,"Kingsbury","077",,,,,,,,,,,,,"KINGSBURY COUNTY",6654,3,3,0,0,1,11,0,2,0,1,0,0,0,4
"G4600790","1980","2","4","South Dakota","46",,"Lake","079",,,,,,,,,,,,,"LAKE COUNTY",10646,5,35,0,0,1,10,2,0,1,0,0,0,0,24
"G4600810","1980","2","4","South Dakota","46",,"Lawrence","081",,,,,,,,,,,,,"LAWRENCE COUNTY",17885,27,329,2,0,9,2,4,5,1,7,1,0,0,67
"G4600830","1980","2","4","South Dakota","46",,"Lincoln","083",,,,,,,,,,,,,"LINCOLN COUNTY",13854,2,41,0,0,7,0,6,2,3,14,0,0,0,13
"G4600850","1980","2","4","South Dakota","46",,"Lyman","085",,,,,,,,,,,,,"LYMAN COUNTY",2958,1,903,0,0,1,0,0,0,0,0,0,0,0,1
"G4600870","1980","2","4","South Dakota","46",,"McCook","087",,,,,,,,,,,,,"MCCOOK COUNTY",6428,4,2,0,0,1,0,0,1,0,0,0,0,0,8
"G4600890","1980","2","4","South Dakota","46",,"McPherson","089",,,,,,,,,,,,,"MCPHERSON COUNTY",4020,0,0,0,0,0,0,0,1,0,0,0,0,0,6
"G4600910","1980","2","4","South Dakota","46",,"Marshall","091",,,,,,,,,,,,,"MARSHALL COUNTY",5115,0,287,0,0,0,0,0,0,0,0,0,0,0,2
"G4600930","1980","2","4","South Dakota","46",,"Meade","093",,,,,,,,,,,,,"MEADE COUNTY",19570,528,284,1,0,32,9,39,17,7,10,6,5,8,201
"G4600950","1980","2","4","South Dakota","46",,"Mellette","095",,,,,,,,,,,,,"MELLETTE COUNTY",1364,0,872,0,0,0,0,1,3,0,2,0,0,0,7
"G4600970","1980","2","4","South Dakota","46",,"Miner","097",,,,,,,,,,,,,"MINER COUNTY",3732,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"G4600990","1980","2","4","South Dakota","46","7760","Minnehaha","099",,,,,,,,,,,,,"MINNEHAHA COUNTY",107308,276,1115,3,0,59,76,35,43,25,92,7,3,5,388
"G4601010","1980","2","4","South Dakota","46",,"Moody","101",,,,,,,,,,,,,"MOODY COUNTY",6334,4,336,0,0,0,0,3,0,1,0,3,0,0,11
"G4601030","1980","2","4","South Dakota","46",,"Pennington","103",,,,,,,,,,,,,"PENNINGTON COUNTY",64791,901,3637,4,2,58,51,83,53,43,44,11,14,3,666
"G4601050","1980","2","4","South Dakota","46",,"Perkins","105",,,,,,,,,,,,,"PERKINS COUNTY",4645,0,44,0,0,1,0,2,3,0,0,0,0,0,5
"G4601070","1980","2","4","South Dakota","46",,"Potter","107",,,,,,,,,,,,,"POTTER COUNTY",3651,0,21,0,0,0,0,0,0,0,0,0,0,2,0
"G4601090","1980","2","4","South Dakota","46",,"Roberts","109",,,,,,,,,,,,,"ROBERTS COUNTY",8770,2,2119,0,0,0,3,5,0,1,1,0,0,0,10
"G4601110","1980","2","4","South Dakota","46",,"Sanborn","111",,,,,,,,,,,,,"SANBORN COUNTY",3198,1,1,0,0,0,0,0,2,0,11,0,0,0,0
"G4601130","1980","2","4","South Dakota","46",,"Shannon","113",,,,,,,,,,,,,"SHANNON COUNTY",717,4,10574,1,0,0,0,0,1,0,0,2,0,1,23
"G4601150","1980","2","4","South Dakota","46",,"Spink","115",,,,,,,,,,,,,"SPINK COUNTY",9105,0,78,0,0,4,0,0,0,1,2,0,0,0,11
"G4601170","1980","2","4","South Dakota","46",,"Stanley","117",,,,,,,,,,,,,"STANLEY COUNTY",2434,0,95,0,0,0,0,0,0,0,0,0,0,0,4
"G4601190","1980","2","4","South Dakota","46",,"Sully","119",,,,,,,,,,,,,"SULLY COUNTY",1970,1,15,0,0,1,0,0,0,2,0,0,0,0,1
"G4601210","1980","2","4","South Dakota","46",,"Todd","121",,,,,,,,,,,,,"TODD COUNTY",1588,10,5688,0,0,0,0,0,1,1,0,0,0,0,40
"G4601230","1980","2","4","South Dakota","46",,"Tripp","123",,,,,,,,,,,,,"TRIPP COUNTY",6687,1,569,0,0,0,0,0,2,0,9,0,0,0,0
"G4601250","1980","2","4","South Dakota","46",,"Turner","125",,,,,,,,,,,,,"TURNER COUNTY",9218,0,31,0,0,0,1,0,0,3,0,0,0,0,2
"G4601270","1980","2","4","South Dakota","46",,"Union","127",,,,,,,,,,,,,"UNION COUNTY",10803,13,57,0,0,0,0,0,4,3,30,0,0,0,28
"G4601290","1980","2","4","South Dakota","46",,"Walworth","129",,,,,,,,,,,,,"WALWORTH COUNTY",6581,1,411,0,0,3,0,0,5,0,1,1,0,0,8
"G4601350","1980","2","4","South Dakota","46",,"Yankton","135",,,,,,,,,,,,,"YANKTON COUNTY",18371,78,387,3,1,7,8,10,5,8,11,1,0,0,62
"G4601370","1980","2","4","South Dakota","46",,"Ziebach","137",,,,,,,,,,,,,"ZIEBACH COUNTY",960,0,1342,0,0,0,0,0,0,1,0,0,0,0,5
"G4700010","1980","3","6","Tennessee","47","3840","Anderson","001",,,,,,,,,,,,,"ANDERSON COUNTY",64043,2594,164,0,0,73,109,44,51,80,64,4,0,0,120
"G4700030","1980","3","6","Tennessee","47",,"Bedford","003",,,,,,,,,,,,,"BEDFORD COUNTY",24860,3008,14,0,0,2,1,2,0,12,1,0,0,0,16
"G4700050","1980","3","6","Tennessee","47",,"Benton","005",,,,,,,,,,,,,"BENTON COUNTY",14490,368,9,0,0,6,0,3,2,8,0,3,0,0,12
"G4700070","1980","3","6","Tennessee","47",,"Bledsoe","007",,,,,,,,,,,,,"BLEDSOE COUNTY",9125,320,8,0,0,0,0,1,0,12,0,0,0,0,12
"G4700090","1980","3","6","Tennessee","47","3840","Blount","009",,,,,,,,,,,,,"BLOUNT COUNTY",74859,2582,99,1,4,28,22,15,30,23,17,0,0,0,90
"G4700110","1980","3","6","Tennessee","47",,"Bradley","011",,,,,,,,,,,,,"BRADLEY COUNTY",64392,2668,168,0,0,12,17,15,29,74,8,8,0,0,156
"G4700130","1980","3","6","Tennessee","47",,"Campbell","013",,,,,,,,,,,,,"CAMPBELL COUNTY",34643,170,57,0,0,7,0,1,2,11,0,2,1,0,29
"G4700150","1980","3","6","Tennessee","47",,"Cannon","015",,,,,,,,,,,,,"CANNON COUNTY",10022,187,6,0,0,0,0,1,6,2,0,0,0,0,10
"G4700170","1980","3","6","Tennessee","47",,"Carroll","017",,,,,,,,,,,,,"CARROLL COUNTY",24956,3243,23,0,0,3,4,1,1,8,0,2,0,0,44
"G4700190","1980","3","6","Tennessee","47","3660","Carter","019",,,,,,,,,,,,,"CARTER COUNTY",49647,426,42,0,1,18,2,15,5,8,2,2,0,0,37
"G4700210","1980","3","6","Tennessee","47","5360","Cheatham","021",,,,,,,,,,,,,"CHEATHAM COUNTY",20971,595,23,0,0,4,1,7,4,2,0,1,0,0,8
"G4700230","1980","3","6","Tennessee","47",,"Chester","023",,,,,,,,,,,,,"CHESTER COUNTY",11330,1367,5,0,0,1,4,0,4,4,0,0,0,0,12
"G4700250","1980","3","6","Tennessee","47",,"Claiborne","025",,,,,,,,,,,,,"CLAIBORNE COUNTY",24202,314,46,0,0,2,0,1,0,3,2,0,0,0,25
"G4700270","1980","3","6","Tennessee","47",,"Clay","027",,,,,,,,,,,,,"CLAY COUNTY",7545,112,8,0,0,0,0,6,0,5,0,0,0,0,0
"G4700290","1980","3","6","Tennessee","47",,"Cocke","029",,,,,,,,,,,,,"COCKE COUNTY",28020,668,25,1,0,1,0,5,3,4,1,1,0,0,63
"G4700310","1980","3","6","Tennessee","47",,"Coffee","031",,,,,,,,,,,,,"COFFEE COUNTY",36725,1340,29,0,0,19,41,16,11,72,4,1,0,0,53
"G4700330","1980","3","6","Tennessee","47",,"Crockett","033",,,,,,,,,,,,,"CROCKETT COUNTY",12084,2828,10,0,0,0,0,2,1,3,2,0,0,0,11
"G4700350","1980","3","6","Tennessee","47",,"Cumberland","035",,,,,,,,,,,,,"CUMBERLAND COUNTY",28600,6,22,0,0,3,1,10,2,7,1,2,0,0,22
"G4700370","1980","3","6","Tennessee","47","5360","Davidson","037",,,,,,,,,,,,,"DAVIDSON COUNTY",366448,106369,533,8,5,210,325,359,439,659,239,60,16,9,2132
"G4700390","1980","3","6","Tennessee","47",,"Decatur","039",,,,,,,,,,,,,"DECATUR COUNTY",10350,481,12,0,0,1,0,0,5,1,0,0,2,0,5
"G4700410","1980","3","6","Tennessee","47",,"DeKalb","041",,,,,,,,,,,,,"DE KALB COUNTY",13282,268,9,0,0,5,3,1,1,4,0,0,0,0,16
"G4700430","1980","3","6","Tennessee","47","5360","Dickson","043",,,,,,,,,,,,,"DICKSON COUNTY",28307,1672,17,0,0,4,0,0,6,8,0,1,0,0,22
"G4700450","1980","3","6","Tennessee","47",,"Dyer","045",,,,,,,,,,,,,"DYER COUNTY",30482,4101,38,0,0,0,0,2,6,6,0,2,1,0,25
"G4700470","1980","3","6","Tennessee","47",,"Fayette","047",,,,,,,,,,,,,"FAYETTE COUNTY",12465,12804,14,0,0,3,0,3,0,2,1,0,0,0,13
"G4700490","1980","3","6","Tennessee","47",,"Fentress","049",,,,,,,,,,,,,"FENTRESS COUNTY",14795,2,11,0,0,2,5,0,1,9,0,0,0,0,1
"G4700510","1980","3","6","Tennessee","47",,"Franklin","051",,,,,,,,,,,,,"FRANKLIN COUNTY",29587,2279,21,0,1,13,6,2,5,22,1,1,3,0,42
"G4700530","1980","3","6","Tennessee","47",,"Gibson","053",,,,,,,,,,,,,"GIBSON COUNTY",39908,9450,26,0,0,1,3,8,10,19,1,1,1,0,39
"G4700550","1980","3","6","Tennessee","47",,"Giles","055",,,,,,,,,,,,,"GILES COUNTY",21106,3452,6,0,0,1,0,22,10,4,3,1,1,0,19
"G4700570","1980","3","6","Tennessee","47",,"Grainger","057",,,,,,,,,,,,,"GRAINGER COUNTY",16595,136,8,0,0,0,0,0,1,1,0,0,0,0,10
"G4700590","1980","3","6","Tennessee","47",,"Greene","059",,,,,,,,,,,,,"GREENE COUNTY",53010,1233,53,0,0,2,5,7,5,27,8,1,0,0,71
"G4700610","1980","3","6","Tennessee","47",,"Grundy","061",,,,,,,,,,,,,"GRUNDY COUNTY",13772,2,5,0,0,0,0,0,1,4,0,0,0,0,3
"G4700630","1980","3","6","Tennessee","47",,"Hamblen","063",,,,,,,,,,,,,"HAMBLEN COUNTY",46747,2341,67,0,0,7,8,19,14,18,5,2,6,0,66
"G4700650","1980","3","6","Tennessee","47","1560","Hamilton","065",,,,,,,,,,,,,"HAMILTON COUNTY",229976,55840,308,1,3,74,208,171,129,229,121,29,10,0,641
"G4700670","1980","3","6","Tennessee","47",,"Hancock","067",,,,,,,,,,,,,"HANCOCK COUNTY",6833,38,3,0,0,0,0,0,1,3,0,0,0,0,9
"G4700690","1980","3","6","Tennessee","47",,"Hardeman","069",,,,,,,,,,,,,"HARDEMAN COUNTY",15069,8725,17,0,0,5,1,29,0,12,0,3,0,0,12
"G4700710","1980","3","6","Tennessee","47",,"Hardin","071",,,,,,,,,,,,,"HARDIN COUNTY",21246,986,6,0,0,2,0,2,0,6,9,1,1,0,21
"G4700730","1980","3","6","Tennessee","47","3660","Hawkins","073",,,,,,,,,,,,,"HAWKINS COUNTY",42778,826,61,0,0,7,8,0,10,19,1,1,4,0,36
"G4700750","1980","3","6","Tennessee","47",,"Haywood","075",,,,,,,,,,,,,"HAYWOOD COUNTY",9876,10420,3,0,0,1,0,0,1,2,0,3,0,0,12
"G4700770","1980","3","6","Tennessee","47",,"Henderson","077",,,,,,,,,,,,,"HENDERSON COUNTY",19450,1901,10,0,0,0,0,5,1,1,0,0,0,0,22
"G4700790","1980","3","6","Tennessee","47",,"Henry","079",,,,,,,,,,,,,"HENRY COUNTY",25425,3148,31,0,0,8,1,3,8,17,1,0,0,0,14
"G4700810","1980","3","6","Tennessee","47",,"Hickman","081",,,,,,,,,,,,,"HICKMAN COUNTY",14311,817,16,0,0,0,0,0,0,0,0,0,0,0,7
"G4700830","1980","3","6","Tennessee","47",,"Houston","083",,,,,,,,,,,,,"HOUSTON COUNTY",6524,331,5,0,0,1,0,0,0,1,0,0,0,1,8
"G4700850","1980","3","6","Tennessee","47",,"Humphreys","085",,,,,,,,,,,,,"HUMPHREYS COUNTY",15284,629,11,0,0,3,11,2,3,10,2,0,0,1,1
"G4700870","1980","3","6","Tennessee","47",,"Jackson","087",,,,,,,,,,,,,"JACKSON COUNTY",9367,21,1,0,0,0,0,0,6,2,0,0,0,0,1
"G4700890","1980","3","6","Tennessee","47",,"Jefferson","089",,,,,,,,,,,,,"JEFFERSON COUNTY",30259,922,46,0,0,3,1,0,6,3,10,0,0,0,34
"G4700910","1980","3","6","Tennessee","47",,"Johnson","091",,,,,,,,,,,,,"JOHNSON COUNTY",13623,86,8,0,0,3,7,1,3,4,2,1,0,0,7
"G4700930","1980","3","6","Tennessee","47","3840","Knox","093",,,,,,,,,,,,,"KNOX COUNTY",288675,28006,426,9,2,134,524,91,185,412,193,25,9,7,996
"G4700950","1980","3","6","Tennessee","47",,"Lake","095",,,,,,,,,,,,,"LAKE COUNTY",6013,1437,2,0,0,0,0,0,0,2,0,1,0,0,0
"G4700970","1980","3","6","Tennessee","47",,"Lauderdale","097",,,,,,,,,,,,,"LAUDERDALE COUNTY",16769,7597,133,0,0,3,9,1,0,2,0,3,0,0,38
"G4700990","1980","3","6","Tennessee","47",,"Lawrence","099",,,,,,,,,,,,,"LAWRENCE COUNTY",33518,508,21,1,0,5,2,10,3,10,0,1,0,0,31
"G4701010","1980","3","6","Tennessee","47",,"Lewis","101",,,,,,,,,,,,,"LEWIS COUNTY",9473,156,16,0,0,0,0,4,0,8,0,0,0,0,43
"G4701030","1980","3","6","Tennessee","47",,"Lincoln","103",,,,,,,,,,,,,"LINCOLN COUNTY",23765,2637,21,0,0,1,0,6,3,23,11,0,1,0,15
"G4701050","1980","3","6","Tennessee","47",,"Loudon","105",,,,,,,,,,,,,"LOUDON COUNTY",28055,421,32,2,1,4,2,5,4,6,10,2,0,0,9
"G4701070","1980","3","6","Tennessee","47",,"McMinn","107",,,,,,,,,,,,,"MCMINN COUNTY",39629,2043,68,0,0,9,3,7,21,33,5,0,1,4,55
"G4701090","1980","3","6","Tennessee","47",,"McNairy","109",,,,,,,,,,,,,"MCNAIRY COUNTY",21036,1434,15,0,0,0,2,8,3,12,4,1,0,0,10
"G4701110","1980","3","6","Tennessee","47",,"Macon","111",,,,,,,,,,,,,"MACON COUNTY",15608,70,9,0,0,0,0,0,0,1,0,0,0,0,12
"G4701130","1980","3","6","Tennessee","47",,"Madison","113",,,,,,,,,,,,,"MADISON COUNTY",51955,22322,28,0,1,26,8,5,25,43,25,14,2,0,92
"G4701150","1980","3","6","Tennessee","47","1560","Marion","115",,,,,,,,,,,,,"MARION COUNTY",23262,1102,25,2,0,7,1,3,4,3,0,1,0,0,6
"G4701170","1980","3","6","Tennessee","47",,"Marshall","117",,,,,,,,,,,,,"MARSHALL COUNTY",17704,1960,13,0,0,2,0,5,1,8,0,0,0,0,5
"G4701190","1980","3","6","Tennessee","47",,"Maury","119",,,,,,,,,,,,,"MAURY COUNTY",42500,8464,43,0,0,12,5,7,1,20,0,8,0,1,34
"G4701210","1980","3","6","Tennessee","47",,"Meigs","121",,,,,,,,,,,,,"MEIGS COUNTY",7279,138,8,0,1,0,0,0,3,1,0,0,0,0,1
"G4701230","1980","3","6","Tennessee","47",,"Monroe","123",,,,,,,,,,,,,"MONROE COUNTY",27745,888,11,0,0,6,1,1,8,7,1,0,0,0,32
"G4701250","1980","3","6","Tennessee","47","1660","Montgomery","125",,,,,,,,,,,,,"MONTGOMERY COUNTY",66415,14684,191,3,2,138,34,83,491,47,70,67,54,21,1042
"G4701270","1980","3","6","Tennessee","47",,"Moore","127",,,,,,,,,,,,,"MOORE COUNTY",4293,209,5,0,0,0,0,0,0,0,0,0,0,0,3
"G4701290","1980","3","6","Tennessee","47",,"Morgan","129",,,,,,,,,,,,,"MORGAN COUNTY",16430,118,17,0,0,1,0,5,9,2,0,2,0,0,20
"G4701310","1980","3","6","Tennessee","47",,"Obion","131",,,,,,,,,,,,,"OBION COUNTY",29583,3107,33,0,0,1,0,4,2,16,0,1,2,0,32
"G4701330","1980","3","6","Tennessee","47",,"Overton","133",,,,,,,,,,,,,"OVERTON COUNTY",17493,44,28,0,0,1,0,0,0,5,0,1,0,0,3
"G4701350","1980","3","6","Tennessee","47",,"Perry","135",,,,,,,,,,,,,"PERRY COUNTY",5954,143,7,0,0,2,0,0,1,1,0,0,1,0,2
"G4701370","1980","3","6","Tennessee","47",,"Pickett","137",,,,,,,,,,,,,"PICKETT COUNTY",4340,1,16,0,0,0,0,0,1,0,0,0,0,0,0
"G4701390","1980","3","6","Tennessee","47",,"Polk","139",,,,,,,,,,,,,"POLK COUNTY",13566,5,13,0,0,2,0,0,0,6,0,0,0,2,8
"G4701410","1980","3","6","Tennessee","47",,"Putnam","141",,,,,,,,,,,,,"PUTNAM COUNTY",46359,768,42,1,0,30,66,12,21,76,32,2,0,0,281
"G4701430","1980","3","6","Tennessee","47",,"Rhea","143",,,,,,,,,,,,,"RHEA COUNTY",23485,611,45,0,0,4,22,2,2,8,22,6,1,0,27
"G4701450","1980","3","6","Tennessee","47",,"Roane","145",,,,,,,,,,,,,"ROANE COUNTY",46731,1526,34,5,0,12,34,20,16,14,8,0,1,2,22
"G4701470","1980","3","6","Tennessee","47","5360","Robertson","147",,,,,,,,,,,,,"ROBERTSON COUNTY",31970,4960,29,0,0,2,0,13,3,19,2,2,0,0,21
"G4701490","1980","3","6","Tennessee","47","5360","Rutherford","149",,,,,,,,,,,,,"RUTHERFORD COUNTY",74671,8593,90,2,0,43,42,15,37,34,3,5,5,1,517
"G4701510","1980","3","6","Tennessee","47",,"Scott","151",,,,,,,,,,,,,"SCOTT COUNTY",19161,6,69,0,0,3,0,2,1,5,0,3,0,0,9
"G4701530","1980","3","6","Tennessee","47","1560","Sequatchie","153",,,,,,,,,,,,,"SEQUATCHIE COUNTY",8548,18,17,0,0,0,0,0,6,0,0,0,0,0,16
"G4701550","1980","3","6","Tennessee","47",,"Sevier","155",,,,,,,,,,,,,"SEVIER COUNTY",41112,162,46,0,0,7,7,15,15,9,1,2,1,5,36
"G4701570","1980","3","6","Tennessee","47","4920","Shelby","157",,,,,,,,,,,,,"SHELBY COUNTY",445458,324664,747,13,6,486,1139,672,409,579,427,110,25,15,2363
"G4701590","1980","3","6","Tennessee","47",,"Smith","159",,,,,,,,,,,,,"SMITH COUNTY",14308,600,12,0,0,0,0,5,0,6,0,0,0,0,4
"G4701610","1980","3","6","Tennessee","47",,"Stewart","161",,,,,,,,,,,,,"STEWART COUNTY",8501,133,14,2,0,5,0,1,1,2,0,0,1,3,2
"G4701630","1980","3","6","Tennessee","47","3660","Sullivan","163",,,,,,,,,,,,,"SULLIVAN COUNTY",140855,2607,145,1,0,13,84,26,10,63,34,8,6,0,116
"G4701650","1980","3","6","Tennessee","47","5360","Sumner","165",,,,,,,,,,,,,"SUMNER COUNTY",80348,5084,99,1,0,19,19,15,35,41,5,11,0,1,112
"G4701670","1980","3","6","Tennessee","47","4920","Tipton","167",,,,,,,,,,,,,"TIPTON COUNTY",24021,8786,30,1,0,10,11,7,7,7,0,6,1,0,43
"G4701690","1980","3","6","Tennessee","47",,"Trousdale","169",,,,,,,,,,,,,"TROUSDALE COUNTY",5227,898,7,0,0,0,0,0,0,0,0,0,0,0,5
"G4701710","1980","3","6","Tennessee","47","3660","Unicoi","171",,,,,,,,,,,,,"UNICOI COUNTY",16300,4,18,0,1,4,0,0,1,12,7,0,0,0,15
"G4701730","1980","3","6","Tennessee","47","3840","Union","173",,,,,,,,,,,,,"UNION COUNTY",11681,1,17,0,0,2,0,0,1,0,1,0,1,0,3
"G4701750","1980","3","6","Tennessee","47",,"Van Buren","175",,,,,,,,,,,,,"VAN BUREN COUNTY",4714,4,4,0,0,0,0,2,0,2,0,1,0,0,1
"G4701770","1980","3","6","Tennessee","47",,"Warren","177",,,,,,,,,,,,,"WARREN COUNTY",31351,1199,30,0,0,3,5,0,4,15,0,2,0,0,44
"G4701790","1980","3","6","Tennessee","47","3660","Washington","179",,,,,,,,,,,,,"WASHINGTON COUNTY",85269,3004,89,0,0,39,48,17,40,73,14,8,0,0,154
"G4701810","1980","3","6","Tennessee","47",,"Wayne","181",,,,,,,,,,,,,"WAYNE COUNTY",13760,168,5,0,0,0,0,6,1,0,0,0,0,0,6
"G4701830","1980","3","6","Tennessee","47",,"Weakley","183",,,,,,,,,,,,,"WEAKLEY COUNTY",30485,2070,29,0,0,27,20,7,7,34,0,1,0,10,206
"G4701850","1980","3","6","Tennessee","47",,"White","185",,,,,,,,,,,,,"WHITE COUNTY",19097,431,9,0,0,4,2,4,2,7,1,0,0,0,10
"G4701870","1980","3","6","Tennessee","47","5360","Williamson","187",,,,,,,,,,,,,"WILLIAMSON COUNTY",52657,5202,40,3,0,16,22,4,15,57,3,1,0,0,88
"G4701890","1980","3","6","Tennessee","47","5360","Wilson","189",,,,,,,,,,,,,"WILSON COUNTY",50934,4873,61,5,1,39,3,30,15,33,6,4,0,0,60
"G4800010","1980","3","7","Texas","48",,"Anderson","001",,,,,,,,,,,,,"ANDERSON COUNTY",29399,8164,87,0,0,8,0,6,7,16,28,17,2,0,647
"G4800030","1980","3","7","Texas","48",,"Andrews","003",,,,,,,,,,,,,"ANDREWS COUNTY",11420,282,63,0,0,4,2,17,0,30,71,1,0,0,1433
"G4800050","1980","3","7","Texas","48",,"Angelina","005",,,,,,,,,,,,,"ANGELINA COUNTY",51806,9625,83,0,1,3,12,17,15,48,32,8,2,0,2520
"G4800070","1980","3","7","Texas","48",,"Aransas","007",,,,,,,,,,,,,"ARANSAS COUNTY",12526,277,48,1,0,14,3,2,0,2,217,1,0,0,1169
"G4800090","1980","3","7","Texas","48",,"Archer","009",,,,,,,,,,,,,"ARCHER COUNTY",7123,18,38,0,0,0,0,0,0,3,1,0,2,0,81
"G4800110","1980","3","7","Texas","48",,"Armstrong","011",,,,,,,,,,,,,"ARMSTRONG COUNTY",1968,4,6,0,0,0,0,0,1,4,0,0,1,1,9
"G4800130","1980","3","7","Texas","48",,"Atascosa","013",,,,,,,,,,,,,"ATASCOSA COUNTY",22374,122,47,0,1,6,16,2,12,6,9,3,0,1,2456
"G4800150","1980","3","7","Texas","48",,"Austin","015",,,,,,,,,,,,,"AUSTIN COUNTY",14449,2580,40,0,0,3,4,0,0,4,0,1,2,0,643
"G4800170","1980","3","7","Texas","48",,"Bailey","017",,,,,,,,,,,,,"BAILEY COUNTY",6301,181,5,0,0,0,0,0,0,8,1,0,0,0,1672
"G4800190","1980","3","7","Texas","48",,"Bandera","019",,,,,,,,,,,,,"BANDERA COUNTY",6906,20,18,1,1,1,2,2,2,1,2,0,0,0,128
"G4800210","1980","3","7","Texas","48",,"Bastrop","021",,,,,,,,,,,,,"BASTROP COUNTY",18518,4259,58,1,4,2,0,2,1,6,13,3,0,1,1858
"G4800230","1980","3","7","Texas","48",,"Baylor","023",,,,,,,,,,,,,"BAYLOR COUNTY",4543,179,12,1,0,2,0,0,0,5,0,0,0,0,177
"G4800250","1980","3","7","Texas","48",,"Bee","025",,,,,,,,,,,,,"BEE COUNTY",21211,673,89,2,0,26,7,224,8,10,1,3,1,0,3775
"G4800270","1980","3","7","Texas","48","3810","Bell","027",,,,,,,,,,,,,"BELL COUNTY",117710,25873,571,17,2,353,135,436,1606,141,146,176,245,114,10364
