GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLOCKA,BLCK_GRPA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015
"G0601010","1980","4","9","California","06","9340","Sutter","101",,,,,,,,,,,,,"SUTTER COUNTY",42893,562,585,2,0,563,201,172,40,2585,15,18,3,0,4607
"G0601030","1980","4","9","California","06",,"Tehama","103",,,,,,,,,,,,,"TEHAMA COUNTY",37128,63,598,4,1,24,49,44,23,7,17,15,11,1,903
"G0601050","1980","4","9","California","06",,"Trinity","105",,,,,,,,,,,,,"TRINITY COUNTY",11204,13,453,0,0,12,5,15,7,2,2,6,1,0,138
"G0601070","1980","4","9","California","06","8780","Tulare","107",,,,,,,,,,,,,"TULARE COUNTY",180080,3548,2535,10,13,923,604,2946,155,221,105,69,26,17,54486
"G0601090","1980","4","9","California","06",,"Tuolumne","109",,,,,,,,,,,,,"TUOLUMNE COUNTY",32023,377,592,5,2,46,29,50,7,7,25,23,0,2,740
"G0601110","1980","4","9","California","06","6000","Ventura","111",,,,,,,,"49",,,,,"VENTURA COUNTY",425688,11199,4825,39,35,3665,2037,6517,1220,667,821,417,284,366,71394
"G0601130","1980","4","9","California","06","6920","Yolo","113",,,,,,,,,,,,,"YOLO COUNTY",92990,1945,1154,18,34,1536,1447,618,203,511,158,72,31,21,12636
"G0601150","1980","4","9","California","06","9340","Yuba","115",,,,,,,,,,,,,"YUBA COUNTY",41962,2231,1139,4,3,262,258,392,138,179,35,50,57,6,3017
"G0800010","1980","4","8","Colorado","08","2080","Adams","001",,,,,,,,,,,,,"ADAMS COUNTY",217104,6307,1652,24,18,1336,315,296,432,112,514,74,36,5,17719
"G0800030","1980","4","8","Colorado","08",,"Alamosa","003",,,,,,,,,,,,,"ALAMOSA COUNTY",9397,64,46,0,0,49,1,5,4,0,11,1,4,0,2217
"G0800050","1980","4","8","Colorado","08","2080","Arapahoe","005",,,,,,,,,,,,,"ARAPAHOE COUNTY",274066,8446,1145,27,18,1105,701,418,1007,483,509,109,71,7,5509
"G0800070","1980","4","8","Colorado","08",,"Archuleta","007",,,,,,,,,,,,,"ARCHULETA COUNTY",3019,2,33,0,0,8,1,0,0,1,0,0,0,0,600
"G0800090","1980","4","8","Colorado","08",,"Baca","009",,,,,,,,,,,,,"BACA COUNTY",5163,0,55,0,0,4,1,3,0,1,0,0,0,0,192
"G0800110","1980","4","8","Colorado","08",,"Bent","011",,,,,,,,,,,,,"BENT COUNTY",5099,21,26,0,0,15,0,2,0,6,0,0,0,0,776
"G0800130","1980","4","8","Colorado","08","2080","Boulder","013",,,,,,,,,,,,,"BOULDER COUNTY",178914,1735,874,27,4,737,440,127,250,259,300,43,24,11,5880
"G0800150","1980","4","8","Colorado","08",,"Chaffee","015",,,,,,,,,,,,,"CHAFFEE COUNTY",12709,93,66,1,0,3,2,1,1,1,1,0,0,0,349
"G0800170","1980","4","8","Colorado","08",,"Cheyenne","017",,,,,,,,,,,,,"CHEYENNE COUNTY",2130,1,6,0,1,0,0,0,1,0,0,0,0,0,14
"G0800190","1980","4","8","Colorado","08",,"Clear Creek","019",,,,,,,,,,,,,"CLEAR CREEK COUNTY",7129,12,45,0,0,4,0,0,0,2,1,0,0,0,115
"G0800210","1980","4","8","Colorado","08",,"Conejos","021",,,,,,,,,,,,,"CONEJOS COUNTY",4594,0,40,0,0,15,0,1,2,1,0,0,0,0,3141
"G0800230","1980","4","8","Colorado","08",,"Costilla","023",,,,,,,,,,,,,"COSTILLA COUNTY",2192,4,2,0,0,36,2,6,0,0,0,5,0,0,824
"G0800250","1980","4","8","Colorado","08",,"Crowley","025",,,,,,,,,,,,,"CROWLEY COUNTY",2773,2,12,0,0,19,0,2,0,0,0,0,0,0,180
"G0800270","1980","4","8","Colorado","08",,"Custer","027",,,,,,,,,,,,,"CUSTER COUNTY",1493,1,12,0,0,0,1,1,3,0,1,0,0,0,16
"G0800290","1980","4","8","Colorado","08",,"Delta","029",,,,,,,,,,,,,"DELTA COUNTY",20344,20,140,0,0,20,4,18,5,0,13,3,0,2,656
"G0800310","1980","4","8","Colorado","08","2080","Denver","031",,,,,,,,,,,,,"DENVER COUNTY",368068,59252,3789,49,18,2458,952,504,718,597,1505,162,92,37,54164
"G0800330","1980","4","8","Colorado","08",,"Dolores","033",,,,,,,,,,,,,"DOLORES COUNTY",1590,1,41,0,0,0,0,0,1,0,1,0,0,0,24
"G0800350","1980","4","8","Colorado","08","2080","Douglas","035",,,,,,,,,,,,,"DOUGLAS COUNTY",24672,93,81,1,1,28,13,6,24,17,12,2,0,1,202
"G0800370","1980","4","8","Colorado","08",,"Eagle","037",,,,,,,,,,,,,"EAGLE COUNTY",12607,25,35,1,2,41,4,1,3,1,1,1,2,0,596
"G0800390","1980","4","8","Colorado","08",,"Elbert","039",,,,,,,,,,,,,"ELBERT COUNTY",6744,17,31,0,0,4,2,2,0,0,2,3,0,0,45
"G0800410","1980","4","8","Colorado","08","1720","El Paso","041",,,,,,,,,,,,,"EL PASO COUNTY",270232,19058,1738,42,7,1140,292,776,1834,129,310,256,253,76,13281
"G0800430","1980","4","8","Colorado","08",,"Fremont","043",,,,,,,,,,,,,"FREMONT COUNTY",27456,351,172,0,0,29,12,15,7,3,0,2,4,0,625
"G0800450","1980","4","8","Colorado","08",,"Garfield","045",,,,,,,,,,,,,"GARFIELD COUNTY",22008,27,90,11,5,17,8,6,5,2,8,2,0,1,324
"G0800470","1980","4","8","Colorado","08","2080","Gilpin","047",,,,,,,,,,,,,"GILPIN COUNTY",2369,13,15,0,0,1,0,0,0,0,0,2,0,0,41
"G0800490","1980","4","8","Colorado","08",,"Grand","049",,,,,,,,,,,,,"GRAND COUNTY",7310,5,33,0,0,5,0,4,1,0,0,0,1,0,116
"G0800510","1980","4","8","Colorado","08",,"Gunnison","051",,,,,,,,,,,,,"GUNNISON COUNTY",10481,25,28,2,0,10,1,10,2,5,3,2,2,0,118
"G0800530","1980","4","8","Colorado","08",,"Hinsdale","053",,,,,,,,,,,,,"HINSDALE COUNTY",405,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"G0800550","1980","4","8","Colorado","08",,"Huerfano","055",,,,,,,,,,,,,"HUERFANO COUNTY",5373,32,30,0,0,0,3,0,3,3,0,0,0,0,996
"G0800570","1980","4","8","Colorado","08",,"Jackson","057",,,,,,,,,,,,,"JACKSON COUNTY",1847,1,9,0,0,0,0,2,0,0,0,0,0,0,4
"G0800590","1980","4","8","Colorado","08","2080","Jefferson","059",,,,,,,,,,,,,"JEFFERSON COUNTY",356966,1933,1417,16,10,1242,553,330,687,346,388,58,22,5,7780
"G0800610","1980","4","8","Colorado","08",,"Kiowa","061",,,,,,,,,,,,,"KIOWA COUNTY",1905,0,2,0,0,0,0,0,0,0,1,0,0,0,28
"G0800630","1980","4","8","Colorado","08",,"Kit Carson","063",,,,,,,,,,,,,"KIT CARSON COUNTY",7350,2,22,0,0,1,11,2,1,2,1,0,0,1,206
"G0800650","1980","4","8","Colorado","08",,"Lake","065",,,,,,,,,,,,,"LAKE COUNTY",7619,24,61,0,0,13,1,3,3,0,0,1,0,0,1105
"G0800670","1980","4","8","Colorado","08",,"La Plata","067",,,,,,,,,,,,,"LA PLATA COUNTY",24328,41,1113,9,0,15,21,9,4,2,2,2,0,1,1877
"G0800690","1980","4","8","Colorado","08","2670","Larimer","069",,,,,,,,,,,,,"LARIMER COUNTY",141908,627,632,7,5,421,259,118,127,154,225,35,25,5,4636
"G0800710","1980","4","8","Colorado","08",,"Las Animas","071",,,,,,,,,,,,,"LAS ANIMAS COUNTY",13020,53,76,0,0,8,0,8,2,6,9,1,0,0,1714
"G0800730","1980","4","8","Colorado","08",,"Lincoln","073",,,,,,,,,,,,,"LINCOLN COUNTY",4624,1,15,1,0,5,0,2,0,0,0,0,0,0,15
"G0800750","1980","4","8","Colorado","08",,"Logan","075",,,,,,,,,,,,,"LOGAN COUNTY",19019,41,40,0,0,38,7,6,4,7,42,1,0,0,595
"G0800770","1980","4","8","Colorado","08",,"Mesa","077",,,,,,,,,,,,,"MESA COUNTY",78090,214,474,3,1,94,74,47,36,19,52,18,4,2,2402
"G0800790","1980","4","8","Colorado","08",,"Mineral","079",,,,,,,,,,,,,"MINERAL COUNTY",783,0,1,0,2,2,0,0,0,0,0,0,0,0,16
"G0800810","1980","4","8","Colorado","08",,"Moffat","081",,,,,,,,,,,,,"MOFFAT COUNTY",12786,5,55,0,0,3,2,7,3,1,3,1,0,0,267
"G0800830","1980","4","8","Colorado","08",,"Montezuma","083",,,,,,,,,,,,,"MONTEZUMA COUNTY",14219,10,1650,1,0,18,3,8,5,5,0,3,0,4,584
"G0800850","1980","4","8","Colorado","08",,"Montrose","085",,,,,,,,,,,,,"MONTROSE COUNTY",23241,40,166,0,0,12,2,7,2,5,0,4,0,0,873
"G0800870","1980","4","8","Colorado","08",,"Morgan","087",,,,,,,,,,,,,"MORGAN COUNTY",21138,22,79,3,0,38,2,5,5,7,0,1,0,1,1212
"G0800890","1980","4","8","Colorado","08",,"Otero","089",,,,,,,,,,,,,"OTERO COUNTY",18229,91,76,0,0,71,1,4,4,12,15,0,6,1,4057
"G0800910","1980","4","8","Colorado","08",,"Ouray","091",,,,,,,,,,,,,"OURAY COUNTY",1891,5,1,0,1,6,0,0,1,0,0,2,0,0,18
"G0800930","1980","4","8","Colorado","08",,"Park","093",,,,,,,,,,,,,"PARK COUNTY",5225,8,39,1,1,4,0,2,2,1,1,0,1,0,48
"G0800950","1980","4","8","Colorado","08",,"Phillips","095",,,,,,,,,,,,,"PHILLIPS COUNTY",4456,1,5,0,1,1,2,2,9,1,9,0,0,1,54
"G0800970","1980","4","8","Colorado","08",,"Pitkin","097",,,,,,,,,,,,,"PITKIN COUNTY",10185,24,25,2,0,14,26,3,2,2,12,1,1,0,41
"G0800990","1980","4","8","Colorado","08",,"Prowers","099",,,,,,,,,,,,,"PROWERS COUNTY",12012,30,43,0,0,5,0,0,1,2,0,7,0,1,969
"G0801010","1980","4","8","Colorado","08","6560","Pueblo","101",,,,,,,,,,,,,"PUEBLO COUNTY",106977,2254,549,0,0,125,111,78,48,60,37,18,3,1,15711
"G0801030","1980","4","8","Colorado","08",,"Rio Blanco","103",,,,,,,,,,,,,"RIO BLANCO COUNTY",6089,17,42,0,0,6,1,2,3,2,0,0,0,0,93
"G0801050","1980","4","8","Colorado","08",,"Rio Grande","105",,,,,,,,,,,,,"RIO GRANDE COUNTY",8083,3,25,0,0,8,0,0,0,2,0,0,0,0,2390
"G0801070","1980","4","8","Colorado","08",,"Routt","107",,,,,,,,,,,,,"ROUTT COUNTY",13163,9,74,0,0,11,4,1,2,0,0,4,2,1,133
"G0801090","1980","4","8","Colorado","08",,"Saguache","109",,,,,,,,,,,,,"SAGUACHE COUNTY",2776,8,49,0,0,1,0,0,0,1,2,0,0,0,1098
"G0801110","1980","4","8","Colorado","08",,"San Juan","111",,,,,,,,,,,,,"SAN JUAN COUNTY",792,0,3,0,0,0,1,0,0,0,0,0,0,0,37
"G0801130","1980","4","8","Colorado","08",,"San Miguel","113",,,,,,,,,,,,,"SAN MIGUEL COUNTY",3048,5,102,0,0,6,1,2,0,0,0,0,0,0,28
"G0801150","1980","4","8","Colorado","08",,"Sedgwick","115",,,,,,,,,,,,,"SEDGWICK COUNTY",3101,8,6,0,0,42,0,0,0,1,0,0,0,0,108
"G0801170","1980","4","8","Colorado","08",,"Summit","117",,,,,,,,,,,,,"SUMMIT COUNTY",8731,15,38,4,0,15,2,2,2,1,0,1,1,0,36
"G0801190","1980","4","8","Colorado","08","1720","Teller","119",,,,,,,,,,,,,"TELLER COUNTY",7942,5,29,1,0,1,2,0,10,0,1,2,0,0,41
"G0801210","1980","4","8","Colorado","08",,"Washington","121",,,,,,,,,,,,,"WASHINGTON COUNTY",5254,1,13,0,0,2,0,0,0,0,1,0,0,0,33
"G0801230","1980","4","8","Colorado","08","3060","Weld","123",,,,,,,,,,,,,"WELD COUNTY",109794,597,521,3,3,554,56,50,49,36,19,34,13,9,11700
"G0801250","1980","4","8","Colorado","08",,"Yuma","125",,,,,,,,,,,,,"YUMA COUNTY",9466,1,42,0,0,4,0,4,1,0,14,0,0,0,150
"G0900010","1980","1","1","Connecticut","09",,"Fairfield","001",,,,,,,,,,,,,"FAIRFIELD COUNTY",713616,66155,851,17,9,602,1701,634,544,1851,614,47,9,4,20489
"G0900030","1980","1","1","Connecticut","09",,"Hartford","003",,,,,,,,,,,,,"HARTFORD COUNTY",708879,66350,897,15,9,329,1027,584,522,1496,638,35,16,29,26940
"G0900050","1980","1","1","Connecticut","09",,"Litchfield","005",,,,,,,,,,,,,"LITCHFIELD COUNTY",154442,1233,214,6,1,49,87,63,124,64,89,6,3,1,387
"G0900070","1980","1","1","Connecticut","09",,"Middlesex","007",,,,,,,,,,,,,"MIDDLESEX COUNTY",122723,4810,179,1,4,87,111,42,79,119,52,13,10,6,781
"G0900090","1980","1","1","Connecticut","09",,"New Haven","009",,,,,,,,,,,,,"NEW HAVEN COUNTY",673877,67488,1125,12,6,521,1280,468,582,1005,284,46,13,19,14611
"G0900110","1980","1","1","Connecticut","09",,"New London","011",,,,,,,,,,,,,"NEW LONDON COUNTY",224208,8953,793,6,1,167,255,1276,113,210,51,21,37,4,2314
"G0900130","1980","1","1","Connecticut","09",,"Tolland","013",,,,,,,,,,,,,"TOLLAND COUNTY",111649,1799,114,7,4,80,187,46,118,205,59,9,1,1,544
"G0900150","1980","1","1","Connecticut","09",,"Windham","015",,,,,,,,,,,,,"WINDHAM COUNTY",90026,645,258,4,0,29,43,19,34,45,38,0,12,5,1154
"G1000010","1980","3","5","Delaware","10",,"Kent","001",,,,,,,,,,,,,"KENT COUNTY",78258,17759,316,1,1,146,148,284,123,83,38,22,19,2,1019
"G1000030","1980","3","5","Delaware","10","9160","New Castle","003",,,,,,,,"77",,,,,"NEW CASTLE COUNTY",330826,60116,417,9,7,235,807,414,311,890,153,38,15,4,3873
"G1000050","1980","3","5","Delaware","10",,"Sussex","005",,,,,,,,,,,,,"SUSSEX COUNTY",78733,17970,574,3,0,40,43,115,56,98,14,5,9,0,344
"G1100010","1980","3","5","District Of Columbia","11","8840","District Of Columbia","001",,,,,,,,,,,,,"DISTRICT OF COLUMBIA",171768,448906,996,19,16,752,2476,1297,338,950,505,237,66,15,9992
"G1200010","1980","3","5","Florida","12","2900","Alachua","001",,,,,,,,,,,,,"ALACHUA COUNTY",119205,28875,259,3,14,206,473,129,112,357,292,30,8,10,1375
"G1200030","1980","3","5","Florida","12","3600","Baker","003",,,,,,,,,,,,,"BAKER COUNTY",12891,2333,23,1,0,3,1,8,3,1,0,2,0,0,23
"G1200050","1980","3","5","Florida","12","6015","Bay","005",,,,,,,,,,,,,"BAY COUNTY",83799,11681,420,1,2,141,71,262,93,26,439,26,7,0,772
"G1200070","1980","3","5","Florida","12",,"Bradford","007",,,,,,,,,,,,,"BRADFORD COUNTY",15747,4077,35,0,0,5,15,2,6,19,6,2,3,1,105
"G1200090","1980","3","5","Florida","12","4900","Brevard","009",,,,,,,,,,,,,"BREVARD COUNTY",245223,23832,581,6,1,286,333,351,215,323,157,53,16,5,1577
"G1200110","1980","3","5","Florida","12","2680","Broward","011",,,,,,,,"56",,,,,"BROWARD COUNTY",892085,113608,1350,25,12,489,1817,619,339,1154,353,93,42,27,6187
"G1200130","1980","3","5","Florida","12",,"Calhoun","013",,,,,,,,,,,,,"CALHOUN COUNTY",8058,1132,88,0,0,3,0,1,0,0,0,0,1,0,11
"G1200150","1980","3","5","Florida","12",,"Charlotte","015",,,,,,,,,,,,,"CHARLOTTE COUNTY",56802,1115,66,0,0,38,59,93,26,57,24,1,3,3,173
"G1200170","1980","3","5","Florida","12",,"Citrus","017",,,,,,,,,,,,,"CITRUS COUNTY",52617,1769,72,0,1,25,7,36,10,24,12,3,4,1,122
"G1200190","1980","3","5","Florida","12","3600","Clay","019",,,,,,,,,,,,,"CLAY COUNTY",62677,3470,116,1,1,66,31,363,41,35,14,12,22,1,202
"G1200210","1980","3","5","Florida","12",,"Collier","021",,,,,,,,,,,,,"COLLIER COUNTY",74661,4550,172,2,0,18,55,14,13,24,56,6,7,3,6390
"G1200230","1980","3","5","Florida","12",,"Columbia","023",,,,,,,,,,,,,"COLUMBIA COUNTY",28340,6841,45,1,0,20,9,22,4,39,19,18,0,5,36
"G1200250","1980","3","5","Florida","12","5000","Dade","025",,,,,,,,"56",,,,,"DADE COUNTY",1262275,280434,1660,34,33,817,5373,1735,686,2651,712,186,82,22,69081
"G1200270","1980","3","5","Florida","12",,"De Soto","027",,,,,,,,,,,,,"DE SOTO COUNTY",15155,3557,33,0,0,9,1,23,3,9,8,2,0,0,239
"G1200290","1980","3","5","Florida","12",,"Dixie","029",,,,,,,,,,,,,"DIXIE COUNTY",6823,899,17,0,0,4,0,0,0,0,0,0,0,0,8
"G1200310","1980","3","5","Florida","12","3600","Duval","031",,,,,,,,,,,,,"DUVAL COUNTY",420718,140561,1240,7,12,405,507,3840,255,382,346,120,47,19,2544
"G1200330","1980","3","5","Florida","12","6080","Escambia","033",,,,,,,,,,,,,"ESCAMBIA COUNTY",181637,45945,1868,5,3,221,244,1431,109,112,789,75,41,14,1300
