GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A3Y001,A3Y002
"G3800810","1910","North Dakota","380","Sargent","0810","Sargent",9202,6039
"G3800830","1910","North Dakota","380","Sheridan","0830","Sheridan",8103,1997
"G3800890","1910","North Dakota","380","Stark","0890","Stark",12504,6278
"G3800910","1910","North Dakota","380","Steele","0910","Steele",7616,5888
"G3800930","1910","North Dakota","380","Stutsman","0930","Stutsman",18189,9143
"G3800950","1910","North Dakota","380","Towner","0950","Towner",8963,6491
"G3800970","1910","North Dakota","380","Traill","0970","Traill",12545,13107
"G3800990","1910","North Dakota","380","Walsh","0990","Walsh",19491,20288
"G3801010","1910","North Dakota","380","Ward","1010","Ward",25281,4861
"G3801030","1910","North Dakota","380","Wells","1030","Wells",11814,8310
"G3801050","1910","North Dakota","380","Williams","1050","Williams",14234,
"G3900010","1910","Ohio","390","Adams","0010","Adams",24755,26328
"G3900030","1910","Ohio","390","Allen","0030","Allen",56580,47976
"G3900050","1910","Ohio","390","Ashland","0050","Ashland",22975,21184
"G3900070","1910","Ohio","390","Ashtabula","0070","Ashtabula",59547,51448
"G3900090","1910","Ohio","390","Athens","0090","Athens",47798,38730
"G3900110","1910","Ohio","390","Auglaize","0110","Auglaize",31246,31192
"G3900130","1910","Ohio","390","Belmont","0130","Belmont",76856,60875
"G3900150","1910","Ohio","390","Brown","0150","Brown",24832,28237
"G3900170","1910","Ohio","390","Butler","0170","Butler",70271,56870
"G3900190","1910","Ohio","390","Carroll","0190","Carroll",15761,16811
"G3900210","1910","Ohio","390","Champaign","0210","Champaign",26351,26642
"G3900230","1910","Ohio","390","Clark","0230","Clark",66435,58939
"G3900250","1910","Ohio","390","Clermont","0250","Clermont",29551,31610
"G3900270","1910","Ohio","390","Clinton","0270","Clinton",23680,24202
"G3900290","1910","Ohio","390","Columbiana","0290","Columbiana",76619,68590
"G3900310","1910","Ohio","390","Coshocton","0310","Coshocton",30121,29337
"G3900330","1910","Ohio","390","Crawford","0330","Crawford",34036,33915
"G3900350","1910","Ohio","390","Cuyahoga","0350","Cuyahoga",637425,439120
"G3900370","1910","Ohio","390","Darke","0370","Darke",42933,42532
"G3900390","1910","Ohio","390","Defiance","0390","Defiance",24498,26387
"G3900410","1910","Ohio","390","Delaware","0410","Delaware",27182,26401
"G3900430","1910","Ohio","390","Erie","0430","Erie",38327,37650
"G3900450","1910","Ohio","390","Fairfield","0450","Fairfield",39201,34259
"G3900470","1910","Ohio","390","Fayette","0470","Fayette",21744,21725
"G3900490","1910","Ohio","390","Franklin","0490","Franklin",221567,164460
"G3900510","1910","Ohio","390","Fulton","0510","Fulton",23914,22801
"G3900530","1910","Ohio","390","Gallia","0530","Gallia",25745,27918
"G3900550","1910","Ohio","390","Geauga","0550","Geauga",14670,14744
"G3900570","1910","Ohio","390","Greene","0570","Greene",29733,31613
"G3900590","1910","Ohio","390","Guernsey","0590","Guernsey",42716,34425
"G3900610","1910","Ohio","390","Hamilton","0610","Hamilton",460732,409479
"G3900630","1910","Ohio","390","Hancock","0630","Hancock",37860,41993
"G3900650","1910","Ohio","390","Hardin","0650","Hardin",30407,31187
"G3900670","1910","Ohio","390","Harrison","0670","Harrison",19076,20486
"G3900690","1910","Ohio","390","Henry","0690","Henry",25119,27282
"G3900710","1910","Ohio","390","Highland","0710","Highland",28711,30982
"G3900730","1910","Ohio","390","Hocking","0730","Hocking",23650,24398
"G3900750","1910","Ohio","390","Holmes","0750","Holmes",17909,19511
"G3900770","1910","Ohio","390","Huron","0770","Huron",34206,32330
"G3900790","1910","Ohio","390","Jackson","0790","Jackson",30791,34248
"G3900810","1910","Ohio","390","Jefferson","0810","Jefferson",65423,44357
"G3900830","1910","Ohio","390","Knox","0830","Knox",30181,27768
"G3900850","1910","Ohio","390","Lake","0850","Lake",22927,21680
"G3900870","1910","Ohio","390","Lawrence","0870","Lawrence",39488,39534
"G3900890","1910","Ohio","390","Licking","0890","Licking",55590,47070
"G3900910","1910","Ohio","390","Logan","0910","Logan",30084,30420
"G3900930","1910","Ohio","390","Lorain","0930","Lorain",76037,54857
"G3900950","1910","Ohio","390","Lucas","0950","Lucas",192728,153559
"G3900970","1910","Ohio","390","Madison","0970","Madison",19902,20590
"G3900990","1910","Ohio","390","Mahoning","0990","Mahoning",116151,70134
"G3901010","1910","Ohio","390","Marion","1010","Marion",33971,28678
"G3901030","1910","Ohio","390","Medina","1030","Medina",23598,21958
"G3901050","1910","Ohio","390","Meigs","1050","Meigs",25594,28620
"G3901070","1910","Ohio","390","Mercer","1070","Mercer",27536,28021
"G3901090","1910","Ohio","390","Miami","1090","Miami",45047,43105
"G3901110","1910","Ohio","390","Monroe","1110","Monroe",24244,27031
"G3901130","1910","Ohio","390","Montgomery","1130","Montgomery",163763,130146
"G3901150","1910","Ohio","390","Morgan","1150","Morgan",16097,17905
"G3901170","1910","Ohio","390","Morrow","1170","Morrow",16815,17879
"G3901190","1910","Ohio","390","Muskingum","1190","Muskingum",57488,53185
"G3901210","1910","Ohio","390","Noble","1210","Noble",18601,19466
"G3901230","1910","Ohio","390","Ottawa","1230","Ottawa",22360,22213
"G3901250","1910","Ohio","390","Paulding","1250","Paulding",22730,27528
"G3901270","1910","Ohio","390","Perry","1270","Perry",35396,31841
"G3901290","1910","Ohio","390","Pickaway","1290","Pickaway",26158,27016
"G3901310","1910","Ohio","390","Pike","1310","Pike",15723,18172
"G3901330","1910","Ohio","390","Portage","1330","Portage",30307,29246
"G3901350","1910","Ohio","390","Preble","1350","Preble",23834,23713
"G3901370","1910","Ohio","390","Putnam","1370","Putnam",29972,32525
"G3901390","1910","Ohio","390","Richland","1390","Richland",47667,44289
"G3901410","1910","Ohio","390","Ross","1410","Ross",40069,40940
"G3901430","1910","Ohio","390","Sandusky","1430","Sandusky",35171,34311
"G3901450","1910","Ohio","390","Scioto","1450","Scioto",48463,40981
"G3901470","1910","Ohio","390","Seneca","1470","Seneca",42421,41163
"G3901490","1910","Ohio","390","Shelby","1490","Shelby",24663,24625
"G3901510","1910","Ohio","390","Stark","1510","Stark",122987,94747
"G3901530","1910","Ohio","390","Summit","1530","Summit",108253,71715
"G3901550","1910","Ohio","390","Trumbull","1550","Trumbull",52766,46591
"G3901570","1910","Ohio","390","Tuscarawas","1570","Tuscarawas",57035,53751
"G3901590","1910","Ohio","390","Union","1590","Union",21871,22342
"G3901610","1910","Ohio","390","Van Wert","1610","Van Wert",29119,30394
"G3901630","1910","Ohio","390","Vinton","1630","Vinton",13096,15330
"G3901650","1910","Ohio","390","Warren","1650","Warren",24497,25584
"G3901670","1910","Ohio","390","Washington","1670","Washington",45422,48245
"G3901690","1910","Ohio","390","Wayne","1690","Wayne",38058,37870
"G3901710","1910","Ohio","390","Williams","1710","Williams",25198,24953
"G3901730","1910","Ohio","390","Wood","1730","Wood",46330,51555
"G3901750","1910","Ohio","390","Wyandot","1750","Wyandot",20760,21125
"G4000010","1910","Oklahoma","400","Adair","0010","Adair",10535,
"G4000030","1910","Oklahoma","400","Alfalfa","0030","Alfalfa",18138,
"G4000050","1910","Oklahoma","400","Atoka","0050","Atoka",13808,
"G4000070","1910","Oklahoma","400","Beaver","0070","Beaver",13631,
"G4000090","1910","Oklahoma","400","Beckham","0090","Beckham",19699,
"G4000110","1910","Oklahoma","400","Blaine","0110","Blaine",17960,
"G4000130","1910","Oklahoma","400","Bryan","0130","Bryan",29854,
"G4000150","1910","Oklahoma","400","Caddo","0150","Caddo",35685,
"G4000170","1910","Oklahoma","400","Canadian","0170","Canadian",23501,
"G4000190","1910","Oklahoma","400","Carter","0190","Carter",25358,
"G4000210","1910","Oklahoma","400","Cherokee","0210","Cherokee",16778,
"G4000230","1910","Oklahoma","400","Choctaw","0230","Choctaw",21862,
"G4000250","1910","Oklahoma","400","Cimarron","0250","Cimarron",4553,
"G4000270","1910","Oklahoma","400","Cleveland","0270","Cleveland",18843,
"G4000290","1910","Oklahoma","400","Coal","0290","Coal",15817,
"G4000310","1910","Oklahoma","400","Comanche","0310","Comanche",41489,
"G4000350","1910","Oklahoma","400","Craig","0350","Craig",17404,
"G4000370","1910","Oklahoma","400","Creek","0370","Creek",26223,
"G4000390","1910","Oklahoma","400","Custer","0390","Custer",23231,
"G4000410","1910","Oklahoma","400","Delaware","0410","Delaware",11469,
"G4000430","1910","Oklahoma","400","Dewey","0430","Dewey",14132,
"G4000450","1910","Oklahoma","400","Ellis","0450","Ellis",15375,
"G4000470","1910","Oklahoma","400","Garfield","0470","Garfield",33050,
"G4000490","1910","Oklahoma","400","Garvin","0490","Garvin",26545,
"G4000510","1910","Oklahoma","400","Grady","0510","Grady",30309,
"G4000530","1910","Oklahoma","400","Grant","0530","Grant",18760,
"G4000550","1910","Oklahoma","400","Greer","0550","Greer",16449,
"G4000570","1910","Oklahoma","400","Harmon","0570","Harmon",11328,
"G4000590","1910","Oklahoma","400","Harper","0590","Harper",8189,
"G4000610","1910","Oklahoma","400","Haskell","0610","Haskell",18875,
"G4000630","1910","Oklahoma","400","Hughes","0630","Hughes",24040,
"G4000650","1910","Oklahoma","400","Jackson","0650","Jackson",23737,
"G4000670","1910","Oklahoma","400","Jefferson","0670","Jefferson",17430,
"G4000690","1910","Oklahoma","400","Johnston","0690","Johnston",16734,
"G4000710","1910","Oklahoma","400","Kay","0710","Kay",26999,
"G4000730","1910","Oklahoma","400","Kingfisher","0730","Kingfisher",18825,
"G4000750","1910","Oklahoma","400","Kiowa","0750","Kiowa",27526,
"G4000770","1910","Oklahoma","400","Latimer","0770","Latimer",11321,
"G4000790","1910","Oklahoma","400","Le Flore","0790","Le Flore",29127,
"G4000810","1910","Oklahoma","400","Lincoln","0810","Lincoln",34779,
"G4000830","1910","Oklahoma","400","Logan","0830","Logan",31740,
"G4000850","1910","Oklahoma","400","Love","0850","Love",10236,
"G4000870","1910","Oklahoma","400","McClain","0870","Mcclain",15659,
"G4000890","1910","Oklahoma","400","McCurtain","0890","Mccurtain",20681,
"G4000910","1910","Oklahoma","400","McIntosh","0910","Mcintosh",20961,
"G4000930","1910","Oklahoma","400","Major","0930","Major",15248,
"G4000950","1910","Oklahoma","400","Marshall","0950","Marshall",11619,
"G4000970","1910","Oklahoma","400","Mayes","0970","Mayes",13596,
"G4000990","1910","Oklahoma","400","Murray","0990","Murray",12744,
"G4001010","1910","Oklahoma","400","Muskogee","1010","Muskogee",52743,
"G4001030","1910","Oklahoma","400","Noble","1030","Noble",14945,
"G4001050","1910","Oklahoma","400","Nowata","1050","Nowata",14223,
"G4001070","1910","Oklahoma","400","Okfuskee","1070","Okfuskee",19995,
"G4001090","1910","Oklahoma","400","Oklahoma","1090","Oklahoma",85232,
"G4001110","1910","Oklahoma","400","Okmulgee","1110","Okmulgee",21115,
"G4001130","1910","Oklahoma","400","Osage","1130","Osage",20101,
"G4001150","1910","Oklahoma","400","Ottawa","1150","Ottawa",15713,
"G4001170","1910","Oklahoma","400","Pawnee","1170","Pawnee",17332,
"G4001190","1910","Oklahoma","400","Payne","1190","Payne",23735,
"G4001210","1910","Oklahoma","400","Pittsburg","1210","Pittsburg",47650,
"G4001230","1910","Oklahoma","400","Pontotoc","1230","Pontotoc",24331,
"G4001250","1910","Oklahoma","400","Pottowatomie","1250","Pottowatomie",43595,
"G4001270","1910","Oklahoma","400","Pushmataha","1270","Pushmataha",10118,
"G4001290","1910","Oklahoma","400","Roger Mills","1290","Roger Mills",12861,
"G4001310","1910","Oklahoma","400","Rogers","1310","Rogers",17736,
"G4001330","1910","Oklahoma","400","Seminole","1330","Seminole",19964,
"G4001350","1910","Oklahoma","400","Sequoyah","1350","Sequoyah",25005,
"G4001370","1910","Oklahoma","400","Stephens","1370","Stephens",22252,
"G4001390","1910","Oklahoma","400","Texas","1390","Texas",14249,
"G4001410","1910","Oklahoma","400","Tillman","1410","Tillman",18650,
"G4001430","1910","Oklahoma","400","Tulsa","1430","Tulsa",34995,
"G4001450","1910","Oklahoma","400","Wagoner","1450","Wagoner",22086,
"G4001470","1910","Oklahoma","400","Washington","1470","Washington",17484,
"G4001490","1910","Oklahoma","400","Washita","1490","Washita",25034,
"G4001510","1910","Oklahoma","400","Woods","1510","Woods",17567,
"G4001530","1910","Oklahoma","400","Woodward","1530","Woodward",16592,
"G4100010","1910","Oregon","410","Baker","0010","Baker",18076,18318
"G4100030","1910","Oregon","410","Benton","0030","Benton",10663,6706
"G4100050","1910","Oregon","410","Clackamas","0050","Clackamas",29931,19658
"G4100070","1910","Oregon","410","Clatsop","0070","Clatsop",16106,12765
"G4100090","1910","Oregon","410","Columbia","0090","Columbia",10580,6237
"G4100110","1910","Oregon","410","Coos","0110","Coos",17959,10324
"G4100130","1910","Oregon","410","Crook","0130","Crook",9315,3964
"G4100150","1910","Oregon","410","Curry","0150","Curry",2044,1868
"G4100190","1910","Oregon","410","Douglas","0190","Douglas",19674,14565
"G4100210","1910","Oregon","410","Gilliam","0210","Gilliam",3701,3201
"G4100230","1910","Oregon","410","Grant","0230","Grant",5607,5948
"G4100250","1910","Oregon","410","Harney","0250","Harney",4059,2598
"G4100270","1910","Oregon","410","Hood River","0270","Hood River",8016,
"G4100290","1910","Oregon","410","Jackson","0290","Jackson",25756,13698
"G4100330","1910","Oregon","410","Josephine","0330","Josephine",9567,7517
"G4100350","1910","Oregon","410","Klamath","0350","Klamath",8554,3970
"G4100370","1910","Oregon","410","Lake","0370","Lake",4658,2847
"G4100390","1910","Oregon","410","Lane","0390","Lane",33783,19604
"G4100410","1910","Oregon","410","Lincoln","0410","Lincoln",5587,3575
"G4100430","1910","Oregon","410","Linn","0430","Linn",22662,18603
"G4100450","1910","Oregon","410","Malheur","0450","Malheur",8601,4203
"G4100470","1910","Oregon","410","Marion","0470","Marion",39780,27713
"G4100490","1910","Oregon","410","Morrow","0490","Morrow",4357,4151
"G4100510","1910","Oregon","410","Multnomah","0510","Multnomah",226261,103167
"G4100530","1910","Oregon","410","Polk","0530","Polk",13469,9923
"G4100550","1910","Oregon","410","Sherman","0550","Sherman",4242,3477
"G4100570","1910","Oregon","410","Tillamook","0570","Tillamook",6266,4471
"G4100590","1910","Oregon","410","Umatilla","0590","Umatilla",20309,18049
"G4100610","1910","Oregon","410","Union","0610","Union",16191,13349
"G4100630","1910","Oregon","410","Wallowa","0630","Wallowa",8364,5538
"G4100650","1910","Oregon","410","Wasco","0650","Wasco",16336,9714
"G4100670","1910","Oregon","410","Washington","0670","Washington",21522,14467
"G4100690","1910","Oregon","410","Wheeler","0690","Wheeler",2484,2443
"G4100710","1910","Oregon","410","Yamhill","0710","Yamhill",18285,13420
"G4200010","1910","Pennsylvania","420","Adams","0010","Adams",34319,34496
"G4200030","1910","Pennsylvania","420","Allegheny","0030","Allegheny",1018463,775058
"G4200050","1910","Pennsylvania","420","Armstrong","0050","Armstrong",67880,52551
"G4200070","1910","Pennsylvania","420","Beaver","0070","Beaver",78353,56432
"G4200090","1910","Pennsylvania","420","Bedford","0090","Bedford",38879,39468
"G4200110","1910","Pennsylvania","420","Berks","0110","Berks",183222,159615
"G4200130","1910","Pennsylvania","420","Blair","0130","Blair",108858,85099
"G4200150","1910","Pennsylvania","420","Bradford","0150","Bradford",54526,59403
"G4200170","1910","Pennsylvania","420","Bucks","0170","Bucks",76530,71190
"G4200190","1910","Pennsylvania","420","Butler","0190","Butler",72689,56962
"G4200210","1910","Pennsylvania","420","Cambria","0210","Cambria",166131,104837
